,nombre,direccion
25,VOKARINE  SA DE CV,AV LA RAZA 4401 nan LOS NOGALES JUAREZ 32350 Chihuahua
26,"ITALMARKET, SA DE CV",SULTEPEC 295 nan MITRAS CENTRO MONTERREY 64460 Nuevo Leon
27,ALEMAR PROMOCIONES YREPRESENTACIONES  SA DE CV,CLL 20 DE NOVIEMBRE NTE 525 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
28,SISTEMAS DE CALIDAD ESTADISTICA Y PROCESOS  SA DE CV,CIUDAD DEL MAIZ 400 nan MITRAS NORTE MONTERREY 64320 Nuevo Leon
29,AERO ALTERNO  SA DE CV,CARR MONTERREY LAREDO KM 10 6 nan CIENEGA DE FLORES CIENEGA DE FLORES 65550 Nuevo Leon
30,POLIVALENTE INMUEBLE SA DE CV,MM DEL LLANO OTE 1314 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
31,SOZU  SA DE CV,VASCONCELOS OTE 200 8 JERONIMO SILLER SAN PEDRO GARZA GARCIA 66250 Nuevo Leon
32,"FUSION GRAFICA, SA DE CV",REGIO PARQUE 119 nan REGIO PARQUE INDUSTRIAL APODACA 66600 Nuevo Leon
33,LA CASCADA DE LA SUERTE  SA DE CV,MIGUEL HIDALGO Y COSTILLA 201 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
34,CASTIEL ASESORES  SA DE CV,JUAN ALVAREZ NORTE 118 ######## MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
35,AGROFERTA AGROQUIMICOS Y SEMILLAS SA DE CV,INSURGENTES SN nan MANUEL ESTACION GONZALEZ 89730 Tamaulipas
36,IMP Y PROV DE LLANTAS NUEVAS Y USADAS SAN PEDRO  SA DE CV,RIO SAYULA 998 nan VILLA VERDE MEXICALI 21395 Baja California
37,SAN FELIPE BAJA ROOFING SERVICE  SA DE CV,AV RIO LERMA 1949 nan VALLE DORADO MEXICALI 21399 Baja California
38,EMPRESAS JEMA DE MEXICALI  SA DE CV,CALLE HERREROS FERROCARRILEROS 6 nan INDUSTRIAL MEXICALI 21010 Baja California
39,"TURISMO NAVI, SA DE CV",HIDALGO 480 PTE LOCAL 27 MONTERREY# CENTRO MONTERREY 64000 Nuevo Leon
40,INGENIERIA Y SISTEMAS ELECTROMEDICOS  SA DE CV,WASHINGTON 555 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
41,OPERADORA NARANJA SDE RL DE CV,BOLIVIA NORTE 111 nan VISTA HERMOSA MONTERREY 64620 Nuevo Leon
42,KEVIN DISTRIBUCIONESSRL DE CV,RIO LERMA 8 nan ARROYO DEL MAIZ POZA RICA DE HIDALGO 93210 Veracruz
43,GET MORE FROM YOUR BUSINESS  SA DE CV,BOSQUE DE ALISOS 45 A EP1B2 12 BOSQUES DE LAS LOMAS CUAJIMALPA DE MORELOS 5120 CDMX
44,TALLERES MORA  SA DE CV,C CAMINO VJO SN JOSE 6910 nan PARTIDO IGLESIAS JUAREZ 32663 Chihuahua
45,BDKSISTEMAS  SA DE CV,SAN ROBERTO 519 nan JARDINES DE SAN PATR APODACA 66647 Nuevo Leon
46,IMPULSORA INDUSTRIALZAYA  SA DE CV,ANGEL DARIEL 9170 nan RISCOS DEL SOL CHIHUAHUA 31124 Chihuahua
47,AGROSISTEMAS Y PROYECTOS  SA DE CV,CARRETERA CHIHUAHUA ALDAMA KM 17 5 nan LOS ALAMOS ALDAMA 32900 Chihuahua
48,BEJAR LOSAS PREFABRICADAS  SA DE CV,CERRADA 47 PONIENTE 1145 3 REFORMA AGUA AZUL PUEBLA 72430 Puebla
49,CORPORATIVO DE BIENES Y SERVICIOS MAX SA DE CV,CALLE PINTORES MEXICANOS 110 nan FRACC PARAISO COATZACOALCOS 96538 Veracruz
50,ELECTROCONTROL Y AUTOMATIZACION  SA DE CV,INSURGENTES NTE 844 nan VALLEJO PONIENTE GUSTAVO A MADERO 7790 CDMX
51,CTPS PRECISION STEEL SA DE CV,SAJONIA 607 nan VENADO DE YOSTIRO IRAPUATO 36847 Guanajuato
52,WA CONSULTORES Y SERVICIOS  SA DE CV,RINCON DE LA HACIENDA 61 nan BOSQUE RESIDENCIAL DEL SUR XOCHIMILCO 16010 CDMX
53,TRASPORTES Y MUDANZAS DEL OLMO  SA DE CV,AVENIDA DOS 63 LOC 31 SAN PEDRO DE LOS PINOS BENITO JUAREZ 3800 CDMX
54,TECNOLOGIA MEXICANA EN AVALUOS INDUSTRIALES  SA DE CV,AV TRES 134 PISO 1 1 SAN PEDRO DE LOS PIN BENITO JUAREZ 3800 CDMX
55,DISTRIBUIDORA ELECTRICA LOME SA DE CV,AV PATRIOTISMO 334 PI 4 SAN PEDRO DE LOS PINOS BENITO JUAREZ 3800 CDMX
56,SERVICIO ESPECIALIZADO DE TRANSPORTE URBANO Y TURIS  SA DE CV,PAROTAS M5 L6 nan VALLE DE LAS GARZAS MANZANILLO 28869 Colima
57,HOSPITAL DEL VALLE DE ATEMAJAC SA DE CV,RAMON CORONA 55 nan COL ATEMAJAC DEL VAL ZAPOPAN 45190 Jalisco
58,CEGMA TDI  SA DE CV,LA MERCED 755 B CHAPALITA GUADALAJARA 44500 Jalisco
59,ST. JOSEPH MEDICOS ASOCIADOS  SA DE CV,ABEDULES 264 nan LOS PINOS ZAPOPAN 45120 Jalisco
60,COMERCIALIZADORA OPTIMOS  SA DE CV,TRAMO CARRETERO ESTACION PATY VISTA HERMOSA KM 14 SN nan YURECUARO CENTRO YURECUARO 59250 Michoacan
61,INMOBITUX  SA DE CV,CARRETERA A LA BARRA NORTE 7500 nan LA CALZADA TUXPAN 92773 Veracruz
62,GRUPO JM LAVANDERIAS SA DE CV,CALLE 10 4305 2 AGUILERA AZCAPOTZALCO 2900 CDMX
63,PROYECTOS Y CONSTRUCCIONES JISA  SA DE CV,DOM CONOCIDO SN nan SAN JERONIMO IXTAPANTONGO IXTLAHUACA 50785 Estado de Mexico
64,IMPRESOS CATALA  SA DE CV,AV SOLIDARIDAD LAS TORRES 36 nan ALVARO OBREGON SAN MATEO ATENCO 52105 Estado de Mexico
65,MEP INDUSTRIAL SA DE CV,PROL 2 SUR 10928 nan ARBOLEDAS DE LOMA BE PUEBLA 72474 Puebla
66,SUFABI  SA DE CV,CORREGIDORA 49 nan SAN PEDRO MARTIR COM QUERETARO 76117 Queretaro
67,SMARTTRANS S DE RL DE CV,AV CAMINO REAL DE CARRETAS 393 5 PISO 3 MILENIO III FASE A QUERETARO 76060 Queretaro
68,INTEGRACION DE SOLUCIONES ALTERNATIVAS MANOAK  SA DE CV,LOS HUGONOTES MZ 118 LT 4 MIGUEL HIDALGO TLAHUAC 13200 CDMX
69,ZNIM TECNOLOGIA  SA DE CV,MIGUEL HIDALGO PTE 450 SOTANO MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
70,LGS ARQUITECTURA S DE RL DE CV,CIRCUITO VALLE DE LOIRA 250 nan VALLE DEL ROBLE LEON 37544 Guanajuato
71,SOC SOLUTIONS  SA DE CV,AV INSURGENTES 41 nan ZUMPANGO DE OCAMPO ZUMPANGO 55600 Estado de Mexico
72,SILVER MOON  SA DE CV,MAHAHUAL MNA 25 LT02 SN nan MAHAHUAL OTHON P BLANCO 77976 Quintana Roo
73,INGENIERIA Y CONSTRUCCIONES INDUSTRIALESCINAG  SA DE CV,BALDERAS 44 110 CENTRO AREA 5 CUAUHTEMOC 6050 CDMX
74,DIGICOMER  SA DE CV,CDA RECURSOS HIDRAULICOS 8 nan LA LOMA TLALNEPANTLA DE BAZ 54060 Estado de Mexico
75,TIERRA FERTIL DEL SURESTE  SA DE CV,IXHUATAN 292 nan CENTENARIO TUXTLA GUTIERREZ 29025 Chiapas
76,HACIENDAS DE TANAMA  SA DE CV,ESCUADRON 201 3110 C AVIACION TIJUANA 22014 Baja California
77,INTERCAMBIO COMERCIAL DE PRODUCTOS SA DE CV,VASCONCELOS 215 5 RESIDENCIAL SAN AGUS SAN PEDRO GARZA GARCIA 66260 Nuevo Leon
78,VERSION  SA DE CV,CAPITAN ALONSO DE LEON 7015 nan CAMPESTRE MEDEROS MONTERREY 64970 Nuevo Leon
79,2HA ARQUITECTOS  SA DE CV,RIO MISSISSIPPI 259 2 DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
80,DISTRIBUIDORA DE MATS Y ACCESORIOS INDS DEL NORTE  SA DE CV,ROQUE GONZALEZ GARZA 1108 nan NI#O ARTILLERO MONTERREY 64280 Nuevo Leon
81,TORTILLERIA LA CHIQUILLA  SA DE CV,CA#ON DEL SUMIDERO 664 C nan RESIDENCIAL TERRANOVA JUAREZ 67267 Nuevo Leon
82,SIGLO PROCESOS DE INGENIERIA  SA DE CV,VENUSTIANO CARRANZA 2775 7D REPUBLICA PONIENTE SALTILLO 25265 Coahuila
83,ASIA TRADE LOGISTICS SA DE CV,AVENIDA AUDIENCIA 48 LOC B2 LA AUDIENCIA MANZANILLO 28869 Colima
84,GRUPO CONSTRUCTIVO ACERERO NAMAHU  SA DE CV,PRIV HIDALGO 102 nan SAN MIGUEL APODACA 66649 Nuevo Leon
85,ORIGINALES GUZZA IDENTIDAD CORPORATIVA  SA DE CV,AGUASCALIENTES 219 201 HIPODROMO CONDESA CUAUHTEMOC 6170 CDMX
86,VECTOR LOGISTICS  SA DE CV,AV JUAREZ 2915 4101 402 LA PAZ PUEBLA 72160 Puebla
87,ESGO INTERNATIONAL SDE RL DE CV,AMORES 118 nan DEL VALLE BENITO JUAREZ 3100 CDMX
88,INDUSTRIAS DE PAILERIA  SA DE CV,BOULEVARD JUAN PABLO II KM 2 2 nan CANTERAS DE SAN JAVI AGUASCALIENTES 20207 Aguascalientes
89,CONSTRUVIALIDADES ISARRANI  SA DE CV,AVENIDA SOLEDAD 1409 A SAN FELIPE SOLEDAD DE GRACIANO SANCHEZ 78433 San Luis Potosi
90,GRUPO M Y L DE MEXICO S DE RL DE CV,INDEPENDENCIA 2965 5 EJIDO MATAMOROS TIJUANA 22224 Baja California
91,ALIMENTOS Y BOTANAS LA ESMERALDA DE TULANCINGO  SA DE CV,ROBLES 115 nan PEDREGAL SAN JOSE TULANCINGO DE BRAVO 43667 Hidalgo
92,DISTRIBUIDORA PHARMAIMAGEN  SA DE CV,APDO POSTAL 33 nan CENTRO PACHUCA DE SOTO 42000 Hidalgo
93,COMERCIALIZADORA Y CONSTRUCCIONES RAMIREZ LEON  SA DE CV,AV FEDERALISMO MDL 18 UV 1 nan PARQUE DE POBLAMIENTO PACHUCA DE SOTO 42032 Hidalgo
94,GRUAS Y TALLER MORALES  SA DE CV,PEDRO MARIA ANAYA 3843 nan MELCHOR OCAMPO JUAREZ 32380 Chihuahua
95,SODESA TRANSPORTACION  SA DE CV,RUBI 103 nan LA ESMERALDA DURANGO 34139 Durango
96,CENTRAL DE PESCADOS Y MARISCOS  SA DE CV,CLL SAN JOSE 409 nan LAS CRUCES LEON 37290 Guanajuato
97,AIM INGENIERIA SA DE CV,VALLE BALAM 115 nan VALLE ANTIGUA LEON 37408 Guanajuato
98,AQUANTIUM TECHNOLOGIES  SA DE CV,PASEO DE JEREZ 901 108 GRANJA CERES LEON 37289 Guanajuato
99,TRUJILLO AUTO PARTESY LUBRICANTES  SA DE CV,LIC PRIMO VERDAD 2135 nan CENTRO LA PAZ 23000 Baja California Sur
100,"ASFALTOS,TERRACERIASY PAVIMENTOS DEL GO LFO DE CALI  SA DE CV",IGNACIO ALTAMIRANO 350 SIN NUM ESTERITO LA PAZ 23020 Baja California Sur
101,CONSTRUCCIONES MAREFRE  SA DE CV,PEDRO RUIZ GONZALEZ 10 nan TRONCOSO TRANCOSO 98640 Zacatecas
102,LOS ALAMOS CONSTRUCTORA  SA DE CV,CALLEJON DEL SANTERO 110 nan CENTRO ZACATECAS 98000 Zacatecas
103,MINING SOLUTIONS DE GUADALUPE  SA DE CV,PRIETO AZABACHE 315 A CAVALIA AGUASCALIENTES 20326 Aguascalientes
104,TECNOINTERPRISE  SA DE CV,ALLENDE 153 nan DEL CARMEN COYOACAN 4100 CDMX
105,IMANPACK  SA DE CV,AV VASCO DE QUIROGA 1875 A SANTA FE ALVARO OBREGON 1210 CDMX
106,AGI AUTOMATIZACION INDUSTRIAL  SA DE CV,CTO SAN ANDRES 216 nan RINCONADA SANTA MONI AGUASCALIENTES 20286 Aguascalientes
107,BRASIL CHURRASQUERIA SA DE CV,AV JUAREZ 2924 A LA PAZ PUEBLA 72160 Puebla
108,URBANIZADORA ZACATLAN DE PUEBLA  SA DE CV,ALLENDE 5 nan CENTRO ZACATLAN 73310 Puebla
109,GRUPO INDUSTRIAL FARGOS  SA DE CV,EJE 140 203 nan ZONA INDUSTRIAL SAN LUIS POTOSI 78395 San Luis Potosi
110,PROYECTOS INGENIERIAY CONSULTA DE SAN L UIS  SA DE CV,SIERRA LEONA 360 708 VILLANTIGUA SAN LUIS POTOSI 78214 San Luis Potosi
111,CARDBOARD & BOXES SAN LUIS  SA DE CV,PINTORES 288 nan VILLA DE POZOS SAN LUIS POTOSI 78421 San Luis Potosi
112,ADMINISTRACION Y SERVICIOS DEL CARIBE SA DE CV,ISLAS FILIPINAS MANZANA 24 LOTE 1 V 16 nan MISION VILLAMAR II SOLIDARIDAD 77725 Quintana Roo
113,TERMA MEXICALI S DE RL DE CV,LOTE 30 SN nan MARIANO ABASOLO MEXICALI 21600 Baja California
114,ARMADORA DE CASAS SA DE CV,BOULEVARD ADOLFO LOPEZ MATEOS 1900 303 LOS ALPES ALVARO OBREGON 1010 CDMX
115,KANDEL Y ASOCIADOS  SA DE CV,MONTERREY 219 2 ROMA NORTE CUAUHTEMOC 6700 CDMX
116,ADYERIN  SA DE CV,AVENIDA CENTENARIO 6 nan MERCED GOMEZ ALVARO OBREGON 1600 CDMX
117,INTEGRASIS  SA DE CV,POCHOTE 118 nan LOMAS DEL DORADO CENTRO 86153 Tabasco
118,ECONOAIRE  SA DE CV,FRANCISCO VILA 5518 nan OTRA NO ESPECIFICADA CHIHUAHUA 31123 Chihuahua
119,ACEROS ALI  SA DE CV,ARTURO CARRANZA 143 nan LA COMEDIA GUADALUPE 67180 Nuevo Leon
120,VISNAV & ARCHITECTS  SA DE CV,CALLE 5 MANZ 9 LOTE16 PARQUE INDUSTRIAL TOLUCA 2000 TOLUCA 50233 Estado de Mexico
121,QUOTA CONSTRUCCIONES SA DE CV,CALLE 7 PONIENTE 902 nan SN FRANCISCO TOTIMEH PUEBLA 72960 Puebla
122,OFICINA DE CONSTRUCCIONES  SA DE CV,CDA SAN JOSE 7 nan LOS GAVILANES PUEBLA 72580 Puebla
123,ADOCRETOS DE PUEBLA  SA DE CV,CARRETERA FEDERAL LIBRE PUEBLA TEHUACAN KM 14 5 SN nan AMOZOC CENTRO AMOZOC 72980 Puebla
124,ADASHY CONSTRUCTORESS DE RL DE CV,CALLE 55 A 195 nan FRANCISCO DE MONTEJO MERIDA 97203 Yucatan
125,DISTRIBUIDORA Y COMERCIALIZADORA DCC  SA DE CV,AV KM 1 2 CARRET VILLA DE ALVAREZ A COMALA SN nan LAS AGUILAS VILLA DE ALVAREZ 28979 Colima
126,INSUMOS Y SERVICIOS MULTIPLES DEL NORESTE  SA DE CV,CANALES 22 nan PLAYA SOL MATAMOROS 87470 Tamaulipas
127,INGENIERIA CONSTRUCCION Y MANTENIMIENTO DIFERENCIAL  SA DE CV,RETORNO CLAVELES 41 nan VILLA FLORESTA SAN ANDRES CHOLULA 72825 Puebla
128,SARAGART  SA DE CV,AV JORGEJIMENEZ CANTU LT 14 nan RCHO VIEJO ATIZAPAN DE ZARAGOZA 52930 Estado de Mexico
129,SUMINISTROS Y SERVICIOS BROM  SA DE CV,ALFREDO DEL MAZO 3 nan IND EL PEDREGAL ATIZAPAN DE ZARAGOZA 52900 Estado de Mexico
130,ANPADE MEXICO  SA DE CV,ATLIXCO 13A ######## CONDESA CUAUHTEMOC 6140 CDMX
131,TRANSPORTANDO DK  SA DE CV,AV LIC BENITO JUAREZ 10 BODEGAC6 SAN MATEO CUAUTEPEC TULTITLAN 54948 Estado de Mexico
132,MISSION INDUSTRIAL 2000  SA DE CV,CONCEPCION BEISTEGUI 1810 C C NARVARTE PONIENTE BENITO JUAREZ 3020 CDMX
133,MILERKOM GLOBAL MEXICO  SA DE CV,AV SANTA FE 505 P1 MZZ2B SANTA FE CUAJIMALPA CUAJIMALPA DE MORELOS 5348 CDMX
134,GRUAS Y SOLUCIONES LOGISTICAS GSL  SA DE CV,AV JOSE LORETO FABELA 450 nan SAN JUAN DE ARAGON GUSTAVO A MADERO 7920 CDMX
135,BONILLA ARTIGAS EDITORES  SA DE CV,HERMENEGILDO GALEANA 111 nan NINO JESUS TLALPAN 14080 CDMX
136,IMMEE  SA DE CV,FELIPE ANGELES 11 2 CENTRO TULA DE ALLENDE 42800 Hidalgo
137,DISTRIBUIDORA DE ACEROS Y AGREGADOS DE ACAPULCO  SA DE CV,ATENAS 56 P 1 JUAREZ CUAUHTEMOC 6600 CDMX
138,LASCONI COMERCIAL SA DE CV,CAMINO DEL BOSQUE 522 ######## BOSQUES DEL PONIENTE SANTA CATARINA 66362 Nuevo Leon
139,REFRIGERACION Y RESTAURANTE SA DE CV,AV CUCHARAS 303 nan PARQUE INDUSTRIAL I GENERAL ESCOBEDO 66062 Nuevo Leon
140,PONCE AUTOMOTRIZ DE ARANDAS  SA DE CV,CARR ARANDAS TEPA KM 1 5 SN nan ARANDAS CENTRO ARANDAS 47180 Jalisco
141,TEA & COFFEE CO MEXICO  SA DE CV,CALZ SAN PEDRO 102 nan DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
142,"BELO VIAJE, SA DE CV",MANUEL GOMEZ MORIN 938 L216 DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
143,TRANSPORTES SALMI SA DE CV,GOLFO DE MEXICO 2135 nan BERNARDO REYES MONTERREY 64280 Nuevo Leon
144,MAQUINARIA Y ABASTECEDORA DE PRODUCTOS INDUSTRIALES  SA DE CV,MINA ROSITA 2016 nan ASARCO MONTERREY 64550 Nuevo Leon
145,COMERCIALIZADORA MARNAT S DE RL DE CV,JOSEFA ORTIZ DE DOMINGUEZ 207 nan SAN SEBASTIAN TOLUCA 50150 Estado de Mexico
146,C&M REPRESENTACIONES SA DE CV,1 DE MAYO 65 1 NATIVITAS BENITO JUAREZ 3500 CDMX
147,CARPOL  SA DE CV,BALLENA 14 nan PARQUE IND CUAUTITLAN IZCALLI CUAUTITLAN IZCALLI 54730 Estado de Mexico
148,DIMSMA  SA DE CV,SAN DIEGO 148 2 SAN ISIDRO OAXACA DE JUAREZ 68276 Oaxaca
149,FERREPEGA  SA DE CV,HIPODROMO 03:00 a. m. A HEROICA CIUDAD DE TLAXIACO HEROICA CIUDAD DE TLAXIACO 69800 Oaxaca
150,TECNOLOGIA EN RIEGO DE MEXICO  SA DE CV,CALLE 76 NORTE LT1 MZ25 LOC 1 EJIDO SOLIDARIDAD 77710 Quintana Roo
151,OM NAMAH SHIVAYA  SA DE CV,AV COBA NORTE MANZANA 9 LOTE 1 CENTRO TULUM PUEBLO LOTE 1 ######## TULUM TULUM 77760 Quintana Roo
152,POVA TRANSPORT SA DE CV,LIBRAMIENTO NORESTE KM 33 5 LOTE 11 ZONA EJIDAL APODACA APODACA 66612 Nuevo Leon
153,LIMAGAED  SA DE CV,ALTA TENSION SN SN EL ZACATAL LOS CABOS 23427 Baja California Sur
154,VANGUARDIA DIAGNOSTICA  SA DE CV,AV CENTRAL MZA 4 CENTRO LAS AMERICAS SEC POWER CEN LT 2 L 13 14 15 CONJUNTO URBANO LAS AMERICAS ECATEPEC DE MORELOS 55075 Estado de Mexico
155,COMERCIALIZADORA ACCEBUS S DE RL DE CV,CALLE FRANCIA 18 nan JARDINES DE CERRO GORDO ECATEPEC DE MORELOS 55100 Estado de Mexico
156,"G V PRODUCTS, SA DE CV",AV PARQUE CHAPULTEPEC 61 nan EL PARQUE NAUCALPAN 53470 Estado de Mexico
157,ALHOR DE LAMINACION  SA DE CV,CLL ADOLFO LOPEZ MATEOS 39 nan EL CHAMIZAL ECATEPEC DE MORELOS 55270 Estado de Mexico
158,DISTRIBUIDORAS LIVEMM  SA DE CV,BOULEVARD NORTE 1530 22 LA LOMA PUEBLA 72230 Puebla
159,"LA TORRE DE PUEBLA,  SA DE CV",DIAGONAL DEFENSORES DE LA REPUBLICA 744 nan ADOLFO LOPEZ MATEOS PUEBLA 72240 Puebla
160,ACAROD  SA DE CV,TONALA 351 302 ROMA SUR CUAUHTEMOC 6760 CDMX
161,PRIME COMPUTER DEL SURESTE  SA DE CV,PORFIRIO DIAZ 32 nan DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
162,SUNNY TRAVEL  SA DE CV,PASEO KUKULCAN PLAZA TERRAMAR KM 8#5 SUITE 4 nan ZONA HOTELERA BENITO JUAREZ 77500 Quintana Roo
163,COORDINACION INTEGRAL DE METODOS CONSTRUCTIVOS  SA DE CV,PRIVADA PASEO DE ANDALUCIA MZA 19 LOTE 21 nan GRAND STA FE BENITO JUAREZ 77535 Quintana Roo
164,MAQUINADOS INDUSTRIALES SANNA  SA DE CV,PORFIRIO DIAZ 832 nan VILLA DE POZOS SAN LUIS POTOSI 78421 San Luis Potosi
165,GRUAS REAL DEL POTOSI  SA DE CV,CAMINO VIEJO A SAN PEDRO KM 0 550 nan LOS GOMEZ SOLEDAD DE GRACIANO SANCHEZ 78438 San Luis Potosi
166,INGENIERIA ELECTROMECANICA MERLO  SA DE CV,RCHO TUNELES 1 nan ATLIXCO CENTRO ATLIXCO 74200 Puebla
167,SIMA OBRAS Y PROYECTOS  SA DE CV,AV SANTA ESTHER 316 nan SANTA MARGARITA ZAPOPAN 45140 Jalisco
168,GRUPO KIEVSKA  SA DE CV,MANUEL OCARAZA 33 nan PUEBLO NUEVO CORREGIDORA 76900 Queretaro
169,MALUZAY  SA DE CV,CEDROS NTE 13 PB FRANCISCO GARCIA NAR MONTERREY 64330 Nuevo Leon
170,PREFABRICADOS DE CONCRETO PYPCO  SA DE CV,CALLE CANAL CANEDO 7119 PTE BACHIGUALATO CULIACAN 80140 Sinaloa
171,CORPORATIVO CRUZ CABRAL  SA DE CV,BLVD AEROPUERTO 43 A nan BUENAVISTA SAN MATEO ATENCO 52105 Estado de Mexico
172,CIENPRO  SA DE CV,CLL SAN CARLOS 1687 nan LOS CAJETES ZAPOPAN 45234 Jalisco
173,FUNDICION REGZE  SA DE CV,JUAN ALVAREZ 45 nan TOLUQUILLA SAN PEDRO TLAQUEPAQUE 45610 Jalisco
174,MADERAS E IMPORTACIONES VENEGAS Y ASOCIADOS  SA DE CV,CAMINO A STA CRUZ DEL VALLE 113 nan VALLE DE LA MISERICO SAN PEDRO TLAQUEPAQUE 45615 Jalisco
175,AU SOLEIL COUCHANT  SA DE CV,4 NORTE ENTRE 15  Y 20 NORTE 169 169 CENTRO SOLIDARIDAD 77710 Quintana Roo
176,WIKOT NORTH AMERICA  SA DE CV,CALLE COLIMA 244 2 ROMA NORTE CUAUHTEMOC 6700 CDMX
177,SOICTEL  SA DE CV,SANTE FE 94 TORRE A PISO 8 SANTA FE ALVARO OBREGON 1210 CDMX
178,DISTRIBUIDORA DE MATERIALES SELECTOS  SA DE CV,GUSTAVO DIAZ ORDAZ MZ1LT18 0 2DA AMPLIACION PRESI ALVARO OBREGON 1299 CDMX
179,ELECTRICA VIRGO.  SA DE CV,ANDRES BALVANERA 1460 nan ECHEVERRIA GUADALAJARA 44970 Jalisco
180,"POLLOS JOSARO, SA DE CV",OPALO 39 nan LA JOYA IXTACALA TLALNEPANTLA DE BAZ 54160 Estado de Mexico
181,GRUPO IMPAK TARGET  SA DE CV,CIRCUITO BOSQUE DE VINCENES 59 nan BOSQUES DEL LAGO CUAUTITLAN IZCALLI 54766 Estado de Mexico
182,FAMAK SHELTER SERVICES  SA DE CV,CALLE JUAN DE UGARTE 17501 H GARITA OTAY TIJUANA 22430 Baja California
