,nombre,direccion
1359,GLOBAL VOIP DE MEXICO  SA DE CV,PASEO RIO SONORA 51 nan PROYECTO RIO SONORA HERMOSILLO 83270 Sonora
1360,"INDUSTRIAS ZELINA, SA DE CV",VAINILLA 270 3ER P GRANJAS MEXICO IZTACALCO 8400 CDMX
1361,JR&JD CONSTRUCCIONES SA DE CV,BACHEROS SN L18 PUERTA REAL HERMOSILLO 83177 Sonora
1362,SOLUCIONES INFORMATICAS PROFESIONALES DETOLUCA  SA DE CV,EZEQUIEL MONTES 2 B PILARES METEPEC 52179 Estado de Mexico
1363,MANTENIENDO CONTACTO SA DE CV,ALFONSO ESPARZA OTEO 152 nan GUADALUPE INN ALVARO OBREGON 1020 CDMX
1364,"DISENOS REALCE, SA DE CV",MOLIERE 330 DEPT303 POLANCO MIGUEL HIDALGO 11560 CDMX
1365,SHIREBROOK SYSTEMS  SA DE CV,DIEGO DE OSORIO 135 5 LOMAS VIRREYES MIGUEL HIDALGO 11000 CDMX
1366,LAMICRIS  SA DE CV,ACALOTENCO 78 nan SAN SEBASTIAN AZCAPOTZALCO 2040 CDMX
1367,CORPORACION INFORMATICA SAVI SA DE CV,TLACOTALPAN 13 2 ROMA SUR CUAUHTEMOC 6760 CDMX
1368,LATIN STOCK DE MEXICO SA DE CV,CARLOS DICKENS 80 101 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
1369,CONSULTORIA EN PRENSA Y COMUNICACION  SA DE CV,DURANGO 247 2 PISO ROMA SUR CUAUHTEMOC 6700 CDMX
1370,ABRAN PASO  SA DE CV,SALVADOR DIAZ MIRON 154 nan SANTA MARIA LA RIBERA CUAUHTEMOC 6400 CDMX
1371,BACKGROUND ACTION S DE RL DE CV,DURANGO 225 302 P 3 ROMA NORTE CUAUHTEMOC 6700 CDMX
1372,SOLUCIONES UNIVERSALES ELECCAF  SA DE CV,AVENIDA TEXCOCO MZ 15 LT 6 PANTITLAN IZTACALCO 8100 CDMX
1373,TRES POR TRES MEDIA  SA DE CV,MARCELO 9 nan DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
1374,BIORGANIMEX  SA DE CV,SAN FRANCISCO 1838 P 7 D703 DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
1375,ECADOP  SA DE CV,BALBOA 606 3 PORTALES SUR BENITO JUAREZ 3300 CDMX
1376,IBD CONSULTORES  SA DE CV,31 35 ######## VALENTIN GOMEZ FARIA VENUSTIANO CARRANZA 15010 CDMX
1377,SERVICIO ENOC S  SA DE CV,DEFENSORES DE BAJA CAL 202 nan BUROCRATA RUIZ CORTI TIJUANA 22000 Baja California
1378,ATYDE MEXICO  SA DE CV,EBANO 31 nan LOMA LINDA NAUCALPAN DE JUAREZ 53580 Estado de Mexico
1379,ABARROTES Y CARNES FRIAS KARINA  SA DE CV,CALLE 1 PONIENTE SUR 14 nan CENTRO VENUSTIANO CARRANZA 30200 Chiapas
1380,SOLUCIONES INTEGRALES PARA SOPORTE EMPRESARIAL  SA DE CV,MIGUEL ANGEL DE QUEVEDO 696 PB nan VILLA COYOACAN COYOACAN 4000 CDMX
1381,CEBERK HOLDINGS  SA DE CV,BOSQUE DE DURAZNOS 61 3B OFI74 BOSQUE DE LAS LOMAS MIGUEL HIDALGO 11700 CDMX
1382,VINTER MARKETING  SA DE CV,AV CALZADA GRAL MARIANO ESCOBEDO 748 10 ANZURES MIGUEL HIDALGO 11590 CDMX
1383,GRUPO MEXICANO DE CONSULTORIA DE NEGOCIOS  SA DE CV,AV REVOLUCION 1267 PI19 OFA LOS ALPES ALVARO OBREGON 1010 CDMX
1384,ORGANIZACION DE SEGURIDAD PRIVADA  SA DE CV,CALLE CIRCUITO GEOGRAFOS 70 nan CIUDAD SATELITE NAUCALPAN DE JUAREZ 53100 Estado de Mexico
1385,CANA BRAKE COMPANY DE MEXICO  SA DE CV,FORTUNA 69 BIS TEPEYAC INSURGENTES GUSTAVO A MADERO 7020 CDMX
1386,COMERCIALIZADORA FEOC  SA DE CV,FRANCISCO I MADERO 21 nan SAN JUAN IXHUATEPEC TLALNEPANTLA DE BAZ 54180 Estado de Mexico
1387,IMANFLEX DE MEXICO  SA DE CV,AV CUITLAHUAC 10 LOCAL A PORVENIR AZCAPOTZALCO 2940 CDMX
1388,INTERNATIONAL CORPORATE INNOVATIONS  SA DE CV,LATACUNGA 880 18 Y 20 LINDAVISTA NORTE GUSTAVO A MADERO 7300 CDMX
1389,PINTURAS EL PARAISO  SA DE CV,BUEN TONO 120 D INDUSTRIAL GUSTAVO A MADERO 7800 CDMX
1390,JEREP LIMPIEZA SA DE CV,AV HUITZILIHUITL 63 203 STA ISABEL TOLA GUSTAVO A MADERO 7010 CDMX
1391,W A CARTER  SA DE CV,PONIENTE 150 888 nan INDUSTRIAL VALLEJO AZCAPOTZALCO 2300 CDMX
1392,NETWORK MANAGEMENT SOLUTIONS  SA DE CV,AV LOS REYES MZ C#34 A L 4 A 2 LOC 119 PLAZA ODISEA CENTRO URBANO CUAUTITLAN IZCALLI 54740 Estado de Mexico
1393,GRUPO GELSER  SA DE CV,LAURO VILLAR 125 nan PROVIDENCIA AZCAPOTZALCO 2440 CDMX
1394,HQ SYSTEMS  SA DE CV,CASTILLO DE NOTTHINGAM 46 nan CONDADO DE SAYAVEDRA ATIZAPAN DE ZARAGOZA 52938 Estado de Mexico
1395,M+M MADERAS Y MUEBLES  SA DE CV,HACIENDA DE LA PURISIMA 66 nan PRADOS DEL ROSARIO AZCAPOTZALCO 2410 CDMX
1396,TRASLADOS DEFINSCARS SA DE CV,TAI#TAM MZA 2 COND 4 CASA 30 LOMAS DEL PARQUE III TULTITLAN 54958 Estado de Mexico
1397,BOMBAS SUMINISTROS YEQUIPOS SA DE CV,VIVEROS DE LA COLINA 50 nan VIVEROS DE LA LOMA TLALNEPANTLA DE BAZ 54080 Estado de Mexico
1398,REPRESENTACIONES TECNIPACK SA DE CV,MALAGA 8 nan EL DORADO TLALNEPANTLA DE BAZ 54020 Estado de Mexico
1399,POVACI S DE RL DE CV,CTO CIRCUNVALACION OTE 8 206 CIUDAD SATELITE NAUCALPAN DE JUAREZ 53100 Estado de Mexico
1400,AMG INSTRUMENTACION Y CONTROL  SA DE CV,REVOLUCION 296 nan LA ROMANA TLALNEPANTLA DE BAZ 54030 Estado de Mexico
1401,LITOGRAFICA INFINITY SA DE CV,2 DE ABRIL 20 nan SAN MATEO TECOLOAPAN ATIZAPAN DE ZARAGOZA 52920 Estado de Mexico
1402,UNION DE COMPRAS EN COMPONENTES ELECTRONICOS  SA DE CV,VALLE DE BRAVO 34 nan TLALNEMEX TLALNEPANTLA DE BAZ 54070 Estado de Mexico
1403,YAVEMAR  SA DE CV,REFINERIA SALAMANCA 43 nan REYNOSA TAMAULIPAS AZCAPOTZALCO 2200 CDMX
1404,SERVICIOS DE MERCADOTECNIA Y DISTRIBUCION  SA DE CV,CAMINO A SANTA TERESA 187 C PARQUE DEL PEDREGAL TLALPAN 14010 CDMX
1405,INTEGRACION TECNOLOGICA E INDUSTRIAL AJ  SA DE CV,SAN RAFAEL 60 nan SAN RAFAEL TLALNEPANTLA DE BAZ 54120 Estado de Mexico
1406,LANDEROS MOTORS  SA DE CV,AV VIADUCTO TLALPAN 528 nan SAN LORENZO HUIPULCO TLALPAN 14370 CDMX
1407,FIGA SUMINISTROS  SA DE CV,FRANCISCO VILLA 143 OFNA 5 TLALNEPANTLA CENTRO TLALNEPANTLA 54000 Estado de Mexico
1408,RECLUTAMIENTO Y SELECCION ELITE  SA DE CV,MONTE ELBRUZ 124 212 B PALMITAS MIGUEL HIDALGO 11560 CDMX
1409,INOVA TEXTILES SA DE CV,PRIV# 16 DE SEPTIEMBRE 5 BIS AHUIZOTLA NAUCALPAN DE JUAREZ 53378 Estado de Mexico
1410,DURATLAN  SA DE CV,ALCE BLANCO 16 A FRACC INDUSTRIAL ALCE BLANCO NAUCALPAN 53370 Estado de Mexico
1411,RESGUARDO Y ESTRATEGIAS ESPECIALIZADAS  SA DE CV,ALFREDO NOBEL 21 nan LOS REYES INDUSTRIAL TLALNEPANTLA 54073 Estado de Mexico
1412,INTERCAMBIADORES Y ENFRIADORES DE MEXICO SA DE CV,LIBERATO LARA 63 nan COL AMPL SAN PEDRO X AZCAPOTZALCO 2719 CDMX
1413,BODY BOXER  SA DE CV,16 DE SEPTIEMBRE 113 A203 INDUSTRIAL ALCE BLAN NAUCALPAN DE JUAREZ 53370 Estado de Mexico
1414,GAFACOLORS DIGITAL  SA DE CV  SA DE CV,CALZ DE LAS ARMAS 61 nan RIVERA DE ECHEGARAY NAUCALPAN 53329 Estado de Mexico
1415,PROMOTORA Y DISTRIBUIDORA DE HERRAMIENTASAVI  SA DE CV,AV 16 DE SEPTIEMBRE 113 LOC A 13 INDUSTRIAL ALCE BLAN NAUCALPAN DE JUAREZ 53370 Estado de Mexico
1416,SOLDADURAS ESPECIALES LEO  SA DE CV,CALLE DOS 3 L E INDUSTRIAL ALCE BLAN NAUCALPAN DE JUAREZ 53370 Estado de Mexico
1417,"INMOBILIARIA SANBIL, SA DE CV",GRAL MARIANO ARISTA 54 DESP 209 ARGENTINA PONIENTE MIGUEL HIDALGO 11230 CDMX
1418,YVR INDUSTRIAS SA DE CV,LORENZO GARZA 7 1 SAN LORENZO TLALTENANGO MIGUEL HIDALGO 11210 CDMX
1419,GRUPO INDUSTRIAL GUTMAR S DE RL DE CV,PROL TECNOLOGICO 950 B PSO 8 SAN PABLO QUERETARO 76159 Queretaro
1420,VISION INTERAMERICANA  SA DE CV,SAN FRANCISCO 68 INT 4 INDUSTRIAL ALCE BLANCO NAUCALPAN 53370 Estado de Mexico
1421,MUEBLES FABIS S DE RL DE CV,PASEO DE LA REFORMA 42 1 CENTRO AREA 2 CUAUHTEMOC 6010 CDMX
1422,INMOBILIARIA MERPANA SA DE CV,GRA MARIANO ARISTA 54 DESP 209 ARGENTINA PONIENTE MIGUEL HIDALGO 11230 CDMX
1423,GESTORA DE CALIDAD DE MEXICO  SA DE CV,SAN ANDRES ATOTO 1 116 SAN ESTEBAN HUITZILACASCO NAUCALPAN DE JUAREZ 53550 Estado de Mexico
1424,CORPORACION ELECTRODOMESTICA CASA GARCIA SA DE CV,AV PATRIOTISMO 875 B nan MIXCOAC BENITO JUAREZ 3910 CDMX
1425,TELECOMUNICACIONES CAPAGA SA DE CV,AV JALISCO 180 PSO 3 TACUBAYA MIGUEL HIDALGO 11870 CDMX
1426,EDITORIAL AUTO MOTORES INFORMA SA DE CV,CIENCIAS 125 nan ESCANDON I SECCION MIGUEL HIDALGO 11800 CDMX
1427,ENROLLABLES DE MEXICO SA DE CV,PROTACIO TAGLE 47 LC C COL SAN MIGUEL CHAPULTEPEC MIGUEL HIDALGO 11850 CDMX
1428,DISTRIBUIDORA DE REFRIGERACION Y MAQUINARIA COMERCIAL SA CV,AV CHAPULTEPEC 143 B JUAREZ CUAUHTEMOC 6600 CDMX
1429,MANUFACTURAS SOLCO  SA DE CV,CALLE 2 29 nan SAN PEDRO DE LOS PIN BENITO JUAREZ 3800 CDMX
1430,EDUARDO MEZA REFRIGERACION INDUSTRIAL SA DE CV,CIENCIAS 71 BIS 4 ESCANDON I SECCION MIGUEL HIDALGO 11800 CDMX
1431,GRUPO INDUSTRIAL MIXCOR S DE RL DE CV,AVENIDA 1 100 nan SAN PEDRO DE LOS PIN BENITO JUAREZ 3800 CDMX
1432,KEMI MEXICO  SA DE CV,ISLA CEYLAN MZ 930 LT 27 JARDINES DE MORELOS ECATEPEC DE MORELOS 55070 Estado de Mexico
1433,TIERRA FUND  SA DE CV,SINALOA 195 nan ROMA NORTE CUAUHTEMOC 6700 CDMX
1434,ULTRACER  SA DE CV,BENJAMIN FRANKLIN 30 LOC 2 ESCANDON I SECCION MIGUEL HIDALGO 11800 CDMX
1435,"MEYSER DISTRIBUCION, SA DE CV",LIRA 79 506 SAN MIGUEL CHAPULTEP MIGUEL HIDALGO 11850 CDMX
1436,PERIFERICO SUR BIENES INMUEBLES SA DE CV,AV RIO MAGDALENA 94 nan TIZAPAN ALVARO OBREGON 1090 CDMX
1437,EXIMCO SERVICIOS INTEGRADOS  SA DE CV,TIZIMIN 101 nan HEROES DE PADIERNA TLALPAN 14200 CDMX
1438,LOGISTICA GUZAR  SA DE CV,NORTE 176 441 ######## PENSADOR MEXICANO VENUSTIANO CARRANZA 15510 CDMX
1439,DISEO EN JOYAS SAN ANGEL INN  SA DE CV,AV INSURGENTES SUR 1971 LOC 151 GUADALUPE INN ALVARO OBREGON 1020 CDMX
1440,ODIN INGENIERIA INDUSTRIAL  SA DE CV,1A CDA PALMITAS 6 nan SANTA MARIA TOMATLAN IZTAPALAPA 9870 CDMX
1441,GRUPO IMPRESOR DAALSAGRAFIK  SA DE CV,PAMPAS 67 nan LOS BOSQUES JIUTEPEC 62554 Morelos
1442,EXPANSION ESTRATEGICA MAILLARD  SA DE CV,CONDOMINO 1 ETAPAIV 38 RANCHO SAN LUCAS METEPEC 52172 Estado de Mexico
1443,DERK  SA DE CV,SAN BERNABE 75 PISO 2 SAN JERONIMO LIDICE LA MAGDALENA CONTRERAS 10200 CDMX
1444,HHTRAINING  SA DE CV,ANONAS 6 nan AMPLIACION SAN MARCOS NORTE XOCHIMILCO 16038 CDMX
1445,GRUPO FLAZ  SA DE CV,LOS JUAREZ 37 C SAN JOSE INSURGENTES BENITO JUAREZ 3900 CDMX
1446,ARRENDADORA SAN JUANVIEJO  SA DE CV,CALLE REPUBLICA DE PANAMA 128 3 AMERICAS TOLUCA 50130 Estado de Mexico
1447,MULTISERVICIOS MERJAI  SA DE CV,AUTOPISTA TOLUCA ATLACOMULCO KM 32 MARGEN D IXTLAHUACA DE RAYON IXTLAHUACA 50740 Estado de Mexico
1448,SERVICIO MIO  SA DE CV,PASEO COLON 804 nan OCHO CEDROS TOLUCA 50170 Estado de Mexico
1449,SERVICIO RUGA  SA DE CV,OCOTITLAN 182 nan LAS MARGARITAS 2DA SECC TOLUCA 50180 Estado de Mexico
1450,RTECH INTEGRADORES DE TI  SA DE CV,BOSQUE DE DURAZNOS 75 1105 BOSQUE DE LAS LOMAS MIGUEL HIDALGO 11700 CDMX
1451,QPULA ASESORES SA DE CV,CALLE ALFONSO NAPOLES GANDARA 50 101 SANTA FE ALVARO OBREGON 1210 CDMX
1452,GRUPO MARC CAIN  SA DE CV,AGUSTIN DELGADO 274 1ER PISO TRANSITO CUAUHTEMOC 6820 CDMX
1453,KIQ4TRO  SA DE CV,JUANA DE ARCO 40 LOC B MODERNA BENITO JUAREZ 3510 CDMX
1454,HIDROPERFORACIONES CEVAL  SA DE CV,AHUEHUETE 10 nan SAN FELIPE TLALMIMILOLPAN TOLUCA 50250 Estado de Mexico
1455,LABORATORIOS HOMEOPATICOS LEXER  SA DE CV,CAMINO DE LOS TOROS 57 nan AMERICA MIGUEL HIDALGO 11820 CDMX
1456,ANNY ROSS  SA DE CV,AV INSURGENTES SUR 1971 L 202 P GUADALUPE INN ALVARO OBREGON 1020 CDMX
1457,EMPAQUES INTERNACIONALES DE BLANCOS  SA DE CV,PONIENTE 73 54 nan DANIEL GARZA MIGUEL HIDALGO 11830 CDMX
1458,INGENIERIA DE CONTROL EN GAS Y FUEGO  SA DE CV,FELIX U GOMEZ 123 nan COVE ALVARO OBREGON 1120 CDMX
1459,"MATCUR, SA DE CV",TORREON 6 nan ROMA SUR CUAUHTEMOC 6760 CDMX
1460,FUERZA Y DISTRIBUCION LATINOAMERICANA SA DE CV,GRUTAS 19 305 SAN PEDRO DE LOS PINOS ALVARO OBREGON 1180 CDMX
1461,CONTROL Y DISEO ELECTRONICO  SA DE CV,ADOLFO PRIETO 1379 nan DEL VALLE BENITO JUAREZ 3100 CDMX
1462,RRC INGENIEROS CONSTRUCTORES  SA DE CV,TLAXCALA 127 503 ROMA SUR CUAUHTEMOC 6760 CDMX
1463,EDRATEX  SA DE CV,PIEDRAS NEGRAS 6 nan ROMA SUR CUAUHTEMOC 6760 CDMX
1464,OLIN INFRAESTRUCTURA SA DE CV,TEHUANTEPEC 128 nan ROMA SUR CUAUHTEMOC 6760 CDMX
1465,GRUPO CULTURAL LIZMA SA DE CV,PLAYA ROQUETA 218 nan MILITAR MARTE IZTACALCO 8830 CDMX
1466,MAXCONTROL PRIVATE SECURITY  SA DE CV,TLAXCALA 67 504 ROMA SUR CUAUHTEMOC 6760 CDMX
1467,GRUPO DIEXPA Y ASOCIADOS  SA DE CV,PESTALOZZI 408 103 DEL VALLE BENITO JUAREZ 3100 CDMX
1468,ASESORES CORPORATIVOS GRUPO MEDIALIVE COR  SA DE CV,TUXPAN 54 508 ROMA SUR CUAUHTEMOC 6760 CDMX
1469,PROMO AYLE S DE RL DE CV,TEHUANTEPEC 156 PLANTA B ROMA SUR CUAUHTEMOC 6760 CDMX
1470,TECNICOS EN REMODELACION Y ACABADOS ARQUITECTONICOS SA CV,BOSQUES DE HOLANDA 45 nan BOSQUES DE ARAGON NEZAHUALCOYOTL 57170 Estado de Mexico
1471,STASYS CONSULTING SA DE CV,CUAUTLA 85 C 203 SANTA URSULA XITLA TLALPAN 14420 CDMX
1472,COMERCIALIZADORA LISTELOS H VARGAS  SA DE CV,PACHECO 17 nan CENTRO DE LA CIUDAD CUAUHTEMOC 6070 CDMX
1473,INSUMOS JAR  SA DE CV,PASEO DE TAMARINDOS 384PISO9 OFIC 999 CAMPESTRE PALO ALTO CUAJIMALPA DE MORELOS 5119 CDMX
1474,"ELECTRICA LOR, SA DE CV",REVILLAGIGEDO 37 LOC M CENTRO CIUDAD DE MEX CUAUHTEMOC 6050 CDMX
1475,ELECTRICA JAI SA DE CV,AVE DE LAS PALMAS  8 EDIF A INT 201 CITLALLI IZTAPALAPA 9660 CDMX
1476,"GENESIS NUTRICIONAL, SA DE CV",LEIBNITZ 1 302 ANZURES MIGUEL HIDALGO 11590 CDMX
1477,PROYECTOS EN AIRE ACONDICIONADO Y OPTIMIZACION  SA DE CV,AV DEL PARQUE 443 nan PARQUE RESIDENCIAL C COACALCO DE BERRIOZABAL 55720 Estado de Mexico
1478,CONTROLES ELECTRONICOS INDUSTRIALES  SA DE CV,CDA GRAL ARISTA 8 nan SAN JOAQUIN MIGUEL HIDALGO 11260 CDMX
1479,SUMINISTRADORA DE INSUMOS ESTRADA  SA DE CV,ADOLFO LOPEZ MATEOS 42 ######## VICENTE GUERRERO 1A SECC NICOLAS ROMERO 54425 Estado de Mexico
1480,"LATE CONSTRUCCIONES, SA DE CV",AV CALZADA INGENIEROS MILITARES 98 nan PERIODISTA MIGUEL HIDALGO 11220 CDMX
1481,POLIMEROS 2000 SA DE CV,JOSE MARIA MORELOS 60 nan GUADALUPE DEL MORAL IZTAPALAPA 9300 CDMX
1482,SALON DE FIESTAS SOCIALES CEREZO  SA DE CV,VALLE DEL CEREZO 92 nan VALLE DE ARAGON NEZAHUALCOYOTL 57100 Estado de Mexico
1483,"INSUMOS EXPRESS, SA DE CV",SUR 73 4421 nan VIADUCTO PIEDAD IZTACALCO 8200 CDMX
1484,DONG BU  SA DE CV,CARR MEXICO CUAUTLA KM 33 5 nan SECTOR SACROMONTE AMECAMECA 56900 Estado de Mexico
1485,"BODEGA REAL, SA DE CV",MATAMOROS 38 nan CENTRO CHALCO 56600 Estado de Mexico
1486,EXPENDIO DE POLLO VIVO PUENTE ROJO SA DE CV,KM 26 AUT MEX PUEBLA ZONA 9 MZ 57979 LT1 INDEPENDENCIA VALLE DE CHALCO SOLIDARIDAD 56617 Estado de Mexico
1487,AGRICOLA XALCO SA DE CV,MEXICO CUAUTLA SN nan LA BOMBA CHALCO 56600 Estado de Mexico
1488,REFACCIONARIA RELORO SA DE CV,AV CUAUHTEMOC MZ 4 LT 18 LA BOMBA CHALCO 56600 Estado de Mexico
1489,GRUPO LIDER SHIP  SA DE CV,ISIDRO FABELA 43A nan RES AYOTLA IXTAPALUCA 56555 Estado de Mexico
1490,DISTRIBUIDORA DE DULCES Y BOTANAS JOHE  SA DE CV,SAN SEBASTIAN 4 nan CHALCO CENTRO CHALCO 56600 Estado de Mexico
1491,AUTOMOTRIZ CASAMIL  SA DE CV,CUAUHTEMOC PONIENTE 7 nan SAN MIGUEL JACALONES CHALCO 56600 Estado de Mexico
1492,MULTISERVICIOS MECANICOS ELECTROINDUSTRIALES  SA DE CV,LOPEZ 153 DPTO 24 CENTRO AREA 1 CUAUHTEMOC 6000 CDMX
1493,DINAMICA EN PLASTICOS Y SERVICIOS  SA DE CV,CARR CUERNAVACA CUAUTLA KM 13#9 nan PROGRESO JIUTEPEC 62574 Morelos
1494,INSTALTECNIC  SA DE CV,ANAHUAC 21 nan EL PORVENIR JIUTEPEC 62577 Morelos
1495,"MANUFAC, INSTAL, Y CONSTRUCCIONES INDUSTDE MORELOS  SA DE CV",LAZARO CARDENAS 38 nan OTILIO MONTA#O CUERNAVACA 62386 Morelos
1496,HILOS Y MASTERS DE PP  SA DE CV,13 ESTE 642 LOTE 4 CIVAC JIUTEPEC 62578 Morelos
1497,TRANSPORTES ARGOR DEMORELOS  SA DE CV,MICHOACAN 48 nan ALVARO LEONEL YAUTEPEC 62735 Morelos
1498,ALMACENES LA VENCEDORA  SA DE CV,FRAY PEDRO DE GANTE 148 nan BELISARIO DOMINGUEZ TLALPAN 14080 CDMX
1499,DISTRIBUIDORA DE ALIMENTOS BALANCEADOS YFORRAJES  SA DE CV,CARRETERA FEDERAL LIBRE IGUALA#TAXCO KM 1  7 SN ######## CIUDAD IND DEL VALLE IGUALA DE LA INDEPENDENCIA 40025 Guerrero
1500,ELECTRONICA ATIZAPAN SA DE CV,BOULEVARD 142 SN ADOLFO LOPEZ MATEOS ATIZAPAN DE ZARAGOZA 52978 Estado de Mexico
1501,RIME FLUID SYSTEMS  SA DE CV,MAR DE LAS MOLUCAS 54 nan 2A SECCION FRACC LOMAS LINDAS ATIZAPAN DE ZARAGOZA 52947 Estado de Mexico
1502,ELECTRONICA ROMERO RUBIO  SA DE CV,AV 20 DE NOVIEMBRE 125 nan CUAUTITLAN CENTRO CUAUTITLAN 54800 Estado de Mexico
1503,METALES CABRERA DIAZ SA DE CV,HIDALGO 71 2 PISO COLTONGO AZCAPOTZALCO 2630 CDMX
1504,GRUPO INTEGRAL PEAPOBRE  SA DE CV,HACIENDA CHINAMECA 14 nan PLAN DE AYALA NAUCALPAN DE JUAREZ 53710 Estado de Mexico
1505,PROVEEDORA ALBERT ROS  SA DE CV,CERRADA SEGUNDA DE LAGO ATITLAN 3 nan ARGENTINA ANTIGUA MIGUEL HIDALGO 11270 CDMX
1506,TYCSO  SA DE CV,VEREDA 2 EDMUNDO OTILIO MONTANO 12 SN IZCALLI CHAMAPA NAUCALPAN DE JUAREZ 53689 Estado de Mexico
1507,SERVICIOS KEYSTONE MEXICO  SA DE CV,CLL MEZQUITES 1 nan JARDINES DE SAN MATEO NAUCALPAN DE JUAREZ 53240 Estado de Mexico
1508,GRUPO ESPECTACULAR 4C  SA DE CV,SUR 69 439 nan BANJIDAL IZTAPALAPA 9450 CDMX
1509,DISTRIBUIDORA INDUSTRIAL MEXICANA SA DE CV,LEBRIJA 151 nan CERRO DE LA ESTRELLA IZTAPALAPA 9860 CDMX
1510,"PROMATEC, SA DE CV",JOSE MA FACHA MZ 22 LT 8 SANTA MARTHA ACATITL IZTAPALAPA 9510 CDMX
1511,DIAPA VISION  SA DE CV,ANICETO ORTEGA 817 103 DEL VALLE BENITO JUAREZ 3100 CDMX
1512,GUANTES INDUSTRIALESARELLANO SA DE CV,CAMPO XICOTENCATL 3 nan REYNOSA TAMAULIPAS AZCAPOTZALCO 2200 CDMX
1513,MULTILUZ  SA DE CV,ACONCAGUA 10 6 LOMAS DE OCCIPACO NAUCALPAN 53247 Estado de Mexico
1514,LABORATORIO TECNICO EPS  SA DE CV,CALZ ARMAS NORTE 80 nan SN JOSE PUENTE DE VIGAS TLALNEPANTLA 54090 Estado de Mexico
1515,CORDONES Y AGUJETAS LAGO  SA DE CV,PAPAGAYO 25 nan LAGO DE GUADALUPE CUAUTITLAN IZCALLI 54760 Estado de Mexico
1516,IMPORTACIONES Y EXPORTACIONES SAN ANDRES  SA DE CV,NORTE 3A 4473 P1 D2A DEFENSORES DE LA REP GUSTAVO A MADERO 7780 CDMX
1517,IQA INGENIERIA QUIMICA APLICADA  SA DE CV,RIO SUCHIATE MZ 59 LT 3 PRADOS DE IXTACALA I ATIZAPAN DE ZARAGOZA 52928 Estado de Mexico
1518,TRENZADOS JAPONESES  SA DE CV,CALLE 20 DE NOVIEMBRE S#N nan LAZARO CARDENAS METEPEC 52148 Estado de Mexico
1519,JAVA SYSTEMS DE MEXICO SA DE CV,PARIS 148 nan JARDINES BELLAVISTA TLALNEPANTLA DE BAZ 54054 Estado de Mexico
1520,SONELI INTERNATIONALS DE RL DE CV,ADOLFO RUIZ CORTINEZ MANZANA1 LOTE 8 LOMAS DE ATIZAPAN 2DA SECCION ATIZAPAN DE ZARAGOZA 52977 Estado de Mexico
1521,OPTO-ACUSTICA S DE RL DE CV,AV ADOLFO LOPEZ MATEOS 8C LOCAL 2 SAN CRISTOBAL CENTRO ECATEPEC DE MORELOS 55000 Estado de Mexico
1522,NAHUSA COLITION PARTS  SA DE CV,AV LAZARO CARDENAS LOPEZ 239 nan DOCTORES CUAUHTEMOC 6720 CDMX
1523,AIRE ESPECIAL Y EQUIPOS ELECTRO MECANICOS  SA DE CV,SAN ALEJANDRO MZ 669 LT2 PEDREGAL DE SANTA UR COYOACAN 4600 CDMX
1524,"SERPOKA, SA DE CV",CAFETAL 502 nan GRANJAS MEXICO IZTACALCO 8400 CDMX
1525,MOTOS EJE CENTRAL SA DE CV,EJE CENTRAL LAZARO CARDENAS 802 nan NI#OS HEROES BENITO JUAREZ 3440 CDMX
1526,"PIZARRONES MONARCH,  SA DE CV",CORREGIDORA 115 LETRA C MIGUEL HIDALGO TLALPAN 14260 CDMX
1527,"M. POWER MEXICANA,  SA DE CV",ESFUERZO 4 nan SANTA URSULA COAPA COYOACAN 4650 CDMX
1528,ORGANIZACION TECNICADEL CONOCIMIENTO  SA DE CV,ANICETO ORTEGA 817 PIS PBD DEL VALLE BENITO JUAREZ 3100 CDMX
1529,MOTOCENTRO PERISUR  SA DE CV,BOULEVARD ANILLO PERIFERICO 5535 nan CANTERA PUENTE DE PI TLALPAN 14040 CDMX
1530,JAVAMANTIS  SA DE CV,AV POPOCATEPETL 362 104 GENERAL PEDRO MARIA BENITO JUAREZ 3340 CDMX
1531,KIGIOKA  SA DE CV,EMILIANO ZAPATA 2 nan LA CEBADA SAN LORENZO TEPEPAN XOCHIMILCO 16010 CDMX
1532,WINTER WEB INTERNET AND NETWORK TEC FOR ENT RESOURCES SA CV,SALAVERRY 874 100 LINDAVISTA NORTE GUSTAVO A MADERO 7300 CDMX
1533,"ALUCENTRO, SA DE CV",DIVISION DEL NORTE 2639 nan DEL CARMEN COYOACAN 4100 CDMX
1534,TECNOLOGIA Y SERVICIOS DE ENERGIA  SA DE CV,E PALLARES Y PORTILLO 215 B 8 PARQUE SAN ANDRES COYOACAN 4040 CDMX
1535,CRONIMEX SA CV,MARTIRES IRLANDESES 144 nan CHURUBUSCO COYOACAN 4120 CDMX
1536,XTREM LINE DISTRIBUCIONES  SA DE CV,CAMINO DE LA MONTANA 178 BODG 202 LA PERLA NAUCALPAN 53340 Estado de Mexico
1537,AGREGADOS TRANSMISION DE POTENCIA  SA DE CV,RINCO DE LA HACIENDA 20 nan BOSQUE RESIDENCIAL D XOCHIMILCO 16010 CDMX
1538,SERTEL Y TECNOLOGIA AVANZADA  SA DE CV,AV REVOLUCION 779 6 NONOALCO BENITO JUAREZ 3700 CDMX
