,nombre,direccion
36,MATERIALES Y PERFILES BONILLA  SA DE CV,MANUEL AVILA CAMACHO 1256 nan BO DE GUADALUPE LIBRES 73780 Puebla
37,SISTEMAS CBS COMUNICACION A DISTANCIA SA DE CV,3 ORIENTE 211 nan ZARAGOZA ZARAGOZA 73700 Puebla
38,HOTEL CHAMPLITTE  SA DE CV,RIBERA DEL RIO 53 nan SAN RAFAEL SAN RAFAEL 93620 Veracruz
39,FARMACIA VETERINARIAEL BRAMADERO  SA DE CV,AVILA CAMACHO SN nan CENTRO MISANTLA 93821 Veracruz
40,HOTEL DON PABLO  SA DE CV,AV 5 DE MAYO 202 nan MISANTLA CENTRO MISANTLA 93820 Veracruz
41,PRODUTEC DE QUERETARO  SA DE CV,EJERCITO REPUBLICANO 119 2 PB CARRETAS SANTIAGO DE QUERETARO 76050 Queretaro
42,SERVICIOS ESCACIA QRO  SA DE CV,BELISARIO DOMINGUEZ 2 1 CS BLANCA QUERETARO 76030 Queretaro
43,INMOBILIARIA LOUREIRO  SA DE CV,CALZ COLON 21 nan CENTRO QUERETARO 76000 Queretaro
44,AUPROMAQ DE QUERETARO  SA DE CV,FRAY JUAN DE TORQUEMADA 105 nan QUINTAS DEL MARQUES QUERETARO 76047 Queretaro
45,ABARROTES Y SEMILLASEL CORAZON DE UNA D AMA  SA DE CV,1 DE MAYO 312 nan TULANCINGO CENTRO TULANCINGO DE BRAVO 43600 Hidalgo
46,INDUSTRIAL URBANIZADORA DEL BAJIO  SA DE CV,BOULEVARD BERNARDO QUINTANA 9720 nan CENTRO SUR QUERETARO 76090 Queretaro
47,"INSTVAL DE MEXICO, SA DE CV",BENIGNO BUSTAMANTE 25 nan VILLAS DEL SUR QUERETARO 76040 Queretaro
48,PETRO TECHNOLOGY SA DE CV,HACIENDA BUENAVISTA 310 nan JARDINES DE LA HACIENDA QUERETARO 76180 Queretaro
49,GRUPO CONSTRUCTOR SANTIAGO  SA DE CV,5 DE FEBRERO 1316 B FELIPE CARRILLO PUERTO QUERETARO 76138 Queretaro
50,TABLEROS Y CONTROLESDE QUERETARO  SA DE CV,HACIENDA GALINDO 102 A JARDINES DE LA HACIE QUERETARO 76180 Queretaro
51,FUSILED  SA DE CV,AV  5 DE FEBRERO 505 13 LA CAPILLA QUERETARO 76170 Queretaro
52,ALIMENTOS SELECTOS DE QUERETARO  SA DE CV,LAGO DE GUADALUPE 132 nan DESARROLLO SAN PABLO QUERETARO 76125 Queretaro
53,FERREHERRAMIENTAS SA DE CV,AV TECNOLOGICO NTE 148 28 EL RETABLO QUERETARO 76154 Queretaro
54,"RAIGO, SA DE CV",AMATISTA 8 nan SANTA CATARINA QUERETARO 76157 Queretaro
55,RECICLAJE PROFESIONAL DE MEXICO  SA DE CV,DR FELIPE NU#EZ LARA 100 56 SANTA MONICA QUERETARO 76138 Queretaro
56,TECNICA EN MAQUINADOS DE QUERETARO SA DE CV,GERMAN PATINO 43 nan ARAGON SANTIAGO DE QUERETARO 76040 Queretaro
57,CONSTRUCTORA ECHARI  SA DE CV,M HERRERA 40 nan SAN JAVIER QUERETARO 76020 Queretaro
58,SEMAPHOROS SOFTWARE S DE RL DE CV,ROBLES 429 nan JURICA QUERETARO 76100 Queretaro
59,MAQUINARIA Y TECNICOS S DE RL DE CV,CARRETERA FEDERAL 500 40061 1 PUERTO DE AGUIRRE QUERETARO 76220 Queretaro
60,BUENA MENTE  SA DE CV,REAL DEL MONTE 22 nan VISTA REAL CORREGIDORA 76900 Queretaro
61,SERVICIOS DE LOGISTICA TAZ  SA DE CV,PUENTE 28 nan EL PUEBLITO #VILLA C CORREGIDORA 76900 Queretaro
62,OBRADOR ARREOLA  SA DE CV,ARTICULO 123 97 nan CS BLANCA SANTIAGO DE QUERETARO 76030 Queretaro
63,BIOCHEM SYSTEMS  SA DE CV,CARR A CHICHIMEQUILLAS 8001 nan SAN JOSE EL ALTO QUERETARO 76147 Queretaro
64,GAMA SERVICIOS DE MEXICO  SA DE CV,SAN LUIS POTOSI 14 nan HIDALGO 1A QUERETARO 76057 Queretaro
65,NDI.COM.MX  SA DE CV,PRIVADA CARRIZAL 4 nan EL CARRIZAL QUERETARO 76030 Queretaro
66,MERCANTIL TITANIO S DE RL DE CV,WENCESLAO DE LA BARQUERA 4 nan CIMATARIO QUERETARO 76030 Queretaro
67,INTEGRADORA DE MOBILIARIO  SA DE CV,C LOMA DE SAN GREMAL 108 66 Y 67 OTRA NO ESPECIFICADA EN EL CAT QUERETARO 76137 Queretaro
68,EXA CONTRATISTAS  SA DE CV,RUFINO TAMAYO 13 nan PUEBLO NUEVO CORREGIDORA 76900 Queretaro
69,CERTIS METRIA SA DE CV,AVENIDA INDUSTRIA MODERNA 2001 BODEGA38 OTRA NO ESPECIFICADA EL MARQUES 76240 Queretaro
70,GRUPO OFTALMOLOGICO VISION  SA DE CV,CTO ALAMOS 62 nan ALAMOS 2A SECCION QUERETARO 76160 Queretaro
71,CONSTRUCTORA GARFIASAMEALCO  SA DE CV,SIN NOMBRE SN nan EL APARTADERO AMEALCO DE BONFIL 76890 Queretaro
72,"CLINICA CARRANZA, SA DE CV",AV VENUSTIANO CARRANZA 366 nan ITALIA OTHON P BLANCO 77035 Quintana Roo
73,AUTOPLAZA DE LLANTAS SA DE CV,AV ALVARO OBREGON 404 nan CHETUMAL CENTRO OTHON P BLANCO 77000 Quintana Roo
74,EMPRESAS QUITO SA DE CV,SERGIO BUTRON CASAS MNA 113 LT18 SN nan ANDRES QUINTANA ROO OTHON P BLANCO 77013 Quintana Roo
75,XCALAK CHINCHORRO DIVING  SA DE CV,PROLONGACION LEONA VICARIO MNA03 L07 CENTRO BACALAR 77940 Quintana Roo
76,MADERAS DE LA ZONA MAYA DE QUINTANA ROO  SA DE CV,DOM CONOCIDO XHAZIL SUR CS EJIDAL FRENTE AL PARQ SN nan X HAZIL FELIPE CARRILLO PUERTO 77106 Quintana Roo
77,"AUTOSEL, SA DE CV",AV COBA POR ACAPULCO EDIF CUMBRES 1 D 104B SM 31 BENITO JUAREZ 77508 Quintana Roo
78,CONCEPTOS ALTERNATIVOS  SA DE CV,BONAMPAK MZA 1 PLAZA MALECON AMERICAS LT 1 LOC 104 SUPERMANZANA 6A BENITO JUAREZ 77503 Quintana Roo
79,CENTRAL HIDRAULICA DEL CARIBE SA DE CV,AV PALENQUE MZA 8 LTE 66 nan SM 62 BENITO JUAREZ 77513 Quintana Roo
80,LA AUTENTICA CHIQUITA DEL CARIBE EL CEJAS  SA DE CV,INT MERCADO ART 115 CONSTITUCION LOC 90#92 94#96#98 100 SUPERMANZANA 28 BENITO JUAREZ 77509 Quintana Roo
81,OPERADORA CHIVO DE ORO  SA DE CV,YAXCHILAN MZA 23 LTE 53 Y 55 1 B SMZA 22 BENITO JUAREZ 77500 Quintana Roo
82,NKB HOLDING  SA DE CV,CALLE 29 MZA 37 18 nan SM 63 BENITO JUAREZ 77513 Quintana Roo
83,PERFORMANCE CENTRO AUTOMOTRIZ  SA DE CV,AV CHICHEN ITZA MZ 6 LT 1 337 SMZA 62 CANCUN BENITO JUAREZ 77513 Quintana Roo
84,ORGANIVENT S DE RL DE CV,COCODRILO 379 MANZANA 23 LOTE 13 nan SUPERMANZANA 51 BENITO JUAREZ 77533 Quintana Roo
85,REMA DESARROLLADORA INMOBILIARIA SA DE CV,RET ALCATRACES MZ 10 L 44 NUM 23 nan SM 22 BENITO JUAREZ 77500 Quintana Roo
86,POLLOS CANCUN  SA DE CV,YIBA MZA 40 LOTE 16 nan SM  59 BENITO JUAREZ 77515 Quintana Roo
87,E E E COMPYTEL SA DE CV,CALLE 53 SUR MZA 332 LOT 6 ENTRE OLMO Y DIAGONAL65 SN nan EL TIGRILLO SOLIDARIDAD 77710 Quintana Roo
88,SIMILAB  SA DE CV,CALLE CIELO MZA 6 NUM 3 LOTE 18 nan SM 4 BENITO JUAREZ 77500 Quintana Roo
89,MAQTE  SA DE CV,M 143 D 302 T L C 12 AV 40 Y 45 NTE 302 nan GONZALO GUERRERO SOLIDARIDAD 77710 Quintana Roo
90,NINKASI S DE RL DE CV,AVENIDA SOLIDARIDAD MZA 24 LT5 115 28 DE JULIO SOLIDARIDAD 77710 Quintana Roo
91,CENTRO INTEGRAL DE IDIOMAS  SA DE CV,AV BENITO JUAREZ 2005 M SUB M ESTRELLA DE ORIENTE SAN LUIS POTOSI 78396 San Luis Potosi
92,3 F PAPELES Y TINTAS SA DE CV,BLVD MANUEL GOMEZ MORIN 700 nan LA LOMA SAN LUIS POTOSI 78215 San Luis Potosi
93,VINICOLA DEL ALTIPLANO SA DE CV,LEON GARCIA 921 nan SAN MIGUELITO SAN LUIS POTOSI 78339 San Luis Potosi
94,SUPER SERVICIO ZARATE  SA DE CV,ANILLO PERIFERICO ORIENTE KM 21 800 7600 nan LA RIVERA SOLEDAD DE GRACIANO SANCHEZ 78430 San Luis Potosi
95,TRANSPORTES MECANICANAZI  SA DE CV,CARR A MATEHUALA KM 1#5 nan POPULAR SAN LUIS POTOSI 78300 San Luis Potosi
96,REPRESENTACIONES Y GASES CUPER SA DE CV,CARRETERA SAN LUIS MATEHUALA 115 nan FRACC MANUEL JOSE OT SAN LUIS POTOSI 78310 San Luis Potosi
97,SOLDMEX DEL CENTRO  SA DE CV,INDUSTRIAS 3860 C ESPANOL SAN LUIS POTOSI 78390 San Luis Potosi
98,DILODELA  SA DE CV,SALVADOR NAVA MARTINEZ 70 nan EL PASEO SAN LUIS POTOSI 78320 San Luis Potosi
99,CONSTRUCTORA Y COMERCIALIZADORA KAMIXO  SA DE CV,JOSE DE GALVEZ 730 nan RICARDO B ANAYA SAN LUIS POTOSI 78390 San Luis Potosi
100,COMERCIAL EMAGRI  SA DE CV,EJE 114 101 nan ZONA INDUSTRIAL SAN LUIS POTOSI 78395 San Luis Potosi
101,"AM INDUSTRIAL, SA DE CV",AGUAMARINA 1840 A VALLE DORADO SAN LUIS POTOSI 78399 San Luis Potosi
102,AUTO VENTAS DEL PARQUE  SA DE CV,AMADO NERVO 2006 nan POLANCO SAN LUIS POTOSI 78200 San Luis Potosi
103,QUITAPESARES  SA DE CV,CORDILLERA DE LOS HIMALAYA 888 A LOMAS SECCION 4TA SAN LUIS POTOSI 78216 San Luis Potosi
104,PARTYLAND DE SAN LUIS  SA DE CV,PZA TANGAMANGA H9 Y 10 nan TANGAMANGA SAN LUIS POTOSI 78260 San Luis Potosi
105,ABARROTES Y COMERCIALIZADORA CEIHA  SA DE CV,ZARAGOZA 106 nan VENADO VENADO 78920 San Luis Potosi
106,CHEVES Y CHESCOS DELALTIPLANO  SA DE CV,MARIANO JIMENEZ 100 nan BARRIO DE SAN CAYETA VENADO 78920 San Luis Potosi
107,DEPORTES Y UNIFORMES EL SIGLO  SA DE CV,AV EJERCITO MEXICANO 2010 nan INSURGENTES MAZATLAN 82018 Sinaloa
108,COMUNICACIONES DIGITALES DEL PACIFICO SA DE CV,JUAN CARRASCO Y GRAL# PESQUEIRA SN LOCAL 4 LOMAS DEL MAR MAZATLAN 82010 Sinaloa
109,SUMINISTROS Y REPRESENTACIONES DEL PACIFICO  SA DE CV,RIO YAQUI 219 A BRISAS DEL MAR MAZATLAN 82016 Sinaloa
110,TRANSPORTES TURISTICOS KING  SA DE CV,RIO YAQUI 253 nan BRISAS DEL MAR MAZATLAN 82016 Sinaloa
111,FERRETERIA LA FUENTE SA DE CV,BLV AGUSTIN DE VILDOSOLA 177 nan VILLA DE SERIS HERMOSILLO 83280 Sonora
112,SERVICIOS Y DISTRIBUCIONES DEL SOL SA DE CV,CUERNAVACA 62 nan SAN BENITO HERMOSILLO 83190 Sonora
113,ALUMINIOS DEL PACIFICO  SA DE CV,JOSE OBREGON 4 A CHOYAL HERMOSILLO 83130 Sonora
114,"PAPELERIA DANY, SA DE CV",PINO SUAREZ SUR 171 nan HERMOSILLO CENTRO HERMOSILLO 83000 Sonora
115,PRODUCTOS BIOLOGICOSINTERNACIONALES  SA DE CV,BLVD GARCIA MORALES 248 nan EL LLANO HERMOSILLO 83210 Sonora
116,DELPASE  SA DE CV,BLVD MORELOS 245 26 Y 27 LOMA LINDA HERMOSILLO 83150 Sonora
117,PROVEEDORA DE LABORATORIOS DEL NOROESTE  SA DE CV,PRIV QUINTA DE MONTEVERDE 276 nan REFORMA NTE HERMOSILLO 83139 Sonora
118,"FARMACIA DEL COBRE, SA DE CV",CALLE 3A ESTE Y CJN MORELOS SN nan CANANEA CENTRO CANANEA 84620 Sonora
119,INMOBILIARIA JR DE SONORA  SA DE CV,29 PUNTA DE LASTRE SN nan GUAYMAS CENTRO GUAYMAS 85400 Sonora
120,DISTRIBUIDORA 66 DE GUAYMAS SA DE CV,AGUSTIN G LOPEZ 2 nan CENTRO GUAYMAS 85400 Sonora
121,PARQUE INDUSTRIAL DABDOUB CHAVEZ  SA DE CV,AVE OBREGON 1595 nan MODERNA NOGALES 84055 Sonora
122,NAVES INDUSTRIALES DE NOGALES SA DE CV,AV OBREGON 1595 nan NOGALES CENTRO NOGALES 84000 Sonora
123,MANTENIMIENTO INDUSTRIAL LA CASCADA  SA DE CV,ALVARO OBREGON 189 SIN NUME CENTRO CANANEA CANANEA 84620 Sonora
124,TECNOCRETO DE EMPALME  SA DE CV,HIDALGO 1010 SN JUAREZ EMPALME 85338 Sonora
125,ACEROS DE NACOZARI  SA DE CV,LUIS DONALDO COLOSIO FINAL SN nan NACOZARI DE GARCIA NACOZARI DE GARCIA 84340 Sonora
126,INSTRUMENTACION ELECTROMECANICA Y PERIFERICOS  SA DE CV,FRANCISCO VILLA 325 nan NUEVO PROGRESO CARDENAS 86529 Tabasco
127,POLLOS POMOCA  SA DE CV,VILLAHERMOSA A NACAJUCA KM#2#8 nan CORRALILLO NACAJUCA NACAJUCA 86220 Tabasco
128,SERVICIOS INTEGRALESHEGUL  SA DE CV,CIRCUNVALACION POCHITOQUE MZA 5 LT 2 FRACC LA ISLA CENTRO 86126 Tabasco
129,ABASTECEDORA DE MADERAS Y MATERIALES EL CIPRES SA DE CV,PASEO DE LA SIERRA 404 nan REFORMA CENTRO 86080 Tabasco
130,CHEVNISS INTERNATIONAL  SA DE CV,PSO USUMACINTA 914 nan LINDAVISTA CENTRO 86050 Tabasco
131,CONSULTORIA Y DISE S ESPECIALES GENESIS  SA DE CV,PERIFERICO CARLOS PELLICER  CAMARA 1500 EDIF B2 DEPTO 1 JARDINES DEL SUR CENTRO 86150 Tabasco
132,TRANSPORTES CORRAL MAYNEZ  SA DE CV,NIQUEL 101 nan CD INDUSTRIAL CENTRO 86010 Tabasco
133,CEVFYME  SA DE CV,CARRETERA MUNICIPAL VILLAHERMOSA BOSQUE DE SALOYA KM1 nan EMILIANO ZAPATA CENTRO 86280 Tabasco
134,RODCOLL SERVICIOS INTEGRALES  SA DE CV,GREGORIO MENDEZ ED 01 DPTO 301 SN nan PALMITAS ATASTA CENTRO 86139 Tabasco
135,EL PUENTE MATERIALESY CONSTRUCCIONES  SA DE CV,VILLAHERMOSA A REFORMA 185 nan RIO VIEJO 1 A SECC CENTRO 86127 Tabasco
136,COLOR BLANCO Y NEGRO SA DE CV,PROL 27 DE FEB 2991 LOCAL 1 TABASCO 2000 CENTRO 86035 Tabasco
137,CONSTRUCCIONES GARZA SA DE CV,PROL JUAREZ SUR SN nan SANTA AMALIA COMALCALCO 86370 Tabasco
138,VENTANAS Y ACABADOS EXCLUSIVOS  SA DE CV,CARLOS PELLICER CAMARA 204 108 TABASCO 2000 CENTRO 86035 Tabasco
139,R P EDIFICACION Y CONSTRUCCION  SA DE CV,CALLE GENERAL IGNACIO ZARAGOZA 939 nan CENTRO CENTRO 86000 Tabasco
140,JR ESTETICA AUTOMOTRIZ  SA DE CV,AVENIDA PERIFERICO CARLOS PELLICER CAMARA SN nan PRIMERO DE MAYO CENTRO 86190 Tabasco
141,VIDRIOS Y ALUMINIO DEL SURESTE  SA DE CV,CALLE LEON ALEJO TORRE SN nan CENTRO MACUSPANA 86700 Tabasco
142,PROVEEDORA DE BIENESY SERVICIOS ALPE  SA DE CV,2 DE ABRIL 705 A nan CENTRO PARAISO 86600 Tabasco
143,ELECTRICA CUNDUACAN  SA DE CV,RAMON MENDOZA 7 BIS CUNDUACAN CENTRO CUNDUACAN 86690 Tabasco
144,GOMSA RECUBRIMIENTOS SA DE CV,AVENIDA PERIFERICO SN nan CUNDUACAN CENTRO CUNDUACAN 86690 Tabasco
145,INFORMATICA AVANZADADEL GOLFO  SA DE CV,PISCIS 323 nan LUIS ECHEVERRIA ALVAREZ TAMPICO 89366 Tamaulipas
146,TRANSPORTES PUENTE HERMANOS SA DE CV,CIRCUITO MAR DE KARA 201 nan FRACCIONAMIENTO CORR ALTAMIRA 89603 Tamaulipas
147,FINE SHOES SHOP  SA DE CV,PROL AVE HIDALGO SN LOCAL A4 EL NARANJAL TAMPICO 89349 Tamaulipas
148,METELMEX DEL GOLFO  SA DE CV,REVOLUCION HUMANISTA 75 nan ALTAMIRA CENTRO ALTAMIRA 89600 Tamaulipas
149,CONSTRUCCIONES REFRACTARIO Y RECUBRIMIENTO SA DE CV,GUADALUPE VICTORIA 304 nan HIPODROMO CIUDAD MADERO 89560 Tamaulipas
150,AUTOMATIZACION Y DISENO DE TAMPICO SA DE CV,ESMERALDA  FRACC DIAMANTE 118 nan LUIS ECHEVERRIA ALVA TAMPICO 89366 Tamaulipas
151,FORTIA TECHNOLOGY SA DE CV,HIDALGO 108 nan MEXICO TAMPICO 89348 Tamaulipas
152,MOTORES Y TRACTORES DEL NORTE  SA DE CV,CARR TAMPICO MANTE 2005 nan COL DEL BOSQUE TAMPICO 89318 Tamaulipas
153,CONTROL DE FLUIDOS INDUSTRIALES SA DE CV,MANUEL D TORRES 200 A MANUEL R DIAZ CIUDAD MADERO 89515 Tamaulipas
154,OIRACEL  SA DE CV,PROL 1RO DE MAYO PTE 1806 nan LOMA DEL GALLO CIUDAD MADERO 89460 Tamaulipas
155,CENTRO HOGAR DE TAMPICO  SA DE CV,ALTAMIRA OTE 427 nan CENTRO TAMPICO 89000 Tamaulipas
156,MEDICAL DEPOT  SA DE CV,CIRC CANCUN 100 A FRACTO LA FLORIDA TAMPICO 89118 Tamaulipas
157,PROVEEDORA INDUSTRIAL MR  SA DE CV,BOULEVARD EMILIO PORTES GIL 1309 nan TAMAULIPAS TAMPICO 89060 Tamaulipas
158,INGENIEROS Y ARQUITECTOS BUJANOS RODRIGUEZ SA DE CV,PROLONGACION PRIMERO DE MAYO PTE 1730 B LOMA DEL GALLO CIUDAD MADERO 89460 Tamaulipas
159,TABIQUERA OCOTLAN SA DE CV,JUAREZ 10 nan OCOTLAN INFONAVIT TLAXCALA 90050 Tlaxcala
160,TENNIS PLANET  SA DE CV,CARRET FEDERAL OCOTLAN TLAXCALA SN L 51Y52 CUARTO SE#ORIO TLAXCALA 90014 Tlaxcala
161,CONSTRUCCIONES ELECTRICAS ADRIBAL  SA DE CV,FRANCISCO SARABIA 2304 4 DEL CARMEN APIZACO 90338 Tlaxcala
162,COMERCIALIZADORA MADASAS  SA DE CV,20 DE NOVIEMBRE 17 nan TLAXCALA CENTRO TLAXCALA 90000 Tlaxcala
163,PROYECT Y CONSTRUCC METALMECANICA INDUST Y DE SERV  SA DE CV,FRANCISCO I MADERO 2107 nan DEL CARMEN APIZACO 90338 Tlaxcala
164,BARRITRANSPORTE  SA DE CV,5 DE MAYO 84 nan ACOPINALCO DEL PE#ON TLAXCO 90255 Tlaxcala
165,CONSTRUCTORA GUEPOR  SA DE CV,JOSEFA ORTIZ DE DOMINGUEZ 12 nan TOLTEMPAN CHIGNAHUAPAN 73300 Puebla
166,OPTICA MUNDIAL DE VERACRUZ SA DE CV,5 DE MAYO 1235 nan VERACRUZ CENTRO VERACRUZ 91700 Veracruz
167,GRUPO INTEGRAL DE AIRE ACONDICIONADO Y REFRIGERACION SA CV,HERNAN CORTES 1152 C VERACRUZ CENTRO VERACRUZ 91700 Veracruz
168,"P. M. Y L., SA DE CV",AV XICOTENCATL 289 nan FAROS VERACRUZ 91709 Veracruz
169,JALMEDIK  SA DE CV,SAN JORGE MZ 664 LT 5 PEDREGAL DE STA URSU COYOACAN 4600 CDMX
170,"ELKON, SA DE CV",AVENIDA 19 264 nan FERNANDO GUTIERREZ B BOCA DEL RIO 94297 Veracruz
171,NATURY  SA DE CV,PAPAYA 58 nan R DIAZ SERDAN VERACRUZ 91963 Veracruz
172,QUIMICOS Y ALBERCAS DEL PUERTO SA DE CV,VIA MUERTA 126 nan SAN JOSE EL MORRO BOCA DEL RIO 94290 Veracruz
173,SUPER SOUND DE VERACRUZ  SA DE CV,TIBURON 940 1 ER PIS COSTA DE ORO 1A SECC BOCA DEL RIO 94299 Veracruz
174,"GRUPO SAYTEL, SA DE CV",CALLE JUPITER 208 nan NUEVA ERA BOCA DEL RIO 94295 Veracruz
175,SISTEMAS AVANZADOS LASER Y GPS  SA DE CV,BOULEVARD SOLIDARIDAD 13243 nan LA PRADERA IRAPUATO 36630 Guanajuato
176,LENY COELLO Y ASOCI ADOS  SA DE CV,BLVRD RUIZ CORTINES 3510 nan COSTA DE ORO BOCA DEL RIO 94299 Veracruz
177,COMERCIALIZADORA MEDICA GAMA  SA DE CV,CALLE ARENQUE 290 nan COSTA DE ORO BOCA DEL RIO 94299 Veracruz
178,PROCESOS Y CULTIVOS MARINOS  SA DE CV,CARR ENSENADA A TECATE KM104 SN nan EL SAUZAL ENSENADA 22760 Baja California
179,ORIENTAL INTERNACIONAL TRADING  SA DE CV,AVENIDA MANUEL AVILA CAMACHO 198 nan CENTRO XALAPA 91000 Veracruz
180,GRUPO BARCENAS TEJEDOR  SA DE CV,HIDALGO 15 nan CENTRO COATEPEC 91603 Veracruz
181,NETVER  SA DE CV,PRIVADA DE JUAREZ 29 nan CENTRO BANDERILLA 91300 Veracruz
182,INTEGRA TECNOLOGIA GRAFICA  SA DE CV,CARRETERA COATEPEC # XICO KM 08 nan LA MATA COATEPEC 91500 Veracruz
183,DISTRIBUIDORA MARAVILLA SA DE CV,CIUDAD  VICTORIA 100 nan PROGRESO MACUILTEPETL NORTE XALAPA 91130 Veracruz
184,DISTRIBUIDORA INTERNACIONAL DE EQUIPOS DG  SA DE CV,ALTAMIRANO 110 nan XALAPA ENRIQUEZ CENTRO XALAPA 91000 Veracruz
