,nombre,direccion
875,COMPAIA MINERA CONDOR  SA DE CV,CARRET A LA COLORADA 290 nan PARQUE INDUSTRIAL HERMOSILLO 83299 Sonora
876,ASISTENCIA TECNICA DE GRANOS  SA DE CV,PERIFERICO PONIENTE 1360 20 VADO DEL RIO HERMOSILLO 83280 Sonora
877,CLINICA HOSPITAL SANJOSE DE NAVOJOA  SA DE CV,BLVD SOSA CHAVEZ PONIENTE 302 nan JUAREZ NAVOJOA 85870 Sonora
878,BLANCOS FAGAR DEL PACIFICO  SA DE CV,GABRIEL LEYVA SOLANO 266 6 MIGUEL ALEMAN CULIACAN 80200 Sinaloa
879,ARCSA  SA DE CV,JUAN DE DIOS PEZA 117 nan CUAUHTEMOC PACHUCA DE SOTO 42020 Hidalgo
880,INTEGRA DE VICTORIA  SA DE CV,SONORA 621 nan SAN JOSE VICTORIA 87040 Tamaulipas
881,"OPTICA TAMPICO, SA DE CV",ADUANA SUR 110 nan CENTRO TAMPICO 89000 Tamaulipas
882,RAYMER CONSTRUCCIONES  SA DE CV,CARRETERA A LA ISLA KM 12 5 nan BUENA VISTA 1ERA SECC CENTRO 86280 Tabasco
883,HI LEN S DE RL DE CV,RIO BALSAS 1319 A QUINTA VELARDE GUADALAJARA 44430 Jalisco
884,FORROS Y TACONES RAMIREZ  SA DE CV,ING TELLO 90 nan LOS ALTOS SAN PEDRO TLAQUEPAQUE 45520 Jalisco
885,JAL TEC  SA DE CV,JOSE GUADALUPE ZUNO 2179 8 AMERICANA GUADALAJARA 44160 Jalisco
886,FACTURASI 2011 SA DE CV,JOSE GUADALUPE MONTENEGRO 2361 1 BARRERA GUADALAJARA 44150 Jalisco
887,SERGO EQUIPOS Y HERRAMIENTAS  SA DE CV,PRIVADA TECOLOTE 33 nan JARDINES DE SANTA MA SAN PEDRO TLAQUEPAQUE 45606 Jalisco
888,LYON FASHION  SA DE CV,DOCTOR R MICHEL 3328 nan ALAMO INDUSTRIAL SAN PEDRO TLAQUEPAQUE 45560 Jalisco
889,ODISEUS  SA DE CV,TORMENTA 585 nan JARDINES DEL BOSQUE NORTE GUADALAJARA 44520 Jalisco
890,CREACIONES SEAN  SA DE CV,CALLE 12 A 2013 FERROCARRIL GUADALAJARA 44440 Jalisco
891,"SEPROAL, SA DE CV",STA TERESA 267 A STA MARGARITA ZAPOPAN 45140 Jalisco
892,SERVICIO LOS AGAVES  SA DE CV,AV INDEPENDENCIA 489 nan ATOTONILCO EL ALTO ATOTONILCO EL ALTO 47750 Jalisco
893,PARABRISAS Y CRISTALES DE ZAMORA  SA DE CV,MARTINEZ DE NAVARRETE 16 C nan CENTRO UNO ZAMORA 59600 Michoacan
894,GRUPO ARQCAT  SA DE CV,ALLENDE 50 nan ZAPOTILTIC CENTRO ZAPOTILTIC 49600 Jalisco
895,AGILESA DE OCCIDENTE SA DE CV,CONSTITUCION 227 nan COLIMA CENTRO COLIMA 28000 Colima
896,YATES DE PESCA DEPORTIVA  SA DE CV,MASTIL 2 1 MARINA VALLARTA PUERTO VALLARTA 48333 Jalisco
897,COMPLEJO ALIMENTARIOEMPRESARIAL SANTOL  SA DE CV,JOSEFA ORTIZ DE DOMINGUEZ 147 B SAN DIEGO XOCHIMILCO 16080 CDMX
898,ALMACENES FERRETEROSREGIOMONTANOS  SA DE CV,DIEGO DIAZ DE BERLANGA 1107 nan JARDINES DE ANAHUAC SAN NICOLAS DE LOS GARZA 66463 Nuevo Leon
899,SPACENET COMMUNICATIONS SERVICES DE MEXICO  SA DE CV,AV MEXICO 803 PISO 2 SANTA TERESA LA MAGDALENA CONTRERAS 10710 CDMX
900,CONSULTORIA INTEGRALCORPORATIVA PRO  SA DE CV,LOUISIANA 58 nan NAPOLES BENITO JUAREZ 3810 CDMX
901,AG INNOVACIONES DE MEXICO  SA DE CV,CAMINO A LA HUERTA 613 B LA CALERA MORELIA 58195 Michoacan
902,GASTRONOMICA SAN GABRIEL  SA DE CV,BLVD DE LAS NACIONES MZA 44 LT 16 COL LA ZANJA ACAPULCO DE JUAREZ 39906 Guerrero
903,PRODUCTOS NEZA SA DE CV,MONTE ALTO MZ 7 LT 21 23 IZCALLI NEZAHUALCOYO NEZAHUALCOYOTL 57810 Estado de Mexico
904,COMGRASEM DEL TAMESI  SA DE CV,CARRETERA TAMPICO MANTE KM 53 nan ESTACION CUAHUTEMOC ALTAMIRA 89610 Tamaulipas
905,BIENES RAICES 108 SA DE CV,URBINA 39 ######## NAUCALPAN NAUCALPAN DE JUAREZ 53489 Estado de Mexico
906,CORTINAS Y SERVICIOSINTEGRALES CHAVEZ S PECIAL  SA DE CV,CLL TULIPANES 6162 A A BUGAMBILIAS PUEBLA 72580 Puebla
907,TRANSLIMITE  SA DE CV,AV CENTRAL 394 nan SAN PEDRO DE LOS PIN ALVARO OBREGON 1180 CDMX
908,GASOLINERA DEL BOSQUE  SA DE CV,CALLE TABACHINES 202 nan DEL BOSQUE GUASAVE 81040 Sinaloa
909,CONSERVANDO EL SABORMEXICANO  SA DE CV,CALLE TRES 348 nan AGRICOLA PANTITLAN IZTACALCO 8100 CDMX
910,DESARROLLO INTEGRAL DE COMERCIO INTERNACIONAL  SA DE CV,HIDALGO PTE 1036 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
911,MAYOREO Y MENUDEO ENCOMPUTO  SA DE CV,HACIENDA SAN MIGUEL MZ 17 LT 38 nan FENIX CAMPECHE 24088 Campeche
912,AGRICOLA MAGU  SA DE CV,MIGUEL HIDALGO 605 nan CENTRO GUASAVE 81000 Sinaloa
913,TRANSPORTADORA FINA  SA DE CV,CALLE AZTECAS 36 203 ROMA NORTE CUAUHTEMOC 6700 CDMX
914,MATERIALES ALTA RESISTENCIA SA DE CV,BENITO JUAREZ MZ 95 LT 24 GRANJAS VALLE DE GPE SECC A ECATEPEC 55270 Estado de Mexico
915,DISTRIBUIDORA DE ACCESORIOS TELEFONICOS SA DE CV,AV SUR DE LOS 100 METROS 69 3ER PI 8 NUEVA VALLEJO GUSTAVO A MADERO 7750 CDMX
916,COMERCIAL SAN SILVESTRE  SA DE CV,GANTE 12 F CENTRO DE LA CD DE MEX AREA 1 CUAUHTEMOC 6000 CDMX
917,COMERCIALIZADORA DIZESPA SA DE CV,CDA FRAY BARTOLOME CASA M 28 LT 20 CUAUTEPEC DE MADERO GUSTAVO A MADERO 7200 CDMX
918,ARQUITECTURA & CONSTRUCCIONES IMPERIO SA DE CV,EJE 3 SUR AV FERROCARRIL DE RIO FRIO 506 LOC 2 AGRICOLA ORIENTAL IZTACALCO 8500 CDMX
919,INSTALACIONES Y DISEO ELECTRICO  SA DE CV,TEPIC 840 A NUEVO REPUEBLO MONTERREY 64700 Nuevo Leon
920,FLETES MODERNOS SAGO SA DE CV,PROLONGACION MONTERREY KM 15 7617 nan AMERICA 4 NUEVO LAREDO 88299 Tamaulipas
921,"ACOVA DE MEXICO,  SA DE CV",CANDIDO AGUILAR 17210 B OTAY CONSTITUYENTES TIJUANA 22510 Baja California
922,REFRIGAS DEL NOROESTE SA DE CV,ALDAMA NUM 48 nan COL SAN BENITO HERMOSILLO 83190 Sonora
923,ABASTECEDORA KAZALDI SA DE CV,SANCHO PANZA 12 nan FRACC LOS ESPANOLES LA MESA R TIJUANA 22430 Baja California
924,PROMOTORA INMOBILIARIA DE LA PLAYA SA DE CV,CALLE GENERAL ALVARO OBREGON 3032 A EL CHAMIZAL TIJUANA 22415 Baja California
925,TECNOLOGIA FRIGO ALIMENTARIA SA DE CV,MAGISTRADOS 21 nan EL SIFON IZTAPALAPA 9400 CDMX
926,EDYEN TRANSPORTES SA DE CV,INSURGENTES SUR 1180 804 TLACOQUEMECATL BENITO JUAREZ 3200 CDMX
927,MEDIS HOUSE TECHNOLOGY  SA DE CV,REPUBLICA DE URUGUAY 15 LOC A CENTRO AREA 1 CUAUHTEMOC 6000 CDMX
928,ORTOPEDIA MOSTKOFF  SA DE CV,MANUEL CARPIO 253 nan STA MA LA RIBERA CUAUHTEMOC 6400 CDMX
929,CINEMATICA DE MEXICO SA DE CV,2A DE VIVEROS DE HOCTUN 48 nan VIVEROS DEL VALLE TLALNEPANTLA 54060 Estado de Mexico
930,DISLIBER SPES MEXICO SA DE CV,PIRAMIDES 87 nan CLAVERIA AZCAPOTZALCO 2080 CDMX
931,SUPER PRECISION INTEGRAL SA DE CV,IRRIGACION 37 nan IRRIGACION MIGUEL HIDALGO 11500 CDMX
932,"INTERSELEC, SA DE CV",TIERRA BLANCA 209 C SAN MIGUEL LEON 37390 Guanajuato
933,PLASTIVET  SA DE CV,CALLE VALLE DE OTUMBA 206 nan COLINAS DE SAN JAVIE LAGOS DE MORENO 47463 Jalisco
934,"J Y M PERFIL, SA DE CV",TAPIOCA 134 nan GRANJAS ESMERALDA IZTAPALAPA 9810 CDMX
935,ACOSTA PRODUCTOS  SA DE CV,TILOS 91 ######## SANTA MARIA INSURGENTES CUAUHTEMOC 6430 CDMX
936,GRUPO DAO  SA DE CV,MIGUEL ANGEL DE QUEVEDO 496 A SANTA CATARINA COYOACAN 4010 CDMX
937,TELWED  SA DE CV,INSURGENTES SUR 800 OFNA A DEL VALLE BENITO JUAREZ 3100 CDMX
938,COMUNICACION Y DISEO ROMA  SA DE CV,TABASCO 226PISO2 201 ROMA NORTE CUAUHTEMOC 6700 CDMX
939,GRUPO STACY  SA DE CV,DR VALENZUELA 15 nan DOCTORES CUAUHTEMOC 6720 CDMX
940,DEMANDIT  SA DE CV,AMORES 714 nan DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
941,"OPCION SOLAR, SA DE CV",CARRILLO PUERTO 78 nan VILLA COYOACAN COYOACAN 4000 CDMX
942,MEGALITE GL  SA DE CV,EPSILON 235 nan ROMERO DE TERREROS COYOACAN 4310 CDMX
943,ALGI CONSULTORES  SA DE CV,VARSOVIA 36 1221 JUAREZ CUAUHTEMOC 6600 CDMX
944,LOONADMINISTRATIE SA DE CV,INSURGENTES SUR 2047 EDIF B SAN ANGEL ALVARO OBREGON 1000 CDMX
945,"RIVACOR DE MEXICO,  SA DE CV",EUGENIA 115 8 DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
946,SERVICIOS AVIACION COLONIAS DEL VASO DE TEXCOCO  SA DE CV,GUILLERMO VACA 24 nan PUEBLO STA MARTHA AC IZTAPALAPA 9510 CDMX
947,KFE CARMINA  SA DE CV,AV UNIVERSIDAD 1334 nan DEL CARMEN COYOACAN 4100 CDMX
948,SERVICIOS COORPORATIVOS ERAXAL  SA DE CV,PASEO DE LA REFORMA 300 PISO 9 JUAREZ CUAUHTEMOC 6600 CDMX
949,T.M. TRANSPORTES DE MAQUINARIA  SA DE CV,AV DE LOS CIEN METROS 795 nan NUEVA INDUSTRIAL VAL GUSTAVO A MADERO 7700 CDMX
950,COMERCIALIZADORA AZTEC TRADE  SA DE CV,NTE 184 616 nan PENSADOR MEXICANO VENUSTIANO CARRANZA 15510 CDMX
951,POPMACHINE  SA DE CV,LEIBINITZ 47 1 NUEVA ANZURES MIGUEL HIDALGO 11590 CDMX
952,VTL ASISTENCIA Y PROTECCION  SA DE CV,PINON 288 nan HOGAR Y SEGURIDAD AZCAPOTZALCO 2820 CDMX
953,CORPORATIVO PROFESIONAL ADMINISTRATIVO  SA DE CV,CALLE NORTE 50 A 5114 nan LA JOYITA GUSTAVO A MADERO 7860 CDMX
954,COMERCIAL SORIA  SA DE CV,BLVD HEROES 5 DE MAYO 3126 LOC 131 LADRILLERA DE BENITE PUEBLA 72530 Puebla
955,MODELLA COCINAS INTEGRALES  SA DE CV,CALZ ZAVALETA 4115 LOCAL B SANTA CRUZ BUENAVISTA PUEBLA 72150 Puebla
956,TELAS INDUSTRIALES NO TEJIDAS  SA DE CV,AV MANUEL L BARRAGAN 2970 nan BELLA VISTA MONTERREY 64410 Nuevo Leon
957,CENTRO REFACCIONARIOINTERNACIONAL  SA DE CV,RUIZ CORTINEZ 501 A LA LUZ GUADALUPE 67160 Nuevo Leon
958,RESTAURANTES ELIZONDO SA DE CV,MANUEL BARRAGAN SUR 540 nan RESIDENCIAL ANAHUAC SAN NICOLAS DE LOS GARZA 66457 Nuevo Leon
959,INSTALACIONES Y SERVICIOS MULTIPLES CASAS  SA DE CV,MOCTEZUMA 6549 nan VALLE DE ANAHUAC SAN NICOLAS DE LOS GARZA 66450 Nuevo Leon
960,"DISTRIBUIDORA HAG, SA DE CV",BUROCRATAS 619 A nan COL BUROCRATAS DEL ESTADO MONTERREY 64380 Nuevo Leon
961,COBRES Y METALES MIN SA DE CV,LA PILASTRA 524 nan VILLA DE SAN MIGUEL GUADALUPE 67110 Nuevo Leon
962,SOFTWARE DE CONTROL CUANTITATIVO LINEA BASE  SA DE CV,JOSE BENITEZ 2704 nan OBISPADO MONTERREY 64060 Nuevo Leon
963,CENTRAL DE DIAGNOSTICO TOLSA SA DE CV,ENRIQUE DIAZ DE LEON 636 nan MEXICALTZINGO GUADALAJARA 44180 Jalisco
964,BOTAO MODA  SA DE CV,PASEO SAN EDUARDO 109 nan SAN JUAN DE OCOTAN ZAPOPAN 45019 Jalisco
965,MARQUIMICA  SA DE CV,CADENA DE LAS AMERICAS 37 nan PARAISOS DEL COLLI ZAPOPAN 45069 Jalisco
966,"PARNET, SA DE CV",VALLARTA 6503 C 2 56 VALLARTA ZAPOPAN 45010 Jalisco
967,"AVIOS DE ALBERCAS, SA DE CV",10 DE ABRIL 105 nan LAS GRANJAS CUERNAVACA 62460 Morelos
968,CIELCO  SA DE CV,ALOMO 36 nan TABLA HONDA TLALNEPANTLA DE BAZ 54126 Estado de Mexico
969,JOYERIA AZTECA SA CV,16 DE SEPTIEMBRE 82 PB CENTRO DE LA CD DE M CUAUHTEMOC 6000 CDMX
970,BIGLUMEN  SA DE CV,MONTECITO 38 PISO 28 OF12 13 nan NAPOLES BENITO JUAREZ 3810 CDMX
971,FROCEM DISTRIBUTION DE MEXICO  SA DE CV,CLL VASCO DE QUIROGA 56 nan CIUDAD SATELITE NAUCALPAN DE JUAREZ 53100 Estado de Mexico
972,"BAZART GALERIAS, SA DE CV",CALZ MELCHOR OCAMPO 193 LOC G VERONICA ANZURES MIGUEL HIDALGO 11300 CDMX
973,JNS LOGISTICS  SA DE CV,PRIVADA CEYLAN 59 B BIS nan INDUSTRIAL VALLEJO AZCAPOTZALCO 2300 CDMX
974,INDUSTRIAL DULCERA MEXICANA  SA DE CV,HEGEL 713 nan BOSQUE DE CHAPULTEPEC I SECCIO MIGUEL HIDALGO 11580 CDMX
975,TINTATRONIK  SA DE CV,REPUBLICA DEL SALVADOR 14 LOCAL 29 CENTRO AREA 1 CUAUHTEMOC 6000 CDMX
976,TALLER DE IDEAS LUKKA  SA DE CV,EJERCITO NACIONAL 843 B GRANADA MIGUEL HIDALGO 11520 CDMX
977,"NAVI ROC , SA DE CV",NEZAUALCOYOTL 78 nan EL COLORADO EL MARQUES 76246 Queretaro
978,ALMACENES Y SERVICIOS MEDICOS  SA DE CV,BLVD LUIS DONALDO COLOSIO 310 DEP301 JARDINES DE LA CONCE AGUASCALIENTES 20120 Aguascalientes
979,HOSPEDAJE Y ALIMENTOS DE MEXICO  SA DE CV,BLVD FLORENCIA MZ 78 LT 49 nan VILLA FLORENCIA CARMEN 24156 Campeche
980,GRUPO ILUMINACION Y PROYECTOS SA DE CV,3RA ORIENTE SUR 186 nan TERAN TUXTLA GUTIERREZ 29050 Chiapas
981,PROTECCION PATRIMONIAL DE LA FRONTERA SA DE CV,ADOLFO LOPEZ MATEOS 2022 nan ARCINIEGA JUAREZ 32369 Chihuahua
982,"ASERTEK INSUMOS, SA DE CV",AVE# SIMON BOLIVAR 908 nan MITRAS SUR MONTERREY 64020 Nuevo Leon
983,PROYECTOS Y CONSTRUCCIONES AROVAL  SA DE CV,CARVAJAL Y DE LA CUEVA NORTE 1510 nan TERMINAL MONTERREY 64580 Nuevo Leon
984,"SISTEMAS SIERRA, SA DE CV",CERRO DE LAS CAMPANAS 384 nan INSURGENTES OESTE MEXICALI 21280 Baja California
985,ESTRUCTURAS Y PERFILES DE MEXICALI SA DE CV,INDEPENDENCIA 1598 nan ESPERANZA MEXICALI 21140 Baja California
986,"BLUE JEANS QUIMICOS, SA DE CV",AV SOLIDARIDAD 1016 nan PARQUE INDUSTRIAL UNID NAC SANTA CATARINA 66350 Nuevo Leon
987,COMERCIALIZADORA TECBELL  SA DE CV,VASCO DE QUIROGA 380 A MORELIA CENTRO MORELIA 58000 Michoacan
988,PROVEEDORA DIEZ  SA DE CV,DR ATL 253 nan SANTA MARIA LA RIBERA CUAUHTEMOC 6400 CDMX
989,LOGISTICA INTERNACIONAL DE DURANGO SA DE CV,CIRC EL ROBLE 235 nan FRACC EL ROBLE DURANGO 34193 Durango
990,SERVICIOS A COMPRESORES ARTUR  SA DE CV,LACA 608 nan INDUSTRIAS SAN LUIS POTOSI 78395 San Luis Potosi
991,SHINE WINDOW SYSTEM  SA DE CV,PRIVADA CARNATION 1 nan EL PUEBLITO CENTRO CORREGIDORA 76900 Queretaro
992,TRANSPORTES VONCAR SDE RL DE CV,RIO MEDIO OTE 18 nan LOMAS DEL RIO MEDIO VERACRUZ 91809 Veracruz
993,CONSTRUCCIONES ALTA MODA  SA DE CV,INDEPENDENCIA 68 ######## LA MAGDALENA SAN MATEO ATENCO 52104 Estado de Mexico
994,CORPORACION LEAN S DE RL DE CV,CTO BALCONES 156 CASA 19 JURIQUILLA SANTIAGO DE QUERETARO 76226 Queretaro
995,PASTES TEJEDA EL SERRANILLO  SA DE CV,AV JUAREZ 7 B MINERAL DEL MONTE MINERAL DEL MONTE 42130 Hidalgo
996,ABARROTERA TEMIXCO  SA DE CV,EMILIANO ZAPATA KM 84 LOC 87 nan TEMIXCO TEMIXCO 62580 Morelos
997,TRIBUNE BAY DESIGN GROUP S DE RL DE CV,JARDIN DE BOCCE 41 nan NOPOLO LORETO 23887 Baja California Sur
998,"MADERAS MICHOL, SA DE CV",KM 15 CARR PARRAL STA SN nan SANTA BARBARA CENTRO SANTA BARBARA 33580 Chihuahua
999,PINTA COLOR DE OCCIDENTE SA DE CV,C FRANCISCO VILLA 469 nan VERSALLES PUERTO VALLARTA 48310 Jalisco
1000,HOTEL EL MILAGRO  SA DE CV,ITURBIDE 9 nan SAN JUAN DE LOS LAGOS CENTRO SAN JUAN DE LOS LAGOS 47000 Jalisco
1001,MATERIALES OLVERA DEPACHUCA  SA DE CV,CARRETERA PACHUCA # ACTOPAN KM 3 S#N JAVIER ROJO GOMEZ PACHUCA DE SOTO 42030 Hidalgo
1002,CONSTRUCCIONES PACSAN  SA DE CV,TABACHINES 68 nan NUEVA JACARANDAS MORELIA 58099 Michoacan
1003,FASHION & BUSINESS SDE RL DE CV,PERU 230 nan LAS AMERICAS MORELIA 58270 Michoacan
1004,DISTRIBUIDORA CHAVHER  SA DE CV,CIRC BALVANERA 05:00 a. m. 1 FRACC IND EL PUEBLIT CORREGIDORA 76900 Queretaro
1005,CERCATEX  SA DE CV,AV DE LA PAZ NO 490 490 1 BARRIO TLAXCALA SAN LUIS POTOSI 78038 San Luis Potosi
1006,JOYERIA CIELITO LINDO AEROPUERTO  SA DE CV,CARRETERA INTERNACIONAL SN B 12 MAZATLAN MAZATLAN 82267 Sinaloa
1007,JOYERIA CIELITO LINDO LAS GARZAS  SA DE CV,L LAGUNA 500 nan ZNA DORADA MAZATLAN 82110 Sinaloa
1008,DOCUSE  SA DE CV,DONA FIDENCIA 605 L5 Y 6 CENTRO CENTRO 86000 Tabasco
1009,"VERACRUZ SOLPLA, SA DE CV",OCAMPO 234 29 VERACRUZ CENTRO VERACRUZ 91700 Veracruz
1010,TORTILLERIA VEGUENSE SA DE CV,NICOLAS BRAVO S#N nan EMILIO CARRANZA VEGA DE ALATORRE 93980 Veracruz
1011,AUTOS USADOS DE VALLES  SA DE CV,BOULEVARD Y PJ MENDEZ SN nan ALTAVISTA CIUDAD VALLES 79050 San Luis Potosi
1012,ACEVES FRENOS DE AIRE REFACCIONES Y SERVICIOS  SA DE CV,CARR TOLUCA#IXTLAHUACA 1839 nan SAN PABLO AUTOPAN TOLUCA 50010 Estado de Mexico
1013,CGS ARQUITECTURA  SA DE CV,AV DE LOS ROBLES 15 nan LA ESCONDIDA TIJUANA 22106 Baja California
1014,DITTA FORTE S DE RL DE CV,CAMINO A LA TIJERA 806 B 1 LA TIJERA TLAJOMULCO DE ZU#IGA 45645 Jalisco
1015,TRIATEX CORPORATIVO  SA DE CV,JUAN LEON 21BIS 21 BIS CHICONCUAC SAN MIGUEL CHICONCUAC 56270 Estado de Mexico
1016,CREATUR TRANSPORTADORA TURISTICA  SA DE CV,AV PASEO TABASCO 1404 nan TABASCO 2000 CENTRO 86035 Tabasco
1017,TARGET AUTOMOTRIZ MEXICO  SA DE CV,AV MIGUEL ANGEL DE QUEVEDO 632 nan VILLA COYOACAN COYOACAN 4000 CDMX
1018,COMERCIAL FERRETERA CEBALLOS  SA DE CV,DEGOLLADO 2717 nan OBRERA CHIHUAHUA 31350 Chihuahua
1019,HERRAJES PLANETA  SA DE CV,LA LUZ 317 G EL COECILLO LEON 37260 Guanajuato
1020,TIRE SOURCING  SA DE CV,CALZADA TLACOTENGO SN nan TLACOTENGO FORTIN 94475 Veracruz
1021,"PV COMUNICACIONES, SA DE CV",CALLE COLEGIO 6300 103 CIMA COMERCIAL CHIHUAHUA 31216 Chihuahua
1022,EXPORT TAJOMA  SA DE CV,C 11 ENTRE 16 Y SIN CRUZAMIENTO 318 nan SANTA GERTRUDIS COPO MERIDA 97300 Yucatan
1023,ADQ PUBLICIDAD SA DE CV,HOMERO 205 402 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
1024,SEGUI AUTOMOTORES SA DE CV,URANIO 289 nan NUEVA INDUSTRIAL VAL GUSTAVO A MADERO 7700 CDMX
1025,BEBIDAS DE MONTEBELLO  SA DE CV,2 DE ABRIL SN nan SANTA BARBARA CUAUTITLAN IZCALLI 54713 Estado de Mexico
1026,INNVENTA SOLUCIONES  SA DE CV,HOMERO 229 MS 4 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
1027,MERIDIAN PROAUDIO SA DE CV,MAIZ 89 3 GRANJAS ESMERALDA IZTAPALAPA 9810 CDMX
1028,LIGHT VISION  SA DE CV,AV PANAMERICANA 14 A PEDREGAL DE CARRASCO COYOACAN 4700 CDMX
1029,DISTRIBUIDORA DE PRODUCTOS JENOHUER  SA DE CV,TENAYUCA 55 401 LETRAN VALLE BENITO JUAREZ 3650 CDMX
1030,COMERCIALIZACION Y SUMINISTROS  SA DE CV,SAN BORJA 1062 301 DEL VALLE BENITO JUAREZ 3100 CDMX
1031,LITO ESTILO IMPRESORES SA DE CV,CALZADA LAS AGUILAS 1148 2 SAN CLEMENTE NORTE ALVARO OBREGON 1740 CDMX
1032,FIERRO DE HERMOSILLO SA DE CV,ESCOBEDO NORTE 107 nan SAN BENITO HERMOSILLO 83190 Sonora
1033,AQUASUMINISTROS Y SERVICIOS  SA DE CV,CARR NOGALES 19 nan LA VICTORIA HERMOSILLO 83304 Sonora
1034,"ACEROS LA BRECHA, SA DE CV",AV JARDIN MZ 19 LT 11 B LA CASILDA GUSTAVO A MADERO 7150 CDMX
1035,"LABORATORIOS AULIS, SA DE CV",TUXPAN 45A 102 ROMA SUR CUAUHTEMOC 6760 CDMX
1036,FINE TUBE AND TECHNOLOGY  SA DE CV,LAS ARMAS 17 A LOCAL 2 INDUSTRIAL LAS ARMAS TLALNEPANTLA DE BAZ 54080 Estado de Mexico
1037,MAQUILAS Y DECORADOSEN GENERAL SA DE CV,EMILIO CARRANZA 169 nan SANTIAGO AHUIZOTLA AZCAPOTZALCO 2750 CDMX
1038,ENTREGA CALIENTE  SA DE CV,PROTASIO TAGLE 81 nan SAN MIGUEL CHAPULTEPEC I SECC MIGUEL HIDALGO 11850 CDMX
1039,REM COMPUTADORAS  SA DE CV,ANDRES QUINTANA ROO SUR 403 nan LA MERCED #ALAMEDA# TOLUCA 50080 Estado de Mexico
1040,YLI ELECTRIC  SA DE CV,VICTORIA 100 DEP 3 CENTRO AREA 5 CUAUHTEMOC 6050 CDMX
1041,FRISO ARQUITECTURA SDE RL DE CV,AL PANTEON 69 15 STA URSULA XITLA TLALPAN 14420 CDMX
1042,GRUPO PATPAB  SA DE CV,RIO COLORADO 355 nan DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
1043,OB MEDIKA  SA DE CV,INDEPENDENCIA 161 nan VALLE DE HUINALA II APODACA 66634 Nuevo Leon
1044,UN MUNDO DE ACRILICO SA DE CV,CALLE 5 DE FEBRERO 546 LOC B ALAMOS BENITO JUAREZ 3400 CDMX
1045,BODEGA DE PISOS Y AZULEJOS DE CHALCO SA DE CV,AV CUAUHTEMOC 998 nan LA BOMBA CHALCO 56600 Estado de Mexico
1046,COMERCIALIZADORA DE CALZADO REYCO  SA DE CV,CALLE LIBERTAD 309 nan CHIHUAHUA CENTRO CHIHUAHUA 31000 Chihuahua
1047,COMERCIALIZADORA DE EMPAQUES DE CARTON SALTILLO  SA DE CV,CALLE AVENIDA SEPTIMA 424 nan NAZARIO S ORTIZ GARZ SALTILLO 25100 Coahuila
1048,CASA FARMA DEL BAJIO SA DE CV,MAYAS 601 nan BUGAMBILIAS LEON 37520 Guanajuato
1049,CORPORACION HRC HIDALGO  SA DE CV,CALLE 3 401 nan MORELOS PACHUCA DE SOTO 42040 Hidalgo
1050,SOLUCIONES DE CALIDAD PARA LA LIMPIEZA  SA DE CV,PROLONGACION MARIANO JIMENEZ 1804 nan BALCONES DEL VALLE SAN LUIS POTOSI 78280 San Luis Potosi
1051,DISTRIBUIDORA COMERCIAL LA CASA DEL PUEBLO  SA DE CV,BENITO JUAREZ 306 nan SOLEDAD DE GRACIANO SANCHEZ CE SOLEDAD DE GRACIANO SANCHEZ 78430 San Luis Potosi
1052,FERRETU  SA DE CV,06 DE DICIEMBRE 229 nan SAN BERNARDO GUADALAJARA 44260 Jalisco
1053,CONSTRUCCIONES TERRACERIAS Y PAVIMENTOS  SA DE CV,BENITO JUAREZ 1013 A VILLA DE ALVAREZ CENTRO VILLA DE ALVAREZ 28970 Colima
1054,GIALIVE  SA DE CV,AVENIDA UNIVERSIDAD 935 LOC 57 BOSQUES DEL PRADO SUR AGUASCALIENTES 20130 Aguascalientes
1055,COMERCIALIZADORA DIDACTICA DE QUERETARO  SA DE CV,CERRO CARBONERA 224 nan COLINAS DEL CIMATARI QUERETARO 76090 Queretaro
1056,MODELO TEXTIL  SA DE CV,SAN BERNARDO 405 nan SAN JUAN CUAUTLANCIN CUAUTLANCINGO 72700 Puebla
1057,ASESORIA Y MAQUINADOS DE VERACRUZ SA DE CV,AV CUAHUTEMOC 2710 B VERACRUZ CENTRO VERACRUZ 91700 Veracruz
1058,PROVEEDORA NACIONAL MEDICA  SA DE CV,DE LAS ESTRELLAS 3 nan HACIENDITA CHILPANCINGO DE LOS BRAVO 39087 Guerrero
1059,DISTRIBUIDORA LACTEOS SAN MIGUEL  SA DE CV,CALLE RIADA 2898 nan SANTA EDUWIGES GUADALAJARA 44580 Jalisco
1060,"GOJALCA, SA DE CV",5 DE MAYO 408 nan CENTRO EL SALTO 45680 Jalisco
1061,SUMINISTROS Y CONSTRUCCIONES CARLEORE SA DE CV,LA CREACION ESTE 2 nan CHAPALITA INN ZAPOPAN 45036 Jalisco
1062,GRUPO MEPLATEX  SA DE CV,ERMITA 1443 nan CHAPALITA ORIENTE ZAPOPAN 45040 Jalisco
1063,ENFIL DE MEXICO  SA DE CV,AV PASEO MONTE MIRANDA 15 1 OTRA NO ESPECIFICADA EL MARQUES 76240 Queretaro
