,nombre,direccion
39,HULES ESPECIALIZADOSLUCTANIA SA DE CV,EXCAMINO A MANZANILLA 45 A A JOAQUIN COLOMBRES PUEBLA 72300 Puebla
40,ACXES VOZ DATOS Y VIDEO  SA DE CV,31 PONIENTE 2716 INT 5 BENITO JUAREZ PUEBLA 72410 Puebla
41,"METALCAST, SA DE CV",BLVD A 22 nan PARQUE INDUSTRIAL PU PUEBLA 72225 Puebla
42,MOLDES TROQUELES Y ELECTROEROCION  SA DE CV,FCO I MADERO 5414 nan ADOLFO LOPEZ MATEOS PUEBLA 72240 Puebla
43,AIRE ACONDICIONADO DE PUEBLA  SA DE CV,25 SUR 2502 4 LOS VOLCANES PUEBLA 72410 Puebla
44,BLINSUR PUEBLA SA DE CV,1 PRIMERA DE MAYO 1584 D 1 GRANJAS MAYORAZGO PUEBLA 72480 Puebla
45,DISTRIBUIDORA Y COMERCIALIZADORA ROSMARINO  SA DE CV,5 ORIENTE 1611 23 BARRIO DE ANALCO PUEBLA 72500 Puebla
46,ENTORNO JARDINERIA DISEO Y CONSTRUCCION SA DE CV,PROL 24 SUR 4905 nan LOS PILARES PUEBLA 72560 Puebla
47,HIGIEMA  SA DE CV,13 B SUR 8301 101 CAMPESTRE MAYORAZGO PUEBLA 72450 Puebla
48,MAC COMPUTADORAS DE PUEBLA  SA DE CV,CALLE PROVIDENCIA 1563 nan DEL VALLE BENITO JUAREZ 3100 CDMX
49,JR PAPER  SA DE CV,SAN MARTIN 16 nan JARDINES DE SANTIAGO PUEBLA 72580 Puebla
50,VIAJES CAMPOS DEL ATOYAC  SA DE CV,IGNACIO ZARAGOZA 925 nan EL MAYORAZGO PUEBLA 72456 Puebla
51,PROTECCION ELECTRONICA MONTERREY  SA DE CV,AV 33 PTE 307 nan CHULA VISTA PUEBLA 72420 Puebla
52,CONSTRUCTORA CODEL  SA DE CV,12 OTE 2011 nan PUEBLA CENTRO PUEBLA 72000 Puebla
53,GALVAFLEX DE MEXICO  SA DE CV,CALLE MORATILLA 2 A MORATILLA PUEBLA 72110 Puebla
54,"APLE CONSTRUCTORA, SA DE CV",MONTE ALBAN 1 1 SANTA CRUZ BUENAVISTA PUEBLA 72150 Puebla
55,OPERADORA DE VIAJES Y TRANSP TURISTICOS POBLANOS  SA DE CV,7 SUR 3102 nan CHULA VISTA PUEBLA 72420 Puebla
56,EMPAQUES Y MUEBLES DE MADERA SA DE CV,AV LAS MARGARITAS 213 nan BUGAMBILIAS PUEBLA 72580 Puebla
57,PERFUMES DEL NUEVO MUNDO  SA DE CV,4 PONIENTE 144 nan CENTRO PUEBLA 72000 Puebla
58,WENZEL COMERCIAL  SA DE CV,13 SUR 505 9 PISO PUEBLA CENTRO PUEBLA 72000 Puebla
59,GRUPO EMPRESARIAL GONZALEZ EBENHOCH  SA DE CV,8 SUR 2705 nan ANZURES PUEBLA 72530 Puebla
60,EMPAQUES Y SUMINISTROS INDUSTRIALES  SA DE CV,CARRET PUE STA ANA KM 14 5 nan SAN COSME MAZATECOCHCO MAZATECOCHCO DE JOSE MA MORELO 90870 Tlaxcala
61,ENERGETICOS DUAL  SA DE CV,CARR FED PUEBLA JALAPA KM 43 43 KM 43 nan SAN SALVADOR EL SECO SAN SALVADOR EL SECO 75160 Puebla
62,COMERCIALIZADORA VALLE SUR  SA DE CV,PRIV 5 A SUR 4727 A HUEXOTITLA PUEBLA 72534 Puebla
63,"SCORSA, SA DE CV",CARRETERA A LA RESURECCION 5424 nan ZONA INDUSTRIAL CAMI PUEBLA 72220 Puebla
64,INTERMEDIACION Y COMERCIALIZACION DE MUEBLES TUBULARES SA CV,AV LAS MARGARITAS 219 A nan BUGAMBILIAS PUEBLA 72580 Puebla
65,PROFESIONALES ESPECIALIZADOS EN TELECOMUNICACIONES  SA DE CV,4 PTE 1107 nan CENTRO SAN PEDRO CHOLULA 72760 Puebla
66,DRYM INMOBILIARIA SA DE CV,PRIV 18 B SUR 4568 nan JARDINES DE SAN MANUEL PUEBLA 72570 Puebla
67,CONSTRUCTORA CASTILLO PENSADO  SA DE CV,PRIV 15 DE ENERO 5960 2 SAN BALTAZAR LINDA VISTA PUEBLA 72550 Puebla
68,INFRAESTRUCTURA Y EDIFICACIONES TOXQUI  SA DE CV,2 SUR 502 102 PUEBLA CENTRO PUEBLA 72000 Puebla
69,ASI ASESORIA EN RECURSOS HUMANOS  SA DE CV,PRIV 22 B PTE 3524 nan VALLE DORADO PUEBLA 72070 Puebla
70,BENE LEIT  SA DE CV,AV 23 ORIENTE 405 A nan EL CARMEN PUEBLA 72530 Puebla
71,ANDAMIOS PARA LA CONSTRUCION DE PUEBLA  SA DE CV,BOULEVARD ATLIXCO 5506 nan CONCEPCION LA CRUZ PUEBLA 72197 Puebla
72,TODO EN TONER  SA DE CV,11 SUR 4908 nan PRADOS AGUA AZUL PUEBLA 72430 Puebla
73,ACABADOS TEXTILES BORIN  SA DE CV,AV 3 PONIENTE 1113 nan CENTRO SAN PEDRO CHOLULA 72760 Puebla
74,FASTJEAM  SA DE CV,DE LOS PINOS 6 nan IGNACIO ROMERO VARGA PUEBLA 72120 Puebla
75,GRUPO MOSANDI  SA DE CV,MIRASOLES 257 nan BUGAMBILIAS PUEBLA 72580 Puebla
76,KIMETIX  SA DE CV,13 A SUR 7737 nan SAN JOSE MAYORAZGO PUEBLA 72450 Puebla
77,"GRUPO MCG, SA DE CV",AV BUGAMBILIAS 5968 0 BUGAMBILIAS PUEBLA 72580 Puebla
78,FIH ILUMINACION  SA DE CV,CTO JUAN PABLO II 2709 A nan LAS ANIMAS PUEBLA 72400 Puebla
79,ADMON DE CENTROS ELECTR DE ENTRETENIMIENTO MEXICO  SA DE CV,MADRID 207 A MIRADOR MONTERREY 64910 Nuevo Leon
80,CR INTERNACIONAL DE MARMOL Y GRANITO  SA DE CV,CAMINO A TLAXCALANCINGO 2203 nan SAN BERNARDINO TLAXCALANZINGO SAN ANDRES CHOLULA 72820 Puebla
81,DISTRIBUIDORA MURQUE SA DE CV,CALLE 21 46 nan COL SN JOSE VISTAHER PUEBLA 72190 Puebla
82,INGENIERIA MEDICA DEL SUR SA DE CV,IGNACIO ALLENDE 126 nan INSURGENTES ORIENTE PUEBLA 72540 Puebla
83,"TRANSPORTES LARACIO, SA DE CV",ALDAMA SUR 602 nan SAN FELIPE HUEYOTLIPAN PUEBLA 72030 Puebla
84,TECHOS Y MONTAJES CON Y SIN ESTRUCTURA  SA DE CV,CALLE VICENTE GUERRERO 46 2 SAN PABLO XOCHIMEHUACAN PUEBLA 72014 Puebla
85,TECNOLOGIA INDUSTRIAL DE PUEBLA SA DE CV,RIO SUCHIATE 15 nan PLANTA VOLKSWAGEN DE MEXICO SA PUEBLA 72008 Puebla
86,PROTECCION AVANZADA CONTRA FUEGO  SA DE CV,PRIV ALLENDE 7 nan SAN LORENZO ALMECATLA CUAUTLANCINGO 72710 Puebla
87,TRAXIT COMUNICACIONES SA DE CV,AV DEL BOSQUE 6141 A EL PATRIMONIO PUEBLA 72450 Puebla
88,ESPACIOS BIEN PENSADOS  SA DE CV,AV 31 PONIENTE 109 301 CHULA VISTA PUEBLA 72420 Puebla
89,EQUIPAMIENTO LIGERO JC  SA DE CV,AVE 81  PONIENTE 1512#B 2 SAN JOSE MAYORAZGO PUEBLA 72450 Puebla
90,ALQUILADORA Y EVENTOS CELEBRA  SA DE CV,TEZIUTLAN SUR 45 6 LA PAZ PUEBLA 72160 Puebla
91,HEAVY TOOLS  SA DE CV,BLVD FORJADORES DE PUEBLA 402 A MANANTIALES SAN PEDRO CHOLULA 72756 Puebla
92,"TARGET PEST CONTROL, SA DE CV",BOULEVARD NORTE 408 nan AMOR PUEBLA 72140 Puebla
93,BILDERBUS PUBLICIDADS DE RL DE CV,ALFA 77 B PATRIOTISMO PUEBLA 72130 Puebla
94,CONSTRUCCIONES Y ARRENDAMIENTO DE MAQUINARIA COARBY  SA DE CV,DIAG 32 SUR 3322 1 MIGUEL NEGRETE PUEBLA 72370 Puebla
95,KIKA ALIMENTOS SA DE CV,CARR FEDERAL PUEBLA TEHUACAN KILOMETO 15 SN nan AMOZOC CENTRO AMOZOC 72980 Puebla
96,INDUSTRIAL HERSAN SA DE CV,KM 1 CARR FEDERAL A CUAUTLA SN nan IZUCAR DE MATAMOROS IZUCAR DE MATAMOROS 74400 Puebla
97,ELEMENTOS Y TECNICASCONSTRUCTIVOS  SA DE CV,PROL 49 SUR 4301 nan SANTA CRUZ BUENAVIST PUEBLA 72154 Puebla
98,GLOBAL PLAYERYTEES  SA DE CV,AV PEDREGAL 210 nan SAN LUIS TEOLOCHOLCO TEOLOCHOLCO 90850 Tlaxcala
99,NOVEDADES JW  SA DE CV,10 PONIENTE 316 3 PUEBLA CENTRO PUEBLA 72000 Puebla
100,ALMACENES RODRIGUEZ LORETO  SA DE CV,AV I ZARAGOZA 266 EDIA LOCAL L3 CENTRO PUEBLA 72000 Puebla
101,ESTRATEGIA TRIBUTARIA  SA DE CV,AVENIDA REFORMA 1716 nan CENTRO PUEBLA 72000 Puebla
102,INTERCAMBIO COMERCIAL EUROPEO  SA DE CV,CALLE 4 PONIENTE 3101 nan AMOR PUEBLA 72140 Puebla
103,GROUP L & C7 DISEOSCONSTRUCTIVOS  SA DE CV,CLL MANUEL LOBATO 2124 nan BELLA VISTA PUEBLA 72500 Puebla
104,ORANGENBAUM  SA DE CV,JOSE ALVARADO 2520 nan VILLA FLORIDA MONTERREY 64810 Nuevo Leon
105,"CONEXA DE MEXICO, SA DE CV",MIGUEL NIETO NORTE 818 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
106,SERVICIO MOVIL TERRESTRE  SA DE CV,AVE D 1000 nan CENTRAL DE CARGA SAN NICOLAS DE LOS GARZA 66494 Nuevo Leon
107,LA BODEGA DEL INSTALADOR  SA DE CV,GENERAL PEDRO MARIA ANAYA PONIENTE 1207 nan INDUSTRIAL MONTERREY 64299 Nuevo Leon
108,MULTISERVICIOS REGIO SA DE CV,G MARTINEZ DONMINGUWEZ 3814 nan COL BUROCRATAS MUNICIPALES MONTERREY 64760 Nuevo Leon
109,ALBERCAS Y EQUIPOS DE MONTERREY  SA DE CV,HILARIO MARTINEZ 1013 6 INDEPENDENCIA MONTERREY 64720 Nuevo Leon
110,LIMPIEZA DE METALES Y ALEACIONES SA DE CV,AMADO NERVO 2910 NORTE COL BELLA VISTA MONTERREY 64410 Nuevo Leon
111,LONGORIA CLIMAS E INGENIERIA SA DE CV,CARVAJAL Y DE LA CUEVA NTE 322 nan CENTRO MONTERREY 64000 Nuevo Leon
112,MAQUINADOS LIBRA  SA DE CV,MULTIPARK 113 nan MULTIPARK PARQUE IND APODACA 66633 Nuevo Leon
113,"TELINET, SA DE CV",AV FUNDADORES 953 PISO2 L5 VALLE OTE SAN PEDRO GARZA GARCIA 66269 Nuevo Leon
114,INDUSTRIAS TOMAT  SA DE CV,RIO GUADALQUIVIR 240 nan DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
115,"ACEROS FERCOM, SA DE CV",LA RIVERA 1229 nan EL LECHUGAL SANTA CATARINA 66376 Nuevo Leon
116,"THE DRIVER MEXICO, SA DE CV",CARR NACIONAL 777 A LA ESTANZUELA MONTERREY 64988 Nuevo Leon
117,PROFESIONALES EN EVENTOS S DE RL DE CV,CONSTITUCION DEL 57 414 nan BUROCRATAS DEL ESTADO MONTERREY 64380 Nuevo Leon
118,PROA INTERNACIONAL YLOGISTICA  SA DE CV,LATERAL CARR A VILLA DE GARCIA 158 nan LAS PALMAS SANTA CATARINA 66187 Nuevo Leon
119,"METRICA, SA DE CV",ALFONSO REYES 2620 nan BERNARDO REYES MONTERREY 64160 Nuevo Leon
120,DISTRIBUIDORA DE PLASTICOS SOLMEX  SA DE CV,PLATON SANCHEZ 1532 NORTE ZONA CENTRO MONTERREY 64000 Nuevo Leon
121,CLI MEXICANA DE CONEXIONES  SA DE CV,SAN SEBASTIAN 500 nan VILLA SAN SEBASTIAN GUADALUPE 67184 Nuevo Leon
122,TRIPLAY AZTECA DE MONTERREY  SA DE CV,BENITO JUAREZ 1332 nan LA HACIENDA GUADALUPE 67150 Nuevo Leon
123,"CELULARES MAXIMOS, SA DE CV",5 DE MAYO OTE 999 nan CENTRO MONTERREY 64000 Nuevo Leon
124,ELASTOMEROS Y SERVICIOS INDUSTRIALES  SA DE CV,ANTIGUO CAMINO A PEMEX 155 nan HACIENDA SAN JOSE DE LOS SAUCE GENERAL ESCOBEDO 66050 Nuevo Leon
125,J & J COMERCIALIZADORA DE LUBRICANTES  SA DE CV,CARR A SALINAS VICTORIA KM 5 5 nan SALINAS VICTORIA SALINAS VICTORIA 65500 Nuevo Leon
126,"MARAT, SA DE CV",TEHUANTEPEC 105 nan MITRAS SUR MONTERREY 64020 Nuevo Leon
127,SOLUCIONES MOVILES INTEGRALES  SA DE CV,CONSTITUYENTES DE NUEVO LEON 1201 4 LINDAVISTA GUADALUPE 67130 Nuevo Leon
128,EDIFICACION DINAMICAMONTERREY SA DE CV,AV SIMON BOLIVAR 1844 nan MITRAS CENTRO MONTERREY 64460 Nuevo Leon
129,SERVICIOS ESTRATEGICOS OPTA SMART  SA DE CV,JOSE ELEUTERIO GONZALEZ 280 PISO 3 SAN JERONIMO MONTERREY 64640 Nuevo Leon
130,ZURDOS TRANSPORTES REFRIGERADOS  SA DE CV,ANTONIO E MARCOS 350 nan EX#HACIENDA SANTA RO APODACA 66610 Nuevo Leon
131,"ORVEN ILUMINACION, SA DE CV",PARIS 528 nan BQUES DEL NOGALAR SAN NICOLAS DE LOS GARZA 66480 Nuevo Leon
132,BEST BOX  SA DE CV,CALLE NUEVA ROSITA NORTE 1484 ######## FABRILES MONTERREY 64550 Nuevo Leon
133,CDISFRUTA  SA DE CV,AV LOS ANGELES 1000 nan MERCADO DE ABASTOS E SAN NICOLAS DE LOS GARZA 66482 Nuevo Leon
134,DISTRIBUIDORA GM  SA DE CV,LAS ADJUNTAS 3021 nan RIBERAS DEL RIO GUADALUPE 67160 Nuevo Leon
135,MAQUINADOS MOSA  SA DE CV,ALFREDO GONZALEZ TREVI#O 233 nan BUENOS AIRES MONTERREY 64800 Nuevo Leon
136,CARBOGRAF INDUSTRIAL SA DE CV,CARRET MIGUEL ALEMAN KM 29#8 2526 nan PESQUERIA PESQUERIA 66650 Nuevo Leon
137,SERVICIO INTEGRAL . DE CARGA  SA DE CV,BONIFACIO SALINAS 665 nan CENTRAL DE CARGA GUADALUPE 67129 Nuevo Leon
138,BUZZANDRI  SA DE CV,RIO MISSISSIPI 270 nan DEL VALLE SAN PEDRO GARZA GARCIA 66220 Nuevo Leon
139,T V NIOS  SA DE CV,AV JOSE VASCONCELOS 1559 13 MIRASIERRA 1ER SECTO SAN PEDRO GARZA GARCIA 66240 Nuevo Leon
140,CONSULTORIA DE INTELIGENCIA DIGITAL  SA DE CV,LAZARO CARDENAS PONIENTE 2475 D nan RESIDENCIAL SAN AGUSTIN 1 SECT SAN PEDRO GARZA GARCIA 66260 Nuevo Leon
141,MEDICAL REBOOK S DE RL DE CV,CALZADA SAN PEDRO 250 nan URDIALES F#58 MONTERREY 64600 Nuevo Leon
142,INDUSTRIAL HOCESA SA DE CV,PASEO DE LAS ROSAS 547 nan LOS GIRASOLES GENERAL ESCOBEDO 66056 Nuevo Leon
143,MATERIALES Y BLOCKS DEL ORIENTE  SA DE CV,AV TORRES DEL OTE 1549 nan LA FLORESTA GUADALUPE 67118 Nuevo Leon
144,GCO REFRACTARIOS  SA DE CV,MANZANILLO 477 nan LA FE SAN NICOLAS DE LOS GARZA 66477 Nuevo Leon
145,"CARBON LALO, SA DE CV",AV HACIENDA EL CAMPANARIO 309 nan EL CAMPANARIO APODACA 66643 Nuevo Leon
146,"PINZAS MEXICO, SA DE CV",VERACRUZ 221 nan LA FE SAN NICOLAS DE LOS GARZA 66477 Nuevo Leon
147,TRANSPORTES UNIDOS GONZALEZ SA DE CV,AV C 1041 nan CENTRAL DE CARGA SAN NICOLAS DE LOS GARZA 66494 Nuevo Leon
148,QUALITY COCINAS Y CLOSETS  SA DE CV,REVOLUCION 1206 nan CONTRY MONTERREY 64860 Nuevo Leon
149,GRUPO AB  SA DE CV,PEDRO F QUINTANILLA 370 2 CHEPEVERA MONTERREY 64030 Nuevo Leon
150,COBRES Y ACEROS INTERNACIONALES  SA DE CV,LA PILASTRA 524 nan VILLA DE SAN MIGUEL GUADALUPE 67110 Nuevo Leon
151,AMERICAN BOILERS  SA DE CV,GOLFO DE MEXICO 800 nan LA FE SAN NICOLAS DE LOS GARZA 66477 Nuevo Leon
152,"TURISMO VIDA, SA DE CV",AV PASEO DE LA REFORMA 6361 A CIUDAD SATELITE MONTERREY 64960 Nuevo Leon
153,ELECTRICAL DISCHARGEMEXICO  SA DE CV,DEL COMERCIO 224 nan INDUSTRIAL MARFER SANTA CATARINA 66367 Nuevo Leon
154,FABRICACIONES Y REPARACIONES INDUSTRIALES MIGGZA  SA DE CV,ARTURO B DE LA GARZA 122 nan LOS LERMAS GUADALUPE 67190 Nuevo Leon
155,DINAMICA HEURISTICA  SA DE CV,ALAMO 2908 nan BOSQUES DEL CONTRY GUADALUPE 67176 Nuevo Leon
156,VIDRIO NATURAL DE MEXICO  SA DE CV,JIMENEZ 1011 nan PARAISO GUADALUPE 67140 Nuevo Leon
157,C V INGENIERIA Y ASESORIA  SA DE CV,LAZARO CARDENAS 915 nan EJIDO MEZQUITAL APODACA 66630 Nuevo Leon
158,WELDS DISTRIBUTION CENTER  SA DE CV,CARR M ALEMAN KM14 nan NUEVO MEZQUITAL APODACA 66632 Nuevo Leon
159,GRUPO TAQ.COM  SA DE CV,AV PERIMETRAL SUR 247 A ADOLFO LOPEZ MATEOS SANTA CATARINA 66360 Nuevo Leon
160,REQUYS  SA DE CV,PRAGA 4460 nan LAS TORRES MONTERREY 64930 Nuevo Leon
161,PLANDEACERO  SA DE CV,CONSTITUYENTES DEL 57 2711 nan FABRILES MONTERREY 64550 Nuevo Leon
162,GAMA ELEVADORES MEXICO AMERICANOS  SA DE CV,PLAZA SANTA GERTRUDIS 22 nan CIUDAD SATELITE MONTERREY 64960 Nuevo Leon
163,FLOYD INDUSTRIES  SA DE CV,2A CALLE AL NTE 1161 nan RIO PESQUERIA GENERAL ESCOBEDO 66052 Nuevo Leon
164,MIKORE  SA DE CV,JOSE TRINIDAD VILLAGOMEZ 2510 nan BELLA VISTA MONTERREY 64410 Nuevo Leon
165,LOZANO VIAJES INTERNACIONALES  SA DE CV,PSO COLON 2300 LOC 2 MADERO NUEVO LAREDO 88270 Tamaulipas
166,SERCOM INTERNACIONAL SA DE CV,4 13 nan BENITO JUAREZ FOVISS NUEVO LAREDO 88274 Tamaulipas
167,CENTROS COMERCIALES DEL NORTE  SA DE CV,BOLIVAR 5014 nan MATAMOROS NUEVO LAREDO 88210 Tamaulipas
168,MARTELL TRUCKING  SA DE CV,SIN NOMBRE MANZANA 11 LOTE 1 ZONA 1 EJIDO LA CRUZ NUEVO LAREDO 88176 Tamaulipas
169,CONSTRUCTORA LM DE OCCIDENTE  SA DE CV,CLAUDIO PTOLOMEO 5885 nan PASEOS DEL SOL ZAPOPAN 45070 Jalisco
170,ALBERTO MOEL  SA DE CV,SANTA MONICA 29 nan GUADALAJARA CENTRO GUADALAJARA 44100 Jalisco
171,SERVICIOS INDUSTRIALES EN SISTEMAS ELECTRICOS SA DE CV,PARAISO 1889 nan FRESNO PONIENTE GUADALAJARA 44900 Jalisco
172,MAYOREO DE MADERAS DE ZAPOPAN  SA DE CV,JUAN PABLO II 751 nan EL VIGIA ZAPOPAN 45140 Jalisco
173,THE SOURCE CLP SA DE CV,AV FRANCIA 1615 nan MODERNA GUADALAJARA 44190 Jalisco
174,SOUTZ BEKO DE MEXICO SA DE CV,EL SOL 2714 19 JARDINES DEL BOSQUE NORTE GUADALAJARA 44520 Jalisco
175,CENTRO AUTOMOTRIZ DEOCCIDENTE  SA DE CV,ISLOTE 3029 nan STA EDUWIGES GUADALAJARA 44580 Jalisco
176,PELLETS  SA DE CV,CALLE 2 A 2187 nan FERROCARRIL GUADALAJARA 44440 Jalisco
177,GM COM  SA DE CV,LAPIZLAZULI 2960 nan RESIDENCIAL VICTORIA GUADALAJARA 44560 Jalisco
178,ABASTECEDORA PLASTICA OBMAR SA DE CV,CALLE 3 1019 nan ZONA INDUSTRIAL GUADALAJARA 44940 Jalisco
179,"REJALSON, SA DE CV",AV GOBERNADOR CURIEL 2786 nan ZONA INDUSTRIAL GUADALAJARA 44940 Jalisco
180,TRANSPORTES AMERICANOS  SA DE CV,CALLE 1 733 nan ZONA INDUSTRIAL GUADALAJARA 44940 Jalisco
181,IMPORTADORA SERVICARNES  SA DE CV,CALLE 30 2585 1 ZONA INDUSTRIAL GUADALAJARA 44940 Jalisco
182,USA MEX CARRIER  SA DE CV,PERIFERICO SUR 5879 nan LAS PINTAS DE ABAJO SAN PEDRO TLAQUEPAQUE 45619 Jalisco
183,PANIFICADORA ANGELITA BECERRIL  SA DE CV,MIRADOR AL SOL 1079 nan VISTA HERMOSA ZAPOPAN 45189 Jalisco
184,"CANTERAS STA LUCIA, SA DE CV",CALLE LAZARO CARDENAS 627 nan SAN ISIDRO EJIDAL ZAPOPAN 45147 Jalisco
185,CALZADO PUERTO VALLARTA  SA DE CV,DE LOS TULES 178 8 # 9 VERSALLES PUERTO VALLARTA 48310 Jalisco
