,nombre,direccion
748,CALDERONI PRODUCTOS INDUSTRIALES  SA DE CV,AVENIDA PRINCIPAL 4 nan EL MARQUES EL MARQUES 76240 Queretaro
749,CONSTRU VIGUETAS ESPINOSA  SA DE CV,MANUELA MEDINA 207 5 BUROCRATA QUERETARO 76070 Queretaro
750,INTERTRADE LOGISTICS SA DE CV,BERNARDO QUINTANA 9800 C 208 CENTRO SUR QUERETARO 76090 Queretaro
751,SPIQUA  SA DE CV,FRAY DIEGO DE LANDA 237 nan QUINTAS DEL MARQUES QUERETARO 76047 Queretaro
752,GLOBAL INDUSTRIES SOLUTIONS  SA DE CV,CALLE PARANDA 8 1 LOS OLVERA CORREGIDORA 76904 Queretaro
753,SGP OPERADORA DE SERVICIOS  SA DE CV,MOISES SOLANA 78 nan PRADOS DEL MIRADOR QUERETARO 76070 Queretaro
754,INFINITY SOLUCIONES MEDICAS  SA DE CV,CERRO DE LA SOLEDAD 59 nan BOULEVARES DEL CIMAT CORREGIDORA 76903 Queretaro
755,ASERCATECQ S DE RL DE CV,ESCOBEDO 209 9 CENTRO SANTIAGO DE QUERETARO 76000 Queretaro
756,SURTIDORA DE EMPAQUETADURA Y HULE INDUSTRIAL  SA DE CV,JOSE MARIA PINO SUAREZ 388 nan NI#OS HEROES QUERETARO 76010 Queretaro
757,CIMETAL  SA DE CV,AV GUADALUPE 601 A MARAVILLAS JESUS MARIA 20900 Aguascalientes
758,CENTRO DE COMPUTO DEFRESNILLO  SA DE CV,LUIS MOYA 401 SUR ELECTRICISTAS FRESNILLO 99090 Zacatecas
759,AGROTRACTORES DE FRESNILLO  SA DE CV,CARRETERA PANAMERICANA KM 55 SN nan INSURGENTES FRESNILLO 99090 Zacatecas
760,PAPAS NORTEAS III FRESNILLO  SA DE CV,MODULO D BODEGA 10 nan LINDAVISTA FRESNILLO 99039 Zacatecas
761,SERVICIOS AUTOENERGETICOS CAMPOS  SA DE CV,BUGAMBILIAS 31 nan MARAVILLAS TEOCALTICHE 47204 Jalisco
762,LLANTAS Y SERVICIOS ABELARDO SA DE CV,AMERICAS 51 nan VILLA HIDALGO CENTRO VILLA HIDALGO 47250 Jalisco
763,HILOS FINOS DE OCCIDENTE SA DE CV,ESCORZA 798 nan MODERNA GUADALAJARA 44190 Jalisco
764,CONSTRUCTORA VILLA HIDALGO  SA DE CV,C COLON 50 nan VILLA HIDALGO VILLA HIDALGO 47250 Jalisco
765,TRANSPORTES TURBO EXPRESS  SA DE CV,ABELARDO L RODRIGUEZ 627 nan LA SOLEDAD AGUASCALIENTES 20218 Aguascalientes
766,"SUPER TAZ, SA DE CV",AV MAHATMA GANDHI 814 nan SAN FRANCISCO DEL ARENAL AGUASCALIENTES 20280 Aguascalientes
767,VS BLINDS  SA DE CV,AV DE LA CONVENCION 1914 SUR 1002 nan JARDINES DE SANTA EL AGUASCALIENTES 20236 Aguascalientes
768,JOPACY HH ALUMINIUM  SA DE CV,CALLE SIERRA TARAHUMARA 115 nan LAS CUMBRES AGUASCALIENTES 20170 Aguascalientes
769,GRUPO F J CONSTRUCCIONES  SA DE CV,AVENIDA CONVENCION DE 1914 PONIENTE 818 A GOMEZ AGUASCALIENTES 20060 Aguascalientes
770,BUNKER PROTECCION Y SERVICIOS  SA DE CV,MADERO 444 ######## ZONA CENTRO AGUASCALIENTES 20000 Aguascalientes
771,INGENIERIA Y CONSTRUCCION PEREZ ASOCIADOS  SA DE CV,AVE ABELARDO L RODRIGUEZ 613 nan LA SOLEDAD AGUASCALIENTES 20326 Aguascalientes
772,TODO EN RECUBRIMIENTOS Y MATERIALES PARALA CONSTRU  SA DE CV,BOULEVARD A ZACATECAS 410 nan SAN JOSE DEL ARENAL AGUASCALIENTES 20130 Aguascalientes
773,ENERWIRE  SA DE CV,CIRCUITO EL ROBLE 157 nan ARBOLEDAS DE PASO BL JESUS MARIA 20924 Aguascalientes
774,"CHRISTIES, SA DE CV",CENTRO COMERCIAL ALTARIA 849 L 1025 TROJES DE ALONSO AGUASCALIENTES 20116 Aguascalientes
775,CONSTRUCTORA INDUSTRIAL PLATA SA DE CV,CARDINAL 108 nan PASO BLANCO JESUS MARIA 20924 Aguascalientes
776,"XTRACEROS, SA DE CV",AV CONVENCION OTE 324 nan LAS VINAS INFONAVIT AGUASCALIENTES 20160 Aguascalientes
777,DIGITALAGS  SA DE CV,AV UNIVERSIDAD 1001 LOCAL 60 BOSQUES DEL PRADO NO AGUASCALIENTES 20127 Aguascalientes
778,CBG CONSTRUCCIONES  SA DE CV,AV LAS AMERICAS 608 101 LAS AMERICAS AGUASCALIENTES 20230 Aguascalientes
779,MATRA CONCRETOS  SA DE CV,BLV MIGUEL DE LA MADRID 918 A CORRAL DE BARRANCOS JESUS MARIA 20900 Aguascalientes
780,MOTOCARROS DEL BAJIO SA DE CV,AV CHICHIMECO 107 nan PARQUE INDUSTRIAL CHICHIMECO JESUS MARIA 20900 Aguascalientes
781,INNOVACION ECUESTRE  SA DE CV,AV PASO BLANCO 311 A PASO BLANCO JESUS MARIA 20924 Aguascalientes
782,CALZAGS  SA DE CV,AV INDEPENDENCIA 2351 79 TROJES DE ALONSO AGUASCALIENTES 20116 Aguascalientes
783,CONSTRUCCION MANTENIMIENTO Y TRATAMIENTOPISOS VAMA  SA DE CV,MIGUEL DE LA MADRID 906 A RESIDENCIAL CAMPESTR JESUS MARIA 20900 Aguascalientes
784,PROFESIONALES EN PRODUCTOS QUIMICOS  SA DE CV,ADOLFO RUIZ CORTINES 1510 nan GARZA NIETO MONTERREY 64420 Nuevo Leon
785,FERRETERIA IMPERIO  SA DE CV,CRISTALERIA 1112 nan VIDRIERA MONTERREY 64520 Nuevo Leon
786,SOPORTE EN ELECTRICIDAD Y CONTROL  SA DE CV,ADOLFO LOPEZ MATEOS 121 nan PARQUE INDUSTRIAL SAN RAFAEL GUADALUPE 67119 Nuevo Leon
787,"CODISA MONTERREY, SA DE CV",DR JOSE MARIA LUIS MORA 174 nan SARABIA MONTERREY 64490 Nuevo Leon
788,ACEROS VILLARREAL SA DE CV,CARRETERA A MONCLOVA 305 nan NO ESPECIFICADA EN E GENERAL ESCOBEDO 66052 Nuevo Leon
789,CANTU BASICOS  SA DE CV,AV SAN NICOLAS NORTE 2111 nan 1 DE MAYO F# 97 MONTERREY 64550 Nuevo Leon
790,ANDES TRADING DE MEXICO SA DE CV,MARTIN CARRERA 1106 nan NI#O ARTILLERO MONTERREY 64280 Nuevo Leon
791,NEGOCIACIONES FUENTES SA DE CV,LA LUZ 4549 nan VILLA LAS FUENTES MONTERREY 64890 Nuevo Leon
792,ADVANCED COMMUNICATIONS DE MEXICO  SA DE CV,LIBERTAD ESQUINA PARIQUTIN 1822 nan ROMA MONTERREY 64700 Nuevo Leon
793,INDUSTRIALIZACIONES GUMEX  SA DE CV,AURELIO ANAYA PEREZ 270 nan CIUDAD INDUSTRIAL TORREON 27019 Coahuila
794,EQUIPOS Y TECNOLOGIAS MINERAS  SA DE CV,CARRET  LA UNION L#4 Y 5 nan LA UNION TORREON 27367 Coahuila
795,PRODUCTOS Y ASESORESVETERINARIOS  SA DE CV,CALZ SALVADOR CREEL 56 nan LAS MARGARITAS TORREON 27130 Coahuila
796,TRANSPORTE INTERMODAL MEXICANO  SA DE CV,CIRCUITO ENRIQUE DE LARA 211 nan CIUDAD INDUSTRIAL TORREON 27019 Coahuila
797,"METAL FORMER, SA DE CV",MARTIRES DE RIO BLANCO NTE 1870 nan CENTRO TORREON 27000 Coahuila
798,MANUFACTURAS CORRELI SA DE CV,TOPIA 474 nan PARQ IND LAGUNERO GOMEZ PALACIO 35078 Durango
799,INTERNACIONAL DE SISTEMAS AGROPECUARIOS  SA DE CV,BLVD EL TAJITO 491 nan LOCALIDAD TORREON TORREON 27110 Coahuila
800,"MINERALES DE AVINO, SA DE CV",CARR CUENCAME#TORREON KILOMETRO 2 SN nan CUENCAME GOMEZ PALACIO 35069 Durango
801,DERRINSA DE TORREON  SA DE CV,DIAGONAL REFORMA OTE 1508 OTE CENTRO TORREON 27000 Coahuila
802,REPRESENTACIONES INDUSTRIALES REINCOS SA DE CV,BOULEVARD EJERCITO MEXICANO 393 nan PARQUE INDUSTRIAL CA GOMEZ PALACIO 35079 Durango
803,GRUPO COMERCIAL GRANBAZAR  SA DE CV,SALTILLO 400 SUR 290 XXXX NUEVA CALIFORNIA TORREON 27060 Coahuila
804,HERRAMIENTAS AUTO INDUSTRIALES  SA DE CV,CUAUHTEMOC NTE 1048 nan CENTRO TORREON 27000 Coahuila
805,LABORATORIO INTEGRALDE LA LAGUNA  SA DE CV,BLVD REVOLUCION 2346 BIS TORREON JARDIN COL TRN TORREON 27200 Coahuila
806,MERCADO DE ANDAMIOS  SA DE CV,BOULEVARD REBOLLO ACOSTA 413 nan SANTA ROSA GOMEZ PALACIO 35069 Durango
807,IMPORTACIONES Y EQUIPOS MINEROS  SA DE CV,ANTONIO DE JUAMBELZ 145 SUR JARDINES REFORMA TORREON 27060 Coahuila
808,COMERCIALIZADORA OLHMAN  SA DE CV,ANTONIO DUENEZ OROZCO 50 A CIUDAD INDUSTRIAL TORREON TORREON 27019 Coahuila
809,IMPRESORES OBREGON  SA DE CV,MUZQUIZ 465 nan CENTRO TORREON 27000 Coahuila
810,VISION CONSTRUCCIONES DE MEXICO  SA DE CV,INSTITUTO LITERARIO 515 nan TOLUCA DE LERDO CENT TOLUCA 50000 Estado de Mexico
811,PRESTADORA Y SERVICIOS VIP  SA DE CV,AMADO NERVO 115 8 SALVADOR SANCHEZ COLIN TOLUCA 50150 Estado de Mexico
812,CONSTRUCCION DE INFRAESTRUCTURA Y MANTENIMIENTO  SA DE CV,REVOLUCION SN 2DO PISO SAN NICOLAS TOLENTIN TOLUCA 50230 Estado de Mexico
813,TECHOS ESTRUCTURALESMEXICANOS  SA DE CV  SA DE CV,MIGUEL HIDALGO 4 nan SAN NICOLAS TOLENTIN TOLUCA 50230 Estado de Mexico
814,PROVEEDOR DE BIBLIOTECAS  SA DE CV,MIGUEL HIDALGO 706 nan CONCEPCION LA CRUZ SAN ANDRES CHOLULA 72810 Puebla
815,INSTALACIONES ELECTRICAS A E  SA DE CV,MORELOS 8914 nan 16 DE SEPTIEMBRE SUR PUEBLA 72590 Puebla
816,DEUTSCHES REISEBUERO SA DE CV,33 SUR 4 nan LA PAZ PUEBLA 72160 Puebla
817,EDIFICACIONES ATENIENSES  SA DE CV,3 PONIENTE 37 nan LA PAZ PUEBLA 72160 Puebla
818,MULTIOPERADORA COMERCIAL E INDUSTRIAL SA DE CV,CARRETERA LA ISLA KM 2 5 nan MIGUEL HIDALGO CENTRO 86128 Tabasco
819,CM Y K SERVICIOS  SA DE CV,GREGORIO MENDEZ MAGANA 2006 B B JOSE N ROVIROSA CENTRO 86050 Tabasco
820,INGENIERA Y SERVICIOS AMBIENTALES ALTUS  SA DE CV,GREGORIO MENDEZ 1405 12 NUEVA VILLAHERMOSA CENTRO 86070 Tabasco
821,LA COCINA DE PANES  SA DE CV,ADOLFO RUIZ CORTINES 802 nan ADOLFO LOPEZ MATEOS CENTRO 86040 Tabasco
822,GRUPO ASOCIADO DEL SURESTE INGENIERIA Y SERVICIOS  SA DE CV,CARRETERA ESTATAL ANACLETO CANABAL PRIMERA A ANACL KM 3 55 nan ANACLETO CANABAL 1ER CENTRO 86280 Tabasco
823,CENTRO AGROPECUARIO CASA AGRO  SA DE CV,CARLOS A MADRAZO 23 SN PUEBLO NUEVO CARDENAS 86560 Tabasco
824,CES IMPORTADORES MEXICO S DE RL DE CV,JOSEFA ORTIZ DE DOMINGUEZ 111 PISO 2 CARDENAS CENTRO CARDENAS 86500 Tabasco
825,LABORATORIOS DE ANALISIS CLINICOS PASTEUR SA DE CV,CALLE 56 201 nan BUROCRATAS CARMEN 24160 Campeche
826,"COTER, SA DE CV",CALLE 40 111 nan CUAUHTEMOC CARMEN 24170 Campeche
827,MEGASIS  SA DE CV,AV LOPEZ MATEOS 26 nan CIUDAD DEL CARMEN CENTRO CARMEN 24100 Campeche
828,SUMINISTROS Y MANTENIMIENTO INTEGRAL  SA DE CV,CALLE 23 72 nan BENITO JUAREZ CARMEN 24180 Campeche
829,INTER DEL CARIBE  SA DE CV,CALLE 20 A 17 nan PALLAS CARMEN 24140 Campeche
830,GRUPO JAROCHOS SA DE CV,22 153 nan CIUDAD DEL CARMEN CENTRO CARMEN 24100 Campeche
831,PROYECTOS PENINSULARES SA DE CV,1 SUR 100 nan PUERTO PESQUERO CARMEN 24140 Campeche
832,FERRETERIA EL ESCALON  SA DE CV,AV ISLA DE TRIS 196 nan BELISARIO DOMINGUEZ CARMEN 24150 Campeche
833,LOGISTIC ENGINEERING SA DE CVCENTR,SALOMON GONZALEZ BLANCO 7 C EL TIVOLI SAN CRISTOBAL DE LAS CASAS 29214 Chiapas
834,FERREMOTOBOMBAS  SA DE CV,BLV JUAN SABINES 5 D SAN DIEGO SAN CRISTOBAL DE LAS CASAS 29270 Chiapas
835,OPERADORA DE HOTELESLOPEZ ZARATE  SA DE CV,DIEGO DE MAZARIEGOS 39 nan LA MERCED SAN CRISTOBAL DE LAS CASAS 29240 Chiapas
836,REPRESENTACIONES TURISTICAS OCOSINGO  SA DE CV,REAL DE GUADALUPE 7 1 SAN CRISTOBAL DE LAS SAN CRISTOBAL DE LAS CASAS 29200 Chiapas
837,SERVICIOS TURISTICOSHERNANZ  SA DE CV,EJERCITO NAL 66 nan EL CERRILLO SAN CRISTOBAL DE LAS CASAS 29220 Chiapas
838,ADMINISTRADORA TURISTICA CORGONZA  SA DE CV,GUADALUPE VICTORIA 69 nan LA MERCED SAN CRISTOBAL DE LAS CASAS 29240 Chiapas
839,TECNOSERVICIOS ESPECIALIZADOS  SA DE CV,JOSE LOPEZ PORTILLO 31 nan VICENTE GUERRERO CAMPECHE 24035 Campeche
840,DISTRIBUCIONES Y CONSTRUCCIONES DE CALAKMUL  SA DE CV,AV CALAKMUL S nan XPUJIL CALAKMUL 24640 Campeche
841,CONGELADORA DE PESCADOS Y MARISCOS DEL GOLFO  SA DE CV,CALLE 20 SN nan ISSSTE CHAMPOTON 24400 Campeche
842,GALLETERA RICHAUD HERMANOS SA DE CV,GALEANA SN nan SAN JOSE CAMPECHE 24040 Campeche
843,MODAS DE FRANCIA  SA DE CV,CALLE 58 506 nan MERIDA CENTRO MERIDA 97000 Yucatan
844,COMERCIALIZADORA DE ALIMENTOS MEXICANOS SA DE CV,CALLE 52 X 35 Y 37 389D D MERIDA CENTRO MERIDA 97000 Yucatan
845,CENTRO DE REPRESENTACIONES PENINSULARES SA DE CV,CALLE 38 NUM 459 X 23 Y 25 459 nan FRACC LOS PINOS MERIDA 97138 Yucatan
846,EURONOVIAS  SA DE CV,CALLE 67 X 58 Y 60 491 B nan MERIDA CENTRO MERIDA 97000 Yucatan
847,M.M.M. PRODUCTOS  SA DE CV,38 262 DESPA309 CAMPESTRE MERIDA 97120 Yucatan
848,DANTE INTERACTIVO SA DE CV,CALLE 34 540 A A VICENTE SOLIS MERIDA 97180 Yucatan
849,MC DEL SURESTE S DERL DE CV,AVENIDA AV 28 112 LOCAL 5 MEXICO MERIDA 97125 Yucatan
850,VISUAL GRAPHICS  SA DE CV,TC 26047 SN nan CHOLUL MERIDA 97305 Yucatan
851,AXIS INGENIERIA  SA DE CV,CALLE 21 161 A BUENAVISTA MERIDA 97127 Yucatan
852,RENA COMERCIALIZADORA  SA DE CV,4 DIAGONAL 345 nan NUEVA KUKULKAN MERIDA 97195 Yucatan
853,SOLUCIONES Y PROYECTOS EN ALUMINIO SA DE CV,4 592 nan MANUEL AVILA CAMACHO MERIDA 97159 Yucatan
854,AUTOTRANSPORTES SAETA  SA DE CV,CALLE 59 B X 122 217#219 nan YUCALPETEN# I#N#D#E# MERIDA 97238 Yucatan
855,SERVIND  SA DE CV,CALLE 81 A 542E nan MERIDA CENTRO MERIDA 97000 Yucatan
856,SERVICIOS ELECTROMECANICOS HADES  SA DE CV,CALLE 48 414 nan KANASIN KANASIN 97370 Yucatan
857,ABADA DE CAMPECHE SA DE CV,CALLE 12 644 A nan SAMULA CAMPECHE 24090 Campeche
858,"LINEAS URBE, SA DE CV",CALLE 86 B X 98 687 nan SAMBULA MERIDA 97259 Yucatan
859,"FLEXILATINA,  SA DE CV",C 57 DIAGONAL 490 nan AZCORRA MERIDA 97177 Yucatan
860,VIDRIOS MILLET SA DE CV,65 X 54 Y 52 469 DEPTOD MERIDA# CENTRO MERIDA 97000 Yucatan
861,DISFRUMAYAB  SA DE CV,CINCUENTA Y NUEVE AI CENTRAL DE ABASTOS 356 A nan YUCALPETEN SECC FLORIDA MERIDA 97239 Yucatan
862,DESINFECTANTES DEL SURESTE  SA DE CV,CALLE 42 504 D CENTRO MERIDA 97000 Yucatan
863,"FACTORIA INDUSTRIAL, SA DE CV",RETORNO MARIO VARGAS LLOSA SN 101 COMPLEJO INDUSTRIAL CHIHUAHUA CHIHUAHUA 31136 Chihuahua
864,DISTRIBUIDOR MOBILE HIDRAULICO E INDUSTRIAL  SA DE CV,CALLE RETORNO VIRGILIO 153 nan COMPLEJO INDUSTRIAL CHIHUAHUA CHIHUAHUA 31136 Chihuahua
865,JB ESTRUCTURAS Y MAQUINADOS  SA DE CV,GUADALUPE VICTORIA 1410 nan VILLA JUAREZ CHIHUAHUA 31064 Chihuahua
866,PLASTIPRODUCTOS DEL NORTE  SA DE CV,BLVD JUAN PABLO II 8301 nan AEROPUERTO CHIHUAHUA 31384 Chihuahua
867,YAJELE  SA DE CV,PRIVADA SIERRA DEL CUERVO 5905 nan LOS NOGALES CHIHUAHUA 31150 Chihuahua
868,FARMACIAS DIS FAR H  SA DE CV,VENUSTIANO CARRANZA 2810 nan SANTA ROSA CHIHUAHUA 31050 Chihuahua
869,INDUSTRIA DE INGENIERIA Y SERVICIOS SA DE CV,BLVD# JOSE FUENTES MARES 7418 nan MARMOL CHIHUAHUA 31075 Chihuahua
870,LAS MIL BATALLAS DE SAUCILLO  SA DE CV,CALLE  COLON 541 nan CARLOS CHAVIRA BECER SAUCILLO 33620 Chihuahua
871,MANUFACTURERA SOLMATIC SA DE CV,APDO POSTAL 482 KM 7 CIUDAD CUAUHTEMOC CE CUAUHTEMOC 31500 Chihuahua
872,EMPAQUES DEL HUERTO  SA DE CV,CALZ BELISARIO CHAVEZ SN nan CIUDAD CUAUHTEMOC CENTRO CUAUHTEMOC 31500 Chihuahua
873,LLANTAS Y REFACCIONES AGRICOLAS  SA DE CV,CARR ALVARO OBREGON KM 12 SN nan CAMPO NUMERO 20 CUAUHTEMOC 31607 Chihuahua
874,GRUPO MORAN EXPRESS  SA DE CV,NICOLAS BRAVO 4377 nan FRANCISCO VILLA CUAUHTEMOC 31530 Chihuahua
875,SERVICIO CHAVO SA DE CV,KM 107 # 8 CARR# GUERRERRO SN nan ANEXO LA ESPERANZA CUAUHTEMOC 31529 Chihuahua
876,SERVICIO CEDRON  SA DE CV,KM 20 CARR CUAUHTEMOC CARICHI SN nan CUSIHUIRIACHI OJO DE AGUA CUSIHUIRIACHI 33240 Chihuahua
877,EL CANTO DEL RUISEOR DEL CAMPO 66 SA DE CV,CAMPO 66 SN nan CAMPO MENONITA 66 RIVA PALACIO 31642 Chihuahua
878,QUIMICA AGRICOLA AVANZADA SA DE CV,AVE JUAREZ 703 nan CENTRO GUERRERO 31680 Chihuahua
879,DULZI DJS  SA DE CV,QUINTA LUPITA SN 31510 LA CAMPANA CUAUHTEMOC 31510 Chihuahua
880,"GRUPO MILLENIUM PCS, SA DE CV",ALDAMA Y 13A 1180 nan CIUDAD CUAUHTEMOC CENTRO CUAUHTEMOC 31500 Chihuahua
881,AEROCLUB MANITOBA SA DE CV,KM 28 5 CARR CUAUHTEMOC A ALVARO OBREGON SN nan CAMPO 8 5 CUAUHTEMOC 31614 Chihuahua
882,SEMIREMOLQUES EL PUMA  SA DE CV,CAMPO 51 T 32 ######## CAMPO MENONITA 51T NAMIQUIPA 31978 Chihuahua
883,GUIMEL INTERNACIONAL SA DE CV,CARRETERA CUAUHTEMOC LA JUNTA 10020 nan OTRA NO ESPECIFICADA EN EL CAT CUAUHTEMOC 31524 Chihuahua
884,FUMIGACIONES EL PUMA SA DE CV,CAMPO 51 T CASA 32 SN CAMPO MENONITA 51 NAMIQUIPA 31977 Chihuahua
885,COMBUSTIBLES APASEO  SA DE CV,PROLONGACION GENERAL JUAN ALDAMA 431 nan APASEO EL GRANDE CEN APASEO EL GRANDE 38160 Guanajuato
886,INGENIERIA ELECTROMECANICA Y CIVIL APLICADA  SA DE CV,CALLE CAMINO ESCOBEDO 715 nan LA JOYA JUAREZ 32330 Chihuahua
887,C & E AGENTES ADUANALES  SA DE CV,AV GOMEZ MORIN 7818 nan CAMPESTRE JUAREZ 32460 Chihuahua
888,ADUANASOFT  SA DE CV,MELQUIADES ALANIS 4706 nan MONUMENTAL JUAREZ 32310 Chihuahua
889,INDUSTRIAL RIO CONCHOS SA DE CV,BLVD OSCAR FLORES 3122 nan KILOMETRO 5 JUAREZ 32625 Chihuahua
890,IMPEXTRADE S DE RL DE CV,TUNAL 713 nan PINAR DEL RIO JUAREZ 32414 Chihuahua
891,"CELPLUS, SA DE CV",PELIAS CALLES NTE 309 nan PARTIDO DIAZ JUAREZ 32310 Chihuahua
892,BASIC COMERCIO INTERNACIONAL  SA DE CV,PROL PASEO DEL NOGAL 1536 nan PARTIDO LA FUENTE B JUAREZ 32370 Chihuahua
893,OUTSOURCING SOLTECA S DE RL DE CV,AV VALENTIN FUENTES 2104 2 LA FUENTE JUAREZ 32370 Chihuahua
894,IBCA SERVICIO EXPRESS SA DE CV,M J CLOUTHIER 723 nan ZARAGOZA JUAREZ 32700 Chihuahua
895,"ECI PROYECTOS, SA DE CV",MADERO PTE 1955 DESP 406 CENTRO MONTERREY 64000 Nuevo Leon
896,PREMIER ILUMINACION  SA DE CV,REFORMA 3006 nan MITRAS CENTRO MONTERREY 64460 Nuevo Leon
897,MANGUERAS Y COMPLEMENTOS  SA DE CV,18  DE MARZO 1521 nan TALLERES MONTERREY 64480 Nuevo Leon
898,INVERSIONES Y SERVICIOS ASOCIADOS  SA DE CV,AVE INDUSTRIAS 706 nan BELLA VISTA MONTERREY 64410 Nuevo Leon
899,"AIRE SELECTO, SA DE CV",RIO SENA 3113 nan BERNARDO REYES MONTERREY 64460 Nuevo Leon
900,AMERICAN SEAL  SA DE CV,CEDRAL 222 A MITRAS CENTRO MONTERREY 64460 Nuevo Leon
901,MAQUINADOS TECNICOS OPERATIVOS  SA DE CV,M AVILA CAMACHO 1097 nan L ECHEVERRIA MONTERREY 64260 Nuevo Leon
902,GALA DISTRIBUIDOR FERRETERO  SA DE CV,RIO JORDAN 1735 nan MITRAS CENTRO MONTERREY 64460 Nuevo Leon
903,INNOVACION DIGITAL EN BASCULAS  SA DE CV,LAGOS 213 nan MITRAS SUR MONTERREY 64020 Nuevo Leon
904,TAC CONSULTORES  SA DE CV,ALAMOS 2512 nan CERRO DE LA SILLA MONTERREY 64810 Nuevo Leon
905,FEEL GROW MONTERREY  SA DE CV,DOCTOR JOSE MARIA COSS SUR 1027 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
906,GLICERIDOS Y DERIVADOS  SA DE CV,PRIV LA PUERTA 2993 A LA PUERTA SANTA CATARINA 66367 Nuevo Leon
907,SERVIQUIM DE MONTERREY SA DE CV,20 DE OCTUBRE 1207 nan FRANCISCO I MADERO MONTERREY 64560 Nuevo Leon
908,COPIER DEPOT  SA DE CV,TREVI#O 101 SUR nan SAN NICOLAS DE LOS GARZA CENTR SAN NICOLAS DE LOS GARZA 66400 Nuevo Leon
909,CENTRO FLETES TREVINO SA DE CV,AGUSTIN MELGAR 1823 NTE TERMINAL MONTERREY 64580 Nuevo Leon
910,ARTEFACTOS DE PAPEL  SA DE CV,AV LUIS G SADA 202 PTE COL DEL NORTE MONTERREY 64500 Nuevo Leon
911,MANUFACTURERA J M J  SA DE CV,WASHINGTON PTE 413 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
912,EL COMINO COMERCIAL  SA DE CV,DAVID A COSSIO 1202 nan DEL NTE MONTERREY 64500 Nuevo Leon
913,WSP INTERNATIONAL SA DE CV,LAZARO CARDENAS 435 P12O1210 ZONA LOMA LARGA ORIE SAN PEDRO GARZA GARCIA 66266 Nuevo Leon
914,"TUBOS REGIOS, SA DE CV",MARIANO DE LA GARZA 3409 B NI#O ARTILLERO MONTERREY 64280 Nuevo Leon
915,TRANSPORTES LOGISTICOS MEXICANOS  SA DE CV,OLMO 201 nan DEL BOSQUE EL MANTE 89840 Tamaulipas
916,TRANSPORTES GF SA DE CV,JUAN JOSE DE LA GARZA OTE 440 B CENTRO EL MANTE 89800 Tamaulipas
917,RESTAURANT EL SONORENSE SA DE CV,CALZ DE LAS AMERICAS 1002 nan COL#SONORA MEXICALI 21210 Baja California
918,"SERVICIO ATM, SA DE CV",BLVD LAZARO CARDENAS 1701 nan RANCHO LA BODEGA MEXICALI 21379 Baja California
919,JICOMEX  SA DE CV,LIDIA 281 nan RESIDENCIAS MEXICALI 21280 Baja California
920,COMBUSTIBLES VALLE DE MEXICALI  SA DE CV,CARRT MEXICALI SAN LUIS KM 6 5 nan HERMOSILLO MEXICALI 21840 Baja California
921,VIDRIERA DEL VALLE DE BC S DE RL DE CV,BLVD ANAHUAC 2014 nan JARDINES DEL LAGO MEXICALI 21330 Baja California
922,SEREX DEL NORTE  SA DE CV,BLV INDEPENDENCIA 184 OTE TORREON CENTRO TORREON 27000 Coahuila
923,CENTRO CLIMAS VALADEZ  SA DE CV,02 DE ABRIL 698 nan INDEPENDENCIA MONTERREY 64720 Nuevo Leon
924,ALUMINIOS Y COMPONENTES BERNAL  SA DE CV,AV DEL ACERO 125 nan PARQUE IND ESCOBEDO GENERAL ESCOBEDO 66062 Nuevo Leon
925,COPY CONCEPTS DE MEXICO S DE RL DE CV,HIDALGO 569 PTE A CENTRO MONTERREY 64000 Nuevo Leon
926,ASESORES CONSULARES INTEGRALES  SA DE CV,MANUEL DOBLADO NTE 217 nan MONTERREY CENTRO MONTERREY 64000 Nuevo Leon
927,AEREM INDOOR QUALITYSOLUTIONS  SA DE CV,SERAFIN PE#A 475 nan CENTRO MONTERREY MONTERREY 64000 Nuevo Leon
928,EQUIPOS Y SOLDADURA S RAFE  SA DE CV,CARRETERA MIGUEL ALEMAN KM 14 2 B7 EJIDO MEZQUITAL APODACA 66630 Nuevo Leon
929,OPERADORA DE BIENES RAICES PUERTA DE MAR SA DE CV,AVENIDA ADOLFO LOPEZ MATEOS 60 nan SAN ROMAN CAMPECHE 24040 Campeche
930,EMPRESAS PUGA  SA DE CV,CALLE 22 SN nan CENTRO CAMPECHE 24520 Campeche
931,UNLIMITED PETROLEUM CONSULTING  SA DE CV,2 DE ENERO 111 nan CAZONES POZA RICA DE HIDALGO 93230 Veracruz
932,PROCITRUS  SA DE CV,CARR CAZONES KM 4 1000 SN nan PAPANTLA CENTRO PAPANTLA 93400 Veracruz
933,ASAVE ASESORES AGENTE DE SEGUROS Y DE FIANZAS  SA DE CV,CERRO DEL PICACHOS 770 nan OBISPADO MONTERREY 64060 Nuevo Leon
934,COMERCIALIZADORA DE PLASTICOS Y CORRUGADOS  SA DE CV,RAMON RIVERA LARA 6435 nan CASAS GRANDES INF 1A SEC JUAREZ 32600 Chihuahua
935,ORTO-VEL  SA DE CV,OLIMPIA 1702 L 4 NUEVA LINDAVISTA GUADALUPE 67110 Nuevo Leon
936,SISTEMAS INTEGRALES PARA EL MANEJO DE CARGA  SA DE CV,CALLE 32 534 A nan ROBLE AGRICOLA III MERIDA 97255 Yucatan
