,nombre,direccion
3012,CHOCOLATES POTOSINOS SA DE CV,JUVENTINO ROSAS 270 nan JARDINES DEL ESTADIO SAN LUIS POTOSI 78280 San Luis Potosi
3013,RAYPP  SA DE CV,TOMASA ESTEVES 1013 nan ALAMITOS SAN LUIS POTOSI 78280 San Luis Potosi
3014,MICROCENTRO DE SAN LUIS  SA DE CV,FRAY JOSE DE ARLEGUI 2325 L 17 POLANCO SAN LUIS POTOSI 78220 San Luis Potosi
3015,ALDENFER PACK SOLUTIONS  SA DE CV,AV DR SALVADOR NAVA MARTINEZ AV DE LOS MAESTROS 1509 9 SAN LEONEL SAN LUIS POTOSI 78387 San Luis Potosi
3016,ABRACINTAS Y ADHESIVOS S DE RL DE CV,AV SALVADOR NAVA MARTINEZ 2946 nan TANGAMANGA SAN LUIS POTOSI 78269 San Luis Potosi
3017,"MUEBLES MARYAL, SA DE CV",INDEPENDENCIA 935 nan CENTRO SAN LUIS POTOSI 78000 San Luis Potosi
3018,CORPORATIVO IMPROZOL SA DE CV,CALLE 7 305 A INDUSTRIAL AVIACION SAN LUIS POTOSI 78140 San Luis Potosi
3019,POSADAS TRE FRATELLI SA DE CV,JUAN SARABIA 120 nan SAN LUIS POTOSI CENTRO SAN LUIS POTOSI 78000 San Luis Potosi
3020,BALEROS Y ABASTOS DESAN LUIS  SA DE CV,AV JOSE DE GALVEZ 170 nan CENTRO DE ABASTOS SAN LUIS POTOSI 78390 San Luis Potosi
3021,COMERCIALIZADORA CRISTAL SAN LUIS  SA DE CV,MARIANO ABASOLO 149 1 SAN SEBASTIAN SAN LUIS POTOSI 78349 San Luis Potosi
3022,"TALLERES REENMEN, SA DE CV",AQUILES SERDAN 773 nan SANTIAGO DEL RIO SAN LUIS POTOSI 78049 San Luis Potosi
3023,CERCAS NUNGARAY  SA DE CV,AV RICARDO B ANAYA 413 A JARDINES DEL VALLE SOLEDAD DE GRACIANO SANCHEZ 78437 San Luis Potosi
3024,TRANSPORTUARIOS  SA DE CV,PRIVADA PALMA REAL 50 nan FRACC NUEVA ORQUIDEA SAN LUIS POTOSI 78390 San Luis Potosi
3025,CONSORCIO NEUMATICO MEXICANO  SA DE CV,DR JUAN N NAVARRO 37 A CHAPULTEPEC ORIENTE MORELIA 58260 Michoacan
3026,CABLEVIA  SA DE CV,P ZIRACUARETIRO 1016 nan ERENDIRA MORELIA 58240 Michoacan
3027,"BOLIMEX, SA DE CV",BLVD MARIANO ESCOBEDO OTE 2719 nan LA MARTINICA LEON 37500 Guanajuato
3028,PREMIUM ELECTRIC SA DE CV,TEODORO GONZALEZ LEON 111 nan VILLA CONTEMPORANEA LEON 37210 Guanajuato
3029,PROVIRAM  SA DE CV,CALZADA TEPEYAC 460 204 ANDRADE LEON 37020 Guanajuato
3030,"CUCHILLERIA VILCHES, SA DE CV",SAN CAYETANO 125 0 EL COECILLO LEON 37260 Guanajuato
3031,KYLTEKNIK  SA DE CV,BLVD JOSE MA MORELOS 5320 nan CANADA DE ALFARO LEON 37238 Guanajuato
3032,CALZADO ARTIGIANO SA DE CV,TOTONACAS 105 PTE PTE LAS BUGAMBILIAS LEON 37270 Guanajuato
3033,ELECTRO RAMSA  SA DE CV,27 DE SEPTIEMBRE 719 nan OBREGON LEON 37320 Guanajuato
3034,BORDADOS MICHEL  SA DE CV,PRIV CONSUELO 120 A CENTRO LEON 37000 Guanajuato
3035,EMPAQLEON  SA DE CV,PURISIMA 301 A INDUSTRIAL LEON 37340 Guanajuato
3036,SIMON MAQUINARIA  SA DE CV,MELCHOR OCAMPO 502 nan OBREGON LEON 37320 Guanajuato
3037,INTERBELLE  SA DE CV,FLORAMA 2809 nan ALTAVISTA INVERNADER MONTERREY 64770 Nuevo Leon
3038,LA MARIPOSA DE LEON  SA DE CV,ALVARO OBREGON 106 nan CENTRO LEON 37000 Guanajuato
3039,GIOVANNA CAMILA  SA DE CV,CALLE FRANCISCO I MADERO 120 nan CENTRO LEON 37000 Guanajuato
3040,TECNOLOGIA REDES Y TELECOMUNICACIONES SA DE CV,JUAN BAUTISTA LA SALLE 709 nan VALLE DEL CAMPESTRE LEON 37150 Guanajuato
3041,UC NETWORKS LEON  SA DE CV,ALUD 833 201 JARDINES DEL MORAL LEON 37160 Guanajuato
3042,SILAO GAS  SA DE CV,5 DE MAYO 94  SILAO CENTRO SILAO DE LA VICTORIA 36100 Guanajuato
3043,GRUPO PAMOPTIC SA DE CV,MORELOS 613 nan ACAMBARO CENTRO ACAMBARO 38600 Guanajuato
3044,CEMENTOS CRUZ AZUL DE ACAMBARO SA DE CV,CARR ACAMBARO CHUPICUARO 28 nan VILLAS DEL SOL ACAMBARO 38601 Guanajuato
3045,PRODUCTOMAT SPR DE RL DE CV,ACAMBARO SALVATIERRA KM 3 nan LOS FRESNOS ACAMBARO 38738 Guanajuato
3046,SERVICIO NUEVO CHUPICUARO  SA DE CV,KM 4 CARR ACAMBAROJ JERECUARO KM 4 nan CHUPICUARO ACAMBARO 38750 Guanajuato
3047,"CONFECCIONES QUINT, SA DE CV",AV FRANCISCO I MADERO 812 nan COL CENTRO AGUASCALIENTES 20000 Aguascalientes
3048,API GAS  SA DE CV,AV LICENCIADO ADOLFO LOPEZ MATEOS 1001 112 SAN LUIS AGUASCALIENTES 20250 Aguascalientes
3049,CONEXION ASIA S DE RL DE CV,DAMASCO 420 A LA ESTACION AGUASCALIENTES 20259 Aguascalientes
3050,CASA Y COSAS  SA DE CV,HORNEDO 556 nan CENTRO AGUASCALIENTES 20000 Aguascalientes
3051,GI LOGISMART  SA DE CV,ALFREDO LEWIS 202 nan GREMIAL AGUASCALIENTES 20030 Aguascalientes
3052,ENERGIA PORTATIL DE AGUASCALIENTES SA DE CV,ROMITA 209 3 INDUSTRIAL LEON 37340 Guanajuato
3053,AUTOMATIZACION Y DESARROLLO DE SISTEMAS DE ING  SA DE CV,PROL MADRE SELVA 12 nan GRANJAS BANTHI SAN JUAN DEL RIO 76804 Queretaro
3054,GRUPO MALE  SA DE CV,OAXACA 41 MZA 10 MEXICO SAN JUAN DEL RIO 76806 Queretaro
3055,CARNES FINAS RAMIREZ SA DE CV,RANCHO SANTA MARTHA 7 nan JALOSTOTITLAN CENTRO JALOSTOTITLAN 47120 Jalisco
3056,MERCADERES DE LOS ALTOS DE JALISCO SA DE CV,EXIQUIO CAMPOS 138 nan CANTERIA SAN MIGUEL EL ALTO 47140 Jalisco
3057,"TOPOGRAFIA, INGENIERIA Y DISENO  SA DE CV",CONVENTO DE SAN AGUSTIN PB 31 nan MARIANO DE LAS CASAS QUERETARO 76116 Queretaro
3058,VOGAR UPS  SA DE CV,AVENIDA FUNDICION 5 B nan PARQUES INDUSTRIALES QUERETARO 76160 Queretaro
3059,GRANOS BAJA PACIFICO SA DE CV,CARR LIBRE TECATE TIJUANA KM1399 SN PASO DEL AGUILA TECATE 21470 Baja California
3060,TROQUELADOS FRA RAY  SA DE CV,CALLE 2 1251 nan JURICA QUERETARO 76100 Queretaro
3061,CONSERVACION DE QUERETARO SA DE CV,AV ADOLFO LOPEZ MATEOS 152 nan LAS AMERICAS QUERETARO 76121 Queretaro
3062,TECNICA ELECTROMECANICA CENTRAL  SA DE CV,TECNICOS 250 nan EPIGMENIO GONZALEZ SANTIAGO DE QUERETARO 76130 Queretaro
3063,TRELSA  SA DE CV,BOULEVARD BERNARDO QUINTANA Q7001 TORRE 2 CENTRO SUR QUERETARO 76090 Queretaro
3064,TS RENTA  SA DE CV,BENITO JUAREZ 46 nan SANTA BARBARA CORREGIDORA 76906 Queretaro
3065,TOTEM SOLUCIONES S DE RL DE CV,AVENIDA CONSTITUYENTES 34 9 MERCURIO SANTIAGO DE QUERETARO 76040 Queretaro
3066,TRANSPORTES ARCANGEL SA DE CV,GARDENIAS 32  JESUS MARIA EL MARQUES 76243 Queretaro
3067,"SATELSA, SA DE CV",PASEO DE LA REFORMA 184 nan LOMAS DEL MARQUES QUERETARO 76146 Queretaro
3068,PISOS Y DISENOS DE MEXICO  SA DE CV,PROL LUIS PASTEUR SUR 394 1 VALLE ALAMEDA QUERETARO 76040 Queretaro
3069,APLICACIONES ELECTRICAS DE CELAYA SA DE CV,RIO SONORA 12 nan SAN CAYETANO SAN JUAN DEL RIO 76807 Queretaro
3070,ESYKAR CONDUCTORES  SA DE CV,SAN JUAN DE LOS LAGOS 216 nan VALLARTA PONIENTE GUADALAJARA 44110 Jalisco
3071,GRUAS MW  SA DE CV,AV CONSTITUYENTES 36 nan CENTRO SAN JUAN DEL RIO 76800 Queretaro
3072,TALLER INDUSTRIAL COMETA  SA DE CV,NORTE I MANZANA III LOTE 2 nan NUEVO PARQUE INDUSTR SAN JUAN DEL RIO 76806 Queretaro
3073,NAPOLI MUEBLERA  SA DE CV,MIGUEL VALLADARES 185 nan SIMON DIAZ SAN LUIS POTOSI 78385 San Luis Potosi
3074,AUTOTRASPORTES Y SERVICIOS DE SAN LUIS  SA DE CV,ACCESO NORTE 280 nan BARRIO DE TLAXCALA SAN LUIS POTOSI 78040 San Luis Potosi
3075,ADMINISTRADORA PLATINO  SA DE CV,PROLG NEREO RODRIGUEZ BARRAGAN 1200 10 SANTIAGO DEL RIO SAN LUIS POTOSI 78049 San Luis Potosi
3076,AIDITEC  SA DE CV,BLVD ROCHA CORDERO 905 B NUEVO PROGRESO SAN LUIS POTOSI 78370 San Luis Potosi
3077,GENERADOR DE PAISAJISMO URBANO INTEGRAL  SA DE CV,ANTIGUO CLUB DE GOLF 2 5  LA RIVERA SOLEDAD DE GRACIANO SANCHEZ 78430 San Luis Potosi
3078,ALAMO ACABADOS SA DE CV,AV 25 ORIENTE 810 nan LADRILLERA DE BENITE PUEBLA 72530 Puebla
3079,PALATIA  SA DE CV,31 PONIENTE 319 1ER PISO CHULA VISTA PUEBLA 72420 Puebla
3080,T BELL TELECOM S DE RL DE CV,DELPHOS 4338 nan LOS PILARES PUEBLA 72560 Puebla
3081,ZAPOTITLA Y ASOCIADOS  SA DE CV,CALLE 4 J 17 1 nan BQUES SAN SEBASTIAN PUEBLA 72310 Puebla
3082,"INTERFLEX, SA DE CV",AV 2 ORIENTE 2019 nan RESURGIMIENTO PUEBLA 72370 Puebla
3083,VIBLAS  SA DE CV,GABINO BARREDA 1832 2 SATELITE MAGISTERIAL PUEBLA 72320 Puebla
3084,ESTACION AMALUCAN SA DE CV,INDEPENDENCIA 5202 nan COL SATELITE MAGISTE PUEBLA 72320 Puebla
3085,LOGITRANSCORP  SA DE CV,BLVD ATLIXCAYOTL 1499S 300PISO3 RESERVA TERRITORIAL ATLIXCAYOT SAN ANDRES CHOLULA 72810 Puebla
3086,CORPORATIVO BORETEX  SA DE CV,F 18 nan PARQUE INDUSTRIAL PU PUEBLA 72226 Puebla
3087,COMPAIA JDC  SA DE CV,CEDRO 8 nan ARBOLEDAS DE XILOTZINGO PUEBLA 72590 Puebla
3088,INGENIERIA APLICADA DE CALIDAD Y CONTROL SA DE CV,DIAGONAL 1RO DE ENERO 11705 5 GRANJAS PUEBLA PUEBLA 72490 Puebla
3089,SERVICIOS DE INGENIERIA VERSATILES DE CALIDAD  SA DE CV,CAMINO REAL A CHOLULA 6663 71 FRACCIONAMIENTO LA FUENTE SAN ANDRES CHOLULA 72810 Puebla
3090,GOMEZ VALLARTA Y ASOCIADOS  SA DE CV,PRIVADA 23 SUR 3702 A LOCAL 1 LA NORIA PUEBLA 72410 Puebla
3091,AZUA SANTIESTEBAN CONSULTORES  SA DE CV,2 SUR 3914 201 HUEXOTITLA PUEBLA 72534 Puebla
3092,AMOBLARTE  SA DE CV,AVENIDA 25 ORIENTE 1806 nan BELLAVISTA PUEBLA 72500 Puebla
3093,TALLERES ESPECIALIZADOS EN METALES SA DE CV,CIRCUITO INGENIEROS MECANICOS 114 0 CHACHAPA AMOZOC 72990 Puebla
3094,FACTORIA Y COMERCIALIZADORA EKR  SA DE CV,ANAXIMENES 140 nan VALLE DEL SOL PUEBLA 72565 Puebla
3095,OSOTUR BUSES  SA DE CV,3 SUR 102 A ATLIXCO CENTRO ATLIXCO 74200 Puebla
3096,VIAJES HELENA  SA DE CV,AV JUAREZ 2118 C LA PAZ PUEBLA 72160 Puebla
3097,OZONO POLARIS  SA DE CV,BLVD ATLIXCO 4303 A nan ESTRELLA DEL SUR PUEBLA 72190 Puebla
3098,INYECCIONES PLASTI-K SA DE CV,2 OTE 2613 nan RESURGIMIENTO PUEBLA 72370 Puebla
3099,XUPER ALEACIONES S DE RL DE CV,CALLE 37 PONIENTE 2503 1 BENITO JUAREZ PUEBLA 72410 Puebla
3100,NEUMATICOS MADRO E PUEBLA  SA DE CV,BOULEVARD ATLIXCO 70 A LA PAZ PUEBLA 72160 Puebla
3101,LAVANDERIAS INDUSTRIALES VESCAR  SA DE CV,18 OTE 3807 nan CRISTOBAL COLON PUEBLA 72330 Puebla
3102,JUMATEX  SA DE CV,PROLONGACION INGENIEROS CIVILES 224 nan CHACHAPA AMOZOC 72990 Puebla
3103,PINTURAS Y RECUBRIMIENTOS ORIENTE  SA DE CV,16 DE SEPTIEMBRE 5302 C LAS PALMAS PUEBLA 72550 Puebla
3104,GRUPO REPOSTERO SAN REMO S DE RL DE CV,PRIV 29 A SUR 3106 nan EL VERGEL PUEBLA 72400 Puebla
3105,POE UNIFORMES  SA DE CV,CDA DE LA MORA 1421 nan UNIVERSIDAD PUEBLA 72590 Puebla
3106,GRUPO GASOLINERO IBEROMEXICANO  SA DE CV,PASEO OPERA 2310 311 LOMAS DE ANGELOPOLIS SAN ANDRES CHOLULA 72830 Puebla
3107,ARRENDADORA DE PUEBLA SA DE CV,DIAG DEF DE LA REP 64 nan CORREDOR IND LA CIEN PUEBLA 72260 Puebla
3108,INDUSTRIAS NAKAD  SA DE CV,28 PTE 506 A STA MARIA PUEBLA 72080 Puebla
3109,REDKEN COMERCIALIZADORA  SA DE CV,CARR FED MEX PUE KM 90 801 SN NAVE 1 B PRIMERO HUEJOTZINGO 74160 Puebla
3110,PESCADOS Y MARISCOS LA ALMEJA  SA DE CV,16 PTE 301 nan PUEBLA CENTRO PUEBLA 72000 Puebla
3111,SUSTANCIAS QUIMICAS Y EMPAQUES  SA DE CV,15 DE ENERO 5312 nan SAN BALTAZAR CAMPECHE PUEBLA 72550 Puebla
3112,PLASTIC INJECTION TECHNOLOGY FCG  SA DE CV,AV SAN LORENZO 808 A SANCTORUM CUAUTLANCINGO 72730 Puebla
3113,"NUTREBIEN, SA DE CV",CARRETERA PUEBLA IXCAQUIXTLA KM 6 nan SAN LORENZO OMETEPEC TOCHTEPEC 75615 Puebla
3114,C C SERVICIO JUAREZ  SA DE CV,AV JUAREZ Y CALLE HONDURAS SN nan 27 DE SEPTIEMBRE POZA RICA DE HIDALGO 93320 Veracruz
3115,ALL MY SONS MOVING &STORAGE OF MEXICO  SA DE CV,GAYARRE 26 nan HEROE DE NACOZARI GUSTAVO A MADERO 7780 CDMX
3116,ELECTROCONTROLES Y MOTORES DE PUEBLA SA DE CV,PROLONGACION VICENTE GUERRERO 127 nan LA TRINIDAD SANCTORU CUAUTLANCINGO 72730 Puebla
3117,FIEL HOGAR  SA DE CV,AV 37 PTE 2703 nan BENITO JUAREZ PUEBLA 72410 Puebla
3118,"VIAJES MONY S, SA DE CV",37 NORTE 206 LOCAL 5 AMOR PUEBLA 72140 Puebla
3119,"EUROQUIMIA, SA DE CV",CAMINO REAL SN nan SAN JERONIMO CALERAS PUEBLA 72100 Puebla
3120,DISTRIBUIDORA Y COMERCIALIZADORA EL VOLCAN  SA DE CV,6 ORIENTE 408 2 PUEBLA CENTRO PUEBLA 72000 Puebla
3121,SIBRA INMUEBLES HISTORICOS DE MEXICO  SA DE CV,3 PONIENTE 137  PUEBLA CENTRO PUEBLA 72000 Puebla
3122,NEXUS MEDIA AMERICA S DE RL DE CV,CALLE SEVILLA 111 DESP 7 GABRIEL PASTOR 2A SE PUEBLA 72425 Puebla
3123,"ABARROTES LA LUZ, SA DE CV",BOULEVARD NORTE 1012 A VILLA SAN ALEJANDRO PUEBLA 72090 Puebla
3124,AUTOTRANSPORTES PUEBLA AMOZOC  SA DE CV,3 ORIENTE 4 nan SANTIAGO AMOZOC 72980 Puebla
3125,MEGASERVICIOS PARA EL CONSTRUCTOR  SA DE CV,4 NTE 3006 nan XANENETLA PUEBLA 72290 Puebla
3126,STONES LIFT TRUCKS  SA DE CV,VERACRUZ 102  MEXICO 83 PUEBLA 72017 Puebla
3127,CORPORACION MUEBLERABERTAM SA DE CV,PROLONGACION 6 NORTE 3001 A XANENETLA PUEBLA 72290 Puebla
3128,CONSUL. EN DESARROLLO TECNOLOGICO DE SISTEMAS DTI  SA DE CV,AV TLAXCALA SUR 4 C CENTRO PANZACOLA PAPALOTLA DE XICOHTENCATL 90796 Tlaxcala
3129,CLIMAS INDUSTRIALES DEL NORTE  SA DE CV,20 DE NOVIEMBRE 136 nan CENTRO VERACRUZ 91700 Veracruz
3130,NET HUMANS  SA DE CV,JUAN ENRIQUEZ 72 3 RICARDO FLORES MAGON VERACRUZ 91900 Veracruz
3131,TALLERES Y SERVICIOSAGROINDUSTRIALES GO MEZ SA DE CV,CALLE 21 517 4 CENTRO CORDOBA 94500 Veracruz
3132,INGENIERIA EN SISTEMAS ESPECIALIZADOS DEL GOLFO  SA DE CV,CALLE 21 526 nan CENTRO CORDOBA 94500 Veracruz
3133,ZAPATERIA LA VALENCIANA DE VERACRUZ  SA DE CV,INDEPENDENCIA 1440 nan CENTRO VERACRUZ 91700 Veracruz
3134,CORPORATIVO GUGOM SA DE CV,VERDUZCO 55 nan LOS PINOS VERACRUZ 91870 Veracruz
3135,CONSTRUCTORA ZERPA  SA DE CV,FRAMBOYANES LT 4 MZA 5 BRUNO PAGLIAI VERACRUZ 91697 Veracruz
3136,GRUPO LOGISTICA INTEGRAL GLI  SA DE CV,AV LAS AMERICAS 140 TORRE AMERICAS INTERIOR 1401 nan LAS AMERICAS BOCA DEL RIO 94298 Veracruz
3137,CONSTRUCCIONES PORTEAS  SA DE CV,CULTURA 68  EL COYOL UHAB VERACRUZ 91779 Veracruz
3138,DESP DIAZ Y CIA  SA DE CV,51 PONIENTE 505 203 RESIDENCIAL BOULEVAR PUEBLA 72440 Puebla
3139,MULTIOFICINAS DE PUEBLA SA DE CV,CALLE 33 SUR 3506 A EL VERGEL PUEBLA 72440 Puebla
3140,CREMERIA Y SALCHICHONERIA LA CUSPIDE  SA DE CV,CTO INTERIOR 2 BOD 78 nan CENTRAL DE ABASTOS PUEBLA 72019 Puebla
3141,COMERCIALIZADORA DE COMBUSTIBLES AUTOMOTRICES  SA DE CV,VIA CORTA SANTA ANA KM 5 nan SAN BARTOLOME SAN PABLO DEL MONTE 90970 Tlaxcala
3142,CLINKER CONCRETOS SA DE CV,BOULEVARD ATLIXCO 37 128 SAN JOSE VISTA HERMO PUEBLA 72190 Puebla
3143,RGC MANUFACTURAS SA DE CV,MARTIRES DE RIO BLANCO 10810 nan PARQUE INDUSTRIAL CI PUEBLA 72019 Puebla
3144,"CASIMIRES BEDOLLA,  SA DE CV",3 SUR 4701 A HUEXOTITLA PUEBLA 72534 Puebla
3145,GRUHANS  SA DE CV,PRIV 135 B PTE 708 nan SAN JUAN BAUTISTA PUEBLA 72495 Puebla
3146,CASQUIMTEX  SA DE CV,CALLE 20 DE NOVIEMBRE 66 nan SAN JUAN CUAUTLANCIN CUAUTLANCINGO 72700 Puebla
3147,DUTLA PLUS  SA DE CV,PUEBLA 5948 nan EL CERRITO PUEBLA 72440 Puebla
3148,INMOBILIARIA MAR DE PUEBLA SA DE CV,AV JUAREZ 2924 DESP 501 LA PAZ PUEBLA 72160 Puebla
3149,UNITED TELECOMMUNICATION CENTER  SA DE CV,11 SUR 4723 nan PRADOS AGUA AZUL PUEBLA 72430 Puebla
3150,PODA Y DESRAME SA DE CV,26 28 nan SAN JOSE VISTA HERMO PUEBLA 72190 Puebla
3151,INFRAESTRUCTURA Y CONSTRUCCIONES DE PUEBLA  SA DE CV,37 ORIENTE 1003 nan ANZURES PUEBLA 72530 Puebla
3152,SERVICIO LA CABANA  SA DE CV,CARRET FED MEX PUE KM 90 400 SN EL CARMEN HUEJOTZINGO 74160 Puebla
3153,ESTRUCTURAS CAYMIGUE SA DE CV,AV MELCHOR OCAMPO SN nan STA ANA XALMIMILUL HUEJOTZINGO 74169 Puebla
3154,"YESO SANTA MARIA, SA DE CV",CARRETERA A AXOCHIAPAN HUACHINANTLA KM 30 S N nan SANTA MARIA JOLALPAN JOLALPAN 74710 Puebla
3155,AGRISRAM  SA DE CV,CALLE INDEPENDENCIA 7 nan CENTRO IZUCAR DE MATAMOROS 74400 Puebla
3156,CONFECCIONES LA ASUNCION  SA DE CV,EMILIANO ZAPATA 4004 nan HUIZACHERA TEHUACAN 75710 Puebla
3157,DOBLADORA Y MAQUILADORA GOMEZ OLLIVIER  SA DE CV,LIB SAN LORENZO TECNOLOGICO KM 1 nan SAN LORENZO TEOTIPIL TEHUACAN 75855 Puebla
3158,CONFECCIONES LIBRA SDE RL DE CV,17 SUR 2310  GRANJAS DE ORIENTE TEHUACAN 75790 Puebla
3159,SERVICIOS TURISTICOSENRIQUEZ SA DE CV,AUTOPISTA PUEBLA ORIZABA KM 192 300 192 300 GUADALUPE ENRIQUEZ QUECHOLAC 75467 Puebla
3160,ARCONCI  SA DE CV,PROLONGACION SITIO DE CUAUTLA 106  HUIXCOLOTLA SAN SALVADOR HUIXCOLOTLA 75440 Puebla
3161,ROBRITEX  SA DE CV,11 PONIENTE 517 nan STA MA XIXITLA SAN PEDRO CHOLULA 72760 Puebla
3162,CEYSUR  SA DE CV,CALLE REVOLUCION 1 nan CENTRO SAN MIGUEL XOXTLA 72620 Puebla
3163,CONSTRUCCIONES NUEVOS HORIZONTES  SA DE CV,XICOHTENCATL 9 nan SAN RAFAEL TENANYECA NATIVITAS 90718 Tlaxcala
3164,IMPULSORA LABORAL Y ADMINISTRATIVA SA DE CV,CALIFORNIA 14  SAN CRISTOBAL TEPATL SAN MARTIN TEXMELUCAN 74120 Puebla
3165,SERVICIO TEOLOCHOLCO SA DE CV,CARR VIA CORTA STA ANA A PUEBLA KM 9 600 nan SANTA ISABEL XILOXOX SANTA ISABEL XILOXOXTLA 90190 Tlaxcala
3166,SURTIDOR DE MATERIALES DE ZACATLAN SA DE CV,BRAVO 26 nan ZACATLAN ZACATLAN 73310 Puebla
3167,REFACCIONARIA TREMA  SA DE CV,AVENIDA LUIS CABRERA 37 nan CENTRO ZACATLAN 73310 Puebla
3168,COMERCIALIZADORA TLACOHUA  SA DE CV,REFORMA 1 nan SAN DIEGO METEPEC TLAXCALA 90110 Tlaxcala
3169,MUNDECOR INTERIORES Y EXTERIORES  SA DE CV,MARIANO MATAMOROS 610 nan APIZACO CENTRO APIZACO 90300 Tlaxcala
3170,MATRIX LUBRICANTES  SA DE CV,AVENIDA JUAREZ 11 nan DOMINGO DE MUOZ ARENAS MUNOZ DE DOMINGO ARENAS 90420 Tlaxcala
3171,ACA SEALAMIENTO SA DE CV,CALLE 23 606 nan LA LOMA XICOTENCATL TLAXCALA 90062 Tlaxcala
3172,TRAJES DICSA  SA DE CV,MANUEL SALDA A SUR 11 nan CENTRO CHIAUTEMPAN 90800 Tlaxcala
3173,GRUPO EMPRESARIAL TAMES  SA DE CV,OCTAVA AVENIDA 3100 nan COL EL CARMEN APIZACO 90338 Tlaxcala
3174,ABC ALUMINIO  SA DE CV,FRANCISCO I MADERO 707 A APIZACO CENTRO APIZACO 90300 Tlaxcala
3175,TRANSTOOLS MANUFACTURING  SA DE CV,MEXICO VERACRUZ KM 175 S N nan MAZATEPEC EL CARMEN TEQUEXQUITLA 90570 Tlaxcala
3176,SABALO DE TEZIUTLAN  SA DE CV,AV JUAREZ 1006 nan TEZIUTLAN CENTRO TEZIUTLAN 73800 Puebla
3177,ABARROTES DE LA ROSA SA DE CV,PZA CONSTITUCION 9 nan CENTRO HUEYTAMALCO 73580 Puebla
3178,"HOTEL PLAYA CRISTAL, SA DE CV",MADERO 73 A nan COL CENTRO CATEMACO 95870 Veracruz
3179,DE TODO Y MAS  SA DE CV,MELCHOR OCAMPO SUR 22 nan TAMARINDO ACAYUCAN 96049 Veracruz
3180,"TRACTORES DE TUXPAN, SA DE CV",2 DE ABRIL 10 nan CASTILLO TUXPAN 92830 Veracruz
3181,FER CET DE POZA RICA SA DE CV,AV 8 NTE Y OTE SN nan OBRERA POZA RICA DE HIDALGO 93260 Veracruz
3182,DISTRIBUIDORA DE MEDICAMENTOS LA HUASTECA  SA DE CV,AV 16 DE SEPT ESQ MARIANO ARISTA SN nan TAJIN POZA RICA DE HIDALGO 93330 Veracruz
3183,ABARROTES CHUPER NEGRO  SA DE CV,CARR FEDERAL MEXICO TUXPAN KM 8 LAZARO CARDENAS KM SN nan TIHUATLAN TIHUATLAN 92900 Veracruz
3184,CONSTRUCTORES Y ARQUITECTOS  SA DE CV,ZARAGOZA 103 A AZTECA COATZINTLA 93160 Veracruz
3185,"EDITORIAL GIBB, SA DE CV",MARIANO ARISTA 209 nan TAJIN POZA RICA DE HIDALGO 93330 Veracruz
3186,ELE Y ELE DEL SURESTE  SA DE CV,CALLE 2A PONIENTE SUR 568 nan TUXTLA GUTIERREZ CENTRO TUXTLA GUTIERREZ 29000 Chiapas
3187,VANESSA TOURS  SA DE CV,BOULEVARD LA SALLE 436ALTOS nan LA SALLE TUXTLA GUTIERREZ 29070 Chiapas
3188,"PROCAO, SA DE CV",29 PONIENTE SN nan 5 DE FEBRERO TAPACHULA 30710 Chiapas
3189,COMERCIAL ELECTRICA CHISPITA  SA DE CV,AV CENTRAL SUR 67 nan TAPACHULA CENTRO TAPACHULA 30700 Chiapas
3190,FERRETERIA TAPACHULA SA DE CV,AVENIDA CENTRAL SUR 34 nan TAPACHULA CENTRO TAPACHULA 30700 Chiapas
3191,"CORONA DEL SURESTE, SA DE CV",MANUEL NEGRETE ORIENTE 18 nan CENTRO HUIXTLA 30640 Chiapas
3192,MANTENIMIENTO GENERAL DE CHIAPAS  SA DE CV,4A PONIENTE Y CENTRAL SUR 51 LOCAL C TAPACHULA CENTRO TAPACHULA 30700 Chiapas
3193,TEXTILES LA NUEVA ESPAA  SA DE CV,7A CALLE PONIENTE 5 nan CENTRO TAPACHULA 30700 Chiapas
3194,ZORA CONSTRUCCIONES  SA DE CV,CALLE 11 3 EDIF B KANISTE CAMPECHE 24038 Campeche
3195,TELSSE  SA DE CV,OCHO 120 nan BONANZA CENTRO 86030 Tabasco
3196,ESPECIALIDADES PETROLERAS DEL SUR SURESTE  SA DE CV,PROLONGACION DE AVENIDA DE ANTIMONIO 49 49B CIUDAD INDUSTRIAL CENTRO 86010 Tabasco
3197,CONSTRUCTORA PEME SA DE CV,PROLONGACION PASEO DE LA CE 202 nan PRIMERO DE MAYO CENTRO 86190 Tabasco
3198,INDUSTRIAL PATVER DEL SUR  SA DE CV,FLORES MAGON 1930 B ALOR PROCORO COATZACOALCOS 96570 Veracruz
3199,SERVICIOS EXPRESSTRA SA DE CV,AV LAZARO CARDENAS 1003 1ER PISO MARIA DE LA PIEDAD COATZACOALCOS 96410 Veracruz
3200,SERVICIOS ALIMENTICIOS DEL GOLFO  SA DE CV,AV SALVADOR DIAZ MIRON 1406 nan MARIA DE LA PIEDAD COATZACOALCOS 96410 Veracruz
3201,PROOIL DE MEXICO  SA DE CV,18 DE MARZO 1108 2 MARIA DE LA PIEDAD COATZACOALCOS 96410 Veracruz
3202,COMERCIALIZADORA DOLUSA  SA DE CV,ITALIA 310 ALTOS BENITO JUAREZ SUR COATZACOALCOS 96580 Veracruz
