,nombre,direccion
2141,SDIA  SA DE CV,CUAUHTEMOC 202 202 SAN PEDRO IZTACALCO 8220 CDMX
2142,"DURATTON, SA DE CV",ESPERANZA 1007 nan COL NARVARTE BENITO JUAREZ 3020 CDMX
2143,"CYPRESS, COMUNICACION Y PRENSA  SA DE CV",PETEN 79 2 NARVARTE ORIENTE BENITO JUAREZ 3023 CDMX
2144,COMERCIALIZADORA BONETI S DE RL DE CV,FAISAN 35 nan GRANJAS MODERNAS GUSTAVO A MADERO 7460 CDMX
2145,"GUANTES VERRI, SA DE CV",5 DE FEBRERO 732 nan ALAMOS BENITO JUAREZ 3400 CDMX
2146,COLORES IMPRESOS REHLIPAV  SA DE CV,ANDALUCIA 273 nan ALAMOS BENITO JUAREZ 3400 CDMX
2147,LEEO CONSTRUCCIONES INDUSTRIALES  SA DE CV,BISMARK 27 nan MODERNA BENITO JUAREZ 3510 CDMX
2148,ACEROS Y CORTES UNIVERSALES  SA DE CV,BELISARIO DOMINGUEZ 204 LOC B AZCAPOTZALCO CENTRO AZCAPOTZALCO 2000 CDMX
2149,ACABADOS Y RECUBRIMIENTOS OZFI  SA DE CV,ESCAPE 39 F INDUSTRIAL ALCE BLAN NAUCALPAN DE JUAREZ 53370 Estado de Mexico
2150,INDUSTRIAS FARWEL SA DE CV,DURANGO 325 202 ROMA NORTE CUAUHTEMOC 6700 CDMX
2151,ISOTECNIA INDUSTRIAL SA CV,TEBAS 183 nan CLAVERIA AZCAPOTZALCO 2070 CDMX
2152,INTEGRADORA DE BIENES Y SERVICIOS JIMSA  SA DE CV,DEL ARADO 27 B VILLAS DE LA HACIEND ATIZAPAN DE ZARAGOZA 52929 Estado de Mexico
2153,ELJID  SA DE CV,CALLE ANDRES BELLO 45 PISO 22 POLANCO CHAPULTEPEC MIGUEL HIDALGO 11560 CDMX
2154,COMERCIALIZADORA EJECUTIVA MONTER  SA DE CV,ANTONIO CASO 73 DEP 20 SAN RAFAEL CUAUHTEMOC 6470 CDMX
2155,DISTRIBUIDORA REAQUIM SA CV,ACULCO 111 nan TLALNEMEX TLALNEPANTLA 54070 Estado de Mexico
2156,PLASTICOS Y PELLETIZADOS  SA DE CV,NUEVA SANTO DOMINGO 205 B INDUSTRIAL SAN ANTON AZCAPOTZALCO 2760 CDMX
2157,"LIFT TRUCK SERVICE, SA DE CV",AV ADOLFO LOPEZ MATEOS 20 nan SAN LORENZO RIO TENC CUAUTITLAN 54830 Estado de Mexico
2158,SERVS PROFS DE ASESORIA EN SEG Y PROT SA DE CV,COLINA DE LAS NIEVES 71 2 BOULEVARES NAUCALPAN DE JUAREZ 53140 Estado de Mexico
2159,VITROESPACIO  SA DE CV,CALLE LOMA DE LA PLATA 51 nan LOMAS DE TARANGO ALVARO OBREGON 1620 CDMX
2160,MAGNIFIK INTERNACIONAL SA DE CV,VENUSTIANO CARRANZA 24 nan LAZARO CARDENAS NAUCALPAN DE JUAREZ 53560 Estado de Mexico
2161,SUBLIMADOS Y ESTAMPADOS NACIONALES SA DE CV,AV URBINA 71 nan PARQUE INDUSTRIAL NAUCALPAN NAUCALPAN DE JUAREZ 53489 Estado de Mexico
2162,CREACIONES SANSIX SA DE CV,GUAYANA FRANCESA 6 nan LAS AMERICAS NAUCALPAN DE JUAREZ 53040 Estado de Mexico
2163,TRANSPORTES FRALSE  SA DE CV,PASEO DE LOS TAMARINDOS 90 P20 OF20 107 BOSQUES DE LAS LOMAS CUAJIMALPA DE MORELOS 5120 CDMX
2164,REGALOS Y PREMIOS SA DE CV,PROL 5 DE MAYO 17 nan NAUCALPAN NAUCALPAN 53489 Estado de Mexico
2165,JUEGOS Y MAQUINARIA  SA DE CV,PIRULES LOTE D 2 ZONA 4 SN SAN MARTIN OBISPO O CUAUTITLAN IZCALLI 54763 Estado de Mexico
2166,INTEGRADORA DE ESTRATEGIAS FISCALES  SA DE CV,FUJIYAMA 74 nan LAS AGUILAS ALVARO OBREGON 1710 CDMX
2167,OCELOTL  SA DE CV,PALO ALTO 66 nan COOPERATIVA PALO ALTO CUAJIMALPA DE MORELOS 5110 CDMX
2168,SERVICIO MARVIC  SA DE CV,IGNACIO ZARAGOZA 1350 nan JUAN ESCUTIA IZTAPALAPA 9100 CDMX
2169,JERECUARO VERDE SPR S DE RL DE CV,MEMPHIS 21 A CLAVERIA AZCAPOTZALCO 2080 CDMX
2170,IMR SOFTWARE  SA DE CV,HAMBURGO 182 P4 D 400 JUAREZ CUAUHTEMOC 6600 CDMX
2171,GRUPO DIVIBSA  SA DE CV,CTO INTERIOR AV PATRIOTISMO 27 nan ESCANDON I SECCION MIGUEL HIDALGO 11800 CDMX
2172,COMERCIALIZADORA DYSH  SA DE CV,PASEO DE LAS PALMAS 555 P 6 601 LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2173,VALDERREY PIPO + SOCIOS  SA DE CV,HOMERO 109 PH1 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
2174,"FEROTEX, SA DE CV",MANUEL AVILA CAMACHO 1903 600 CIUDAD SATELITE NAUCALPAN DE JUAREZ 53100 Estado de Mexico
2175,ALDACO MEDICAL INSTRUMENTS  SA DE CV,MECANOGRAFOS 51 nan EL SIFON IZTAPALAPA 9400 CDMX
2176,AUTOTRIONIC SERVICIOS  SA DE CV,VALLE ALTO 52 nan VALLE DE ARAGON NEZAHUALCOYOTL 57100 Estado de Mexico
2177,GARAGE DISENO INDUSTRIAL  SA DE CV,CONVENTO 34 nan SAN DIEGO CHURUBUSCO COYOACAN 4120 CDMX
2178,"TECNOMEDICA, SA DE CV",DR CARMONA Y VALLE 11 PISO 1 DOCTORES CUAUHTEMOC 6720 CDMX
2179,GRUPO YACORD SERVICIOS CONTABLES  SA DE CV,RUBEN DARIO 39 OFF 3 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
2180,MARKETING AND INFORMATION SERVICES SA DE CV,NUEVO LEON 119 SN JACARANDAS TLALNEPANTLA DE BAZ 54050 Estado de Mexico
2181,INTEGRACION TECNOLOGICA DE SISTEMAS  SA DE CV,INSURGENTES SUR 103 #118 102 TLACOQUEMECATL DEL VALLE BENITO JUAREZ 3200 CDMX
2182,LOGISTIFY  SA DE CV,HOMERO 538 D 304 P3 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
2183,ADIVSA  SA DE CV,CALLE PASEO DE LA REFORMA 215 PISO 3 LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2184,RENT & COMPANY SA DE CV,PRADO NORTE 460 L 301 LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2185,GRUPO NELMI  SA DE CV,AV LOMA DE LA PALMA 103 CASA 4 LOMAS DE VISTA HERMOSA CUAJIMALPA DE MORELOS 5100 CDMX
2186,CASA DE LINOS Y BLANCOS  SA DE CV,PRADO NORTE 530 LOCAL A LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2187,MCO TRANSPORTES  SA DE CV,COLINA DE LA PAZ 34 nan BOULEVARES NAUCALPAN DE JUAREZ 53140 Estado de Mexico
2188,JI ADMINISTRADORA INTEGRAL EN OUTSOURCING  SA DE CV,MONTECITO 38 P 20 OFNA 34 NAPOLES BENITO JUAREZ 3810 CDMX
2189,COMPUAID MEXICO  SA DE CV,PENELOPE 110 nan LOMAS AXOMIATLA ALVARO OBREGON 1820 CDMX
2190,"DATACROM, SA DE CV",SCHILLER 503 nan POLANCO MIGUEL HIDALGO 11580 CDMX
2191,"INDUSTRIA 3, SA DE CV",PASEO DE LAS PALMAS 1640 nan LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2192,"EXEL SERVI GRAFICA,  SA DE CV",DEMOCRACIAS 61 nan SAN MIGUEL AMANTLA AZCAPOTZALCO 2700 CDMX
2193,FLORERIA MARIELA S DE RL DE CV,LAGO ALBERTO 320 E Z CL S8 GRANADA MIGUEL HIDALGO 11520 CDMX
2194,DELCA CIENTIFICA  SA DE CV,PRIMAVERA 107 nan ANGEL ZIMBRON AZCAPOTZALCO 2099 CDMX
2195,SIGLO BATHROOMS & TILES  SA DE CV,PONIENTE 128 679 nan INDUSTRIAL VALLEJO AZCAPOTZALCO 2300 CDMX
2196,PROVELAC  SA DE CV,CALLE 12 13 nan REFORMA SOCIAL MIGUEL HIDALGO 11650 CDMX
2197,NOVORENTA  SA DE CV,TLALOC 24 nan TLAXPANA MIGUEL HIDALGO 11370 CDMX
2198,HIPOTECARIA CREA MAS SA DE CV SOFOM E N R,AV LOMAS DE SOTELO 1102 nan LOMAS HERMOSA MIGUEL HIDALGO 11200 CDMX
2199,TECNOLOGIA EN ESPACIOS Y CONSTRUCCION SA DE CV,SIERRA GAMON 320 nan LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2200,COMERCIALIZACIONES FRIMA  SA DE CV,SIERRA SANTA ROSA 99 PISO 2 REFORMA SOCIAL MIGUEL HIDALGO 11650 CDMX
2201,BRANDTHINK  SA DE CV,IBSEN 15 604 POLANCO V SECCION MIGUEL HIDALGO 11560 CDMX
2202,SPR CARTERAS INMOBILIARIAS  SA DE CV,PASEO DE LA REFORMA 265 10 CUAUHTEMOC CUAUHTEMOC 6500 CDMX
2203,MACRICOM  SA DE CV,CALZ DE LOS MISTERIOS 83 204 EX#HIPODROMO DE PERA CUAUHTEMOC 6250 CDMX
2204,NASBEL  SA DE CV,FRANCISCO DIAZ COVARRUBIAS 60 8 SAN RAFAEL CUAUHTEMOC 6470 CDMX
2205,SECCOMM  SA DE CV,SOMBRERETE 507 nan HIPODROMO CONDESA CUAUHTEMOC 6170 CDMX
2206,WEBER ARQUITECTOS SDE RL DE CV,PARRAL 17 nan CONDESA CUAUHTEMOC 6140 CDMX
2207,ABC MOTOS  SA DE CV,CLL LAGO CHIEM 36 A SAN JUANICO MIGUEL HIDALGO 11440 CDMX
2208,TAOMEX  SA DE CV,GOLFO DE TEHUANTEPEC SN nan SAN DIEGO OCOYOACAC MIGUEL HIDALGO 11290 CDMX
2209,OSEV ESTACIONAMIENTOS  SA DE CV,JILGUERO 33 1 BELLAVISTA ALVARO OBREGON 1140 CDMX
2210,VALVO MOBILI  SA DE CV,PONIENTE 128 679 nan INDUSTRIAL VALLEJO AZCAPOTZALCO 2300 CDMX
2211,MILODON  SA DE CV,AVE PONIENTE 140 671 INDUSTRIAL VALLEJO AZCAPOTZALCO 2300 CDMX
2212,TACHCO QUALITY GROUP SA DE CV,GOLFO SAN MATIAS 23 A nan TACUBA MIGUEL HIDALGO 11410 CDMX
2213,"DETERMEX KANARY, SA DE CV",CUAUHTEMOC 139 nan SAN PEDRO MARTIR TLALPAN 14650 CDMX
2214,COMERCIALIZADORA RUPOL  SA DE CV,CLAUDIO ARCINIEGA 7 nan MIXCOAC BENITO JUAREZ 3910 CDMX
2215,SUMIKO SERVICES  SA DE CV,AV REVOLUCION 1915 4B 4 PISO TIZAPAN ALVARO OBREGON 1090 CDMX
2216,ABEASA DIVISION PROYECTOS E INSTALACION  SA DE CV,ORQUIDEAS 22 nan PEDREGAL DE SANTO DO COYOACAN 4369 CDMX
2217,FRANQUICIAS INTERNACIONAL Y DE NEGOCIOS FINE T  SA DE CV,IGLESIA 2 PISO 13 TIZAPAN ALVARO OBREGON 1090 CDMX
2218,TERMINAL CREATIVA SA DE CV,BLVD ADOLFO LOPEZ MATEOS 1661 EDIF A12 PISO 9 LOMAS DE PLATEROS ALVARO OBREGON 1480 CDMX
2219,CONSTRUCCION Y ADMINISTRACION EJE DEL SUR SA CV,CAFETALES 350 nan EXHACIENDA COAPA TLALPAN 14330 CDMX
2220,AELEA COMERCIALIZADORA  SA DE CV,RIO MAGDALENA 117 nan SAN ANGEL ALVARO OBREGON 1000 CDMX
2221,YARJAL  SA DE CV,FERNANDO MONTES DE OCA 126 nan CONDESA CUAUHTEMOC 6140 CDMX
2222,"ESTETICA CONCHITA, SA DE CV",ALDAMA 19 B nan COL TIZAPAN ALVARO OBREGON 1090 CDMX
2223,PRESTADORA DE SERVICIOS LIDER  SA DE CV,PERIFERICO SUR 3453 PISO 9 SAN JERONIMO LIDICE LA MAGDALENA CONTRERAS 10200 CDMX
2224,FACTURACION TOTAL SA DE CV,SAN JERONIMO 369 504 TIZAPAN ALVARO OBREGON 1090 CDMX
2225,GRUPO EMPRESARIAL RAMADASA  SA DE CV,HORTENSIA 130 A SANTA MARIA LA RIBER CUAUHTEMOC 6400 CDMX
2226,MANTELES FINOS DE MEXICO SA DE CV,CARRETERA LIBRE MEXICO PUEBLA KM 17 4 nan LOS REYES ACAQUILPAN LA PAZ 56400 Estado de Mexico
2227,VINOS ALIMENTOS Y LICORES  SA DE CV,CASCADA 916 nan BANJIDAL IZTAPALAPA 9450 CDMX
2228,LLANTERA ATLAS SA DE CV,ARIES 16 nan SAN ANTONIO EL LLANI OCOYOACAC 52757 Estado de Mexico
2229,SUITES EMBASSY SA DE CV,PUEBLA 115 nan ROMA CUAUHTEMOC 6700 CDMX
2230,GRUPO QUEZGOD SA CV,OCEANOGRAFOS MZ 45 LT 21 SAN JOSE ACULCO IZTAPALAPA 9410 CDMX
2231,INNER STUDIOS  SA DE CV,AV CANAL NAL 2202 nan SAN ANTONIO CULHUACA IZTAPALAPA 9800 CDMX
2232,LOS NOGALES DE BOLIVAR SA CV,BOLIVAR 323 nan OBRERA CUAUHTEMOC 6800 CDMX
2233,MICRO DIGITAL ELECTRONICA SA DE CV,FRANCISCO DIAZ COVARRUBIAS 54 1ER PSO SAN RAFAEL CUAUHTEMOC 6470 CDMX
2234,MEXICANA DE CONTRUCCIONES DURADERAS  SA DE CV,AV CALZADA TAXQUENA 2050 nan SN FRANCISCO CULHUACAN BO LA M COYOACAN 4260 CDMX
2235,RICALDE ALCOCER BIENES RAICES SA DE CV,CAPULIN 46 201 DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
2236,INGENIERIA Y EQUIPOSDE FILTRACION INGEF ISA  SA DE CV,ACUARIO 37 nan EL PRADO IZTAPALAPA 9480 CDMX
2237,ESPUMAS DEL SUR  SA DE CV,TLALPAN 1510 ABC Y D MIRAVALLE BENITO JUAREZ 3580 CDMX
2238,INTEGRACION E INNOVACIONES MEDICAS SA DE CV,CALLE 8 MZ27LT24 nan AMPLIACION MIGUEL HI TLALPAN 14250 CDMX
2239,TRANSPORTES Y MOVILES DE LA PAZ  SA DE CV,PRIMERO DE ENERO 3889 18 HOGARES DE NUEVO  MEXICO ZAPOPAN 45138 Jalisco
2240,EMPAQUES ADECUADOS  SA DE CV,CDA SN BUENAVENTURA 7 7 SAN BUENAVENTURA TLALNEPANTLA DE BAZ 54120 Estado de Mexico
2241,TLAPALERIA Y FERRETERIA CASA TORRES  SA DE CV,MADIN 17 3 SAN LUCAS TEPETLACALCO TLALNEPANTLA 54055 Estado de Mexico
2242,JVV ACUATICS  SA DE CV,PETUNIA 45 B MZ 48 LT 16 nan LOMAS DE SAN MIGUEL ATIZAPAN DE ZARAGOZA 52928 Estado de Mexico
2243,INHUMACIONES Y SERVICIOS CONEXOS  SA DE CV,AV CIRCUNVALACION 8 204 CIUDAD SATELITE NAUCALPAN 53100 Estado de Mexico
2244,SLAPI CONSULTORES SA DE CV,AV VERACRUZ 2 B LOC 6 BQUES DE MEXICO TLALNEPANTLA DE BAZ 54050 Estado de Mexico
2245,"FIBRATEL, SA DE CV",HACIENDA VALPARAISO 19 nan HACIENDA DEL ROSARIO AZCAPOTZALCO 2420 CDMX
2246,ACEROS AUTOMOTRICES DEL BAJIO  SA DE CV,PRIVADA CALICANTO 5 SN BELEM TULTITLAN 54900 Estado de Mexico
2247,PROYECTOS Y DESARROLLOS DMARK  SA DE CV,PROLONGACION DE LA MONTANA 178 PLANTA BAJA 7 FRACC IND ALCE BLANC NAUCALPAN DE JUAREZ 53370 Estado de Mexico
2248,LUBORT  SA DE CV,BARCELONA 3 8 P2 JUAREZ CUAUHTEMOC 6600 CDMX
2249,DISTRIBUIDORA TAMERIKAL  SA DE CV,MIRA SOL 39 nan CUMBRIA CUAUTITLAN IZCALLI 54740 Estado de Mexico
2250,C&M DISTRIBUCION CIENTIFICA  SA DE CV,BLVD  ADOLFO LOPEZ MATEOS 9 5 B EL POTRERO ATIZAPAN DE ZARAGOZA 52975 Estado de Mexico
2251,GRANDE IMAGEN Y SONIDO  SA DE CV,GOLDSMITH 225 nan POLANCO IV SECCION MIGUEL HIDALGO 11550 CDMX
2252,"R T L AIR SERVICE, SA DE CV",PRAGA 24 P#B JUAREZ CUAUHTEMOC 6600 CDMX
2253,GRUPO CORPORATIVO LASA  SA DE CV,AV PASEO DE LA REFORMA 369 TB 704 CUAUHTEMOC CUAUHTEMOC 6500 CDMX
2254,"ECANAL, SA DE CV",RIO LERMA 156 PB LC 2 COL CUAUHTEMOC CUAUHTEMOC 6500 CDMX
2255,"RONCHI DE MEXICO, SA DE CV",RIO PANUCO 127 903 CUAUHTEMOC CUAUHTEMOC 6500 CDMX
2256,CORPORACION EMPRESARIAL SEYERO  SA DE CV,PRIV GOLFO 19 CS 2 LA LOMA I TULTITLAN 54944 Estado de Mexico
2257,BENIMEX  SA DE CV,CARPINTEROS MZ 3 LT 12 PARQUE INDUSTRIAL XHALA CUAUTITLAN IZCALLI 54714 Estado de Mexico
2258,EFECTIVO POR TU CARRO  SA DE CV,TAINE 229 DESP 203 CHAPULTEPEC MORALES MIGUEL HIDALGO 11570 CDMX
2259,GRUPO TORSPAN  SA DE CV,NORTE 27 209 nan INDEPENDENCIA VALLE DE CHALCO SOLIDARIDAD 56617 Estado de Mexico
2260,COMERCIALIZACION Y SERVICIO EDITORIAL SA DE CV,MATEO HERRERA 28 B PB SAN JOSE INSURGENTES BENITO JUAREZ 3900 CDMX
2261,GRUPO LUJOSA  SA DE CV,AV INSURGENTES SUR 1783 201 GUADALUPE INN ALVARO OBREGON 1020 CDMX
2262,CONTRATISTAS Y SERVICIOS PROFESIONALES  SA DE CV,AV HOMERO 1804 1301 POLANCO I SECCION MIGUEL HIDALGO 11510 CDMX
2263,COMERCIALIZADORA HELLIGKEIT  SA DE CV,CERRO TRES MARIAS 309 nan CAMPESTRE CHURUBUSCO COYOACAN 4200 CDMX
2264,DEL RIO CASALES CONSTRUCCION Y PROYECTO  SA DE CV,AV RIO MIXCOAC 63 DP 604 INSURGENTES MIXCOAC BENITO JUAREZ 3920 CDMX
2265,MONTAAS DE UCO  SA DE CV,AV RIO MIXCOAC 300 nan ACACIAS BENITO JUAREZ 3240 CDMX
2266,FINASIST SERVICIOS  SA DE CV,RIO MIXCOAC 36 601 B ACTIPAN BENITO JUAREZ 3230 CDMX
2267,"FINASIST,  SA DE CV",RIO MIXCOAC 36 602 A ACTIPAN BENITO JUAREZ 3230 CDMX
2268,GALILEO OPTIC  SA DE CV,CERRO DE LA LIBERTAD 321 nan CAMPESTRE CHURUBUSCO COYOACAN 4200 CDMX
2269,CGA BRIGHT GROUP  SA DE CV,ADOLFO PRIETO 1759 A DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
2270,INDUSTRIAS IBERO STEEL  SA DE CV,MATIAS ROMERO 102 306 DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
2271,COMERCIALIZADORA ZARABOZO  SA DE CV,LUIS BRAILE 246 nan INDEPENDENCIA BENITO JUAREZ 3630 CDMX
2272,THREE IMAGE SOLUTIONS  SA DE CV,CHALCO 2 nan TLALNEMEX TLALNEPANTLA DE BAZ 54070 Estado de Mexico
2273,ELECTRONICA ELTEC SA DE CV,INDIANA 13 nan NAPOLES BENITO JUAREZ 3810 CDMX
2274,ARCO ARQUITECTURA CONTEMPORANEA  SA DE CV,# MANUEL AVILA CAMACHO 156 PISO 8 REFORMA SOCIAL MIGUEL HIDALGO 11650 CDMX
2275,GRABACIONES Y DOBLAJES INTERNACIONALES  SA DE CV,MIGUEL SERRANO 25 B DEL VALLE CENTRO BENITO JUAREZ 3100 CDMX
2276,OGIMSA  SA DE CV,AUGUSTO RODIN 81 PSO 1 NAPOLES BENITO JUAREZ 3810 CDMX
2277,SELECTOR  SA DE CV,DR ERAZO 120 nan COL DOCTORES CUAUHTEMOC 6720 CDMX
2278,SHORT STAY MEXICO SA DE CV,SANTA MONICA 14 nan DEL VALLE BENITO JUAREZ 3100 CDMX
2279,COORDINADORA DE ADMINISTRACIONES INMOBILIARIAS  SA DE CV,PRADO NORTE 341 PISO 2 LOMAS DE CHAPULTEPEC MIGUEL HIDALGO 11000 CDMX
2280,COMERCIALIZADORA DE SOLUCIONES INTEGRALES EN BIOTEC  SA DE CV,GEORGIA 29 1 NAPOLES BENITO JUAREZ 3810 CDMX
2281,KOLO DS  SA DE CV,AV PASEO TOLLOCAN KM 53 5 1D CORREDOR IND TOLUCA LERMA 52004 Estado de Mexico
2282,SPYROS CONSULTORES  SA DE CV,AV RIO MIXCOAC 25 P 8 OF A CREDITO CONSTRUCTOR BENITO JUAREZ 3940 CDMX
2283,CONSULTORIA EN CREATIVIDAD EMPRESARIAL  SA DE CV,NEBRASKA 23 1 NAPOLES BENITO JUAREZ 3810 CDMX
2284,CREATIVA TCH  SA DE CV,AV INSURGENTES SUR OFNA 1 1877 PISO 11 GUADALUPE INN ALVARO OBREGON 1020 CDMX
2285,SEGURIDAD E INGENIERIA CONSULTORES SA DE CV,CDA 13 DE SEP 32 INT 203 ESCANDON MIGUEL HIDALGO 11800 CDMX
2286,RONIN PR  SA DE CV,NUEVA YORK 280 B nan AMPLIACION NAPOLES BENITO JUAREZ 3840 CDMX
2287,EVENTOS Y SERVICIOS RECREATIVOS  SA DE CV,FELIX CUEVAS 411 nan DEL VALLE BENITO JUAREZ 3100 CDMX
2288,"SISTEMAS GB, SA DE CV",MARIO ROJAS AVENDAO 113 203 SAN SIMON TICUMAC BENITO JUAREZ 3660 CDMX
2289,LAMINA INDUSTRIAL MANUFACTURAS Y ACABADOS SA DE CV,FRANCISCO DEL PASO 556 DP 2 COL MAGDALENA MIXHUC VENUSTIANO CARRANZA 15850 CDMX
2290,"MICRO BEST,  SA DE CV",ORIENTE 182 236 nan MOCTEZUMA 1A SECCION VENUSTIANO CARRANZA 15500 CDMX
2291,AUTOTRANSP ESPECIALIZADOS GRUAS Y MANIOBRAS LOPEZ  SA DE CV,22 DE DICIEMBRE DE 1860 46 B nan LEYES DE REFORMA 3A IZTAPALAPA 9310 CDMX
2292,NAOVI  SA DE CV,AV DEL TALLER  RET 13 7 nan JARDIN BALBUENA VENUSTIANO CARRANZA 15900 CDMX
2293,FRENOS Y EMBRAGUES DE ORIENTE SA DE CV,CALLE 1 75 nan VALENTIN GOMEZ FARIAS VENUSTIANO CARRANZA 15010 CDMX
2294,CALZADOS RODEHEC  SA DE CV,AV PANTITLAN 247 nan ROMERO NEZAHUALCOYOTL 57630 Estado de Mexico
2295,PROMOTORA INTEGRAL AVANZADA  SA DE CV,NUEVO LEON 253 402 ESCANDON I SECCION MIGUEL HIDALGO 11800 CDMX
2296,LABORATORIO Y PARTESDIESEL SA DE CV,CALZ IGNACIO ZARAGOZA 126 nan COL MOCTEZUMA SECC 1 VENUSTIANO CARRANZA 15500 CDMX
2297,MAVERL TOOLS  SA DE CV,JOSE PEON DEL VALLE 675 B nan SANTA MARTHA ACATITL IZTAPALAPA 9510 CDMX
2298,COMERCIALIZADORA NUTRIALIMENTOS  SA DE CV,SAN CIPRIAN 104 A MERCED BALBUENA VENUSTIANO CARRANZA 15810 CDMX
2299,COMERCIALIZADORA NORGIL  SA DE CV,RET 8 DE FRAY SERVANDO T#M# 4 2 JARDIN BALBUENA VENUSTIANO CARRANZA 15900 CDMX
2300,INGENIERIA EN COMPUTACION Y COMUNICACIONES  SA DE CV,ZINC 297 1 VALLE GOMEZ VENUSTIANO CARRANZA 15210 CDMX
2301,TURISPLUS  SA DE CV,RET 20 DE GENARO GARCIA 11 1 JARDIN BALBUENA VENUSTIANO CARRANZA 15900 CDMX
2302,GRUPO COCARP  SA DE CV,CALLE 11 90 nan JUAREZ PANTITLAN NEZAHUALCOYOTL 57460 Estado de Mexico
2303,TRM SUMINISTRO Y SERVICIOS  SA DE CV,PLAYA REGATAS 501 nan MILITAR MARTE IZTACALCO 8830 CDMX
2304,BCF CONSULTING GROUP SA DE CV,OTE 178 142 nan MOCTEZUMA 2A SECCION VENUSTIANO CARRANZA 15530 CDMX
2305,TSA TRADING  SA DE CV,EMILIO TREJO 103 2 ALTAMIRANO TOLUCA 50130 Estado de Mexico
2306,DISTRIBUIDORA DE LACTEOS Y CARNES FRIAS EL TORO  SA DE CV,LAGO VIEDMA 135 nan NUEVA ARGENTINA MIGUEL HIDALGO 11260 CDMX
2307,AGRUPACION EMPRESARIAL  SA DE CV,BENITO JUAREZ 27 nan SAN JUAN DE ARAGON GUSTAVO A MADERO 7950 CDMX
2308,HARI TRADING  SA DE CV,AV CUAUHTEMOC 1207 3 SANTA CRUZ ATOYAC BENITO JUAREZ 3310 CDMX
2309,VID VALLEJO DESARRO LLOS INMOBILIARIOS  SA DE CV,JUAN FERNANDEZ ALBARRAN 52 nan SAN PABLO XALPA TLALNEPANTLA DE BAZ 54170 Estado de Mexico
2310,BENOLOGY  SA DE CV,HOMERO 229 P 7 703 CHAPULTEPEC MORALES MIGUEL HIDALGO 11570 CDMX
2311,AIRON TOOLS  SA DE CV,CALZADA DE GUADALUPE 572 nan INDUSTRIAL GUSTAVO A MADERO 7800 CDMX
2312,"ONEMED,  SA DE CV",LA CONTINENTAL 120 B TEPEYAC INSURGENTES GUSTAVO A MADERO 7020 CDMX
2313,EL SIETE DE CHIAPAS  SA DE CV,12 DE OCTUBRE 174 A BIENESTAR SOCIAL TUXTLA GUTIERREZ 29077 Chiapas
2314,PERFUPLAZA  SA DE CV,AZAFRAN 609 A GRANJAS MEXICO IZTACALCO 8400 CDMX
2315,KEMFILL  SA DE CV,CTO PZA GUARDIOLA 25 nan ALFONSO ORTIZ TIRADO IZTAPALAPA 9020 CDMX
2316,GRUAS Y TRANSPORTES ANAYA  SA DE CV,CALLEJON DE SANTA MARIA 21 nan MAGDALENA ATLAZOLPA IZTAPALAPA 9410 CDMX
2317,CLINICA MEDICA SANTAROSA  SA DE CV,CALLE SIETE 104 nan AGRICOLA PANTITLAN IZTACALCO 8100 CDMX
2318,EVENTOS SOCIALES RIVEROS  SA DE CV,CALLE 24 DE MARZO DE 1867 1481 nan LEYES DE REFORMA IZTAPALAPA 9310 CDMX
2319,INMOBILIARIA JOANEL  SA DE CV,AV CAMINO REAL 450 157#2 VALLE REAL RESIDENCIAL CORREGIDORA 76900 Queretaro
2320,INMOBILIARIA ELIBALTA  SA DE CV,AV CAMINO REAL 450 C 157 1 VALLE REAL RESIDENCI CORREGIDORA 76903 Queretaro
2321,MAXI TINTAS DE MEXICO  SA DE CV,LEIBNITZ 11 D nan ANZURES MIGUEL HIDALGO 11590 CDMX
2322,PROVEEDORA DE ARTICULOS VILLANUEVA SA DE CV,CIRCUITO PLAZA DE TENEXPA 7 LOCAL 4D DR ALFONSO ORTIZ TIR IZTAPALAPA 9020 CDMX
2323,TAPICES NACIONALES  SA DE CV,RIO SOTO LA MARINA 81 nan PASEOS DE CHURUBUSCO IZTAPALAPA 9030 CDMX
2324,URBANIZADORA Y EDIFICADORA PARIS  SA DE CV,ROSALIO BUSTAMANTE 65 2 SANTA MARTHA ACATITLA SUR IZTAPALAPA 9530 CDMX
2325,TRANSPORTES Y GRUAS PALOMINO SA DE CV,PALACIO MZ 2 LT 1 LA ASUNCION IZTAPALAPA 9000 CDMX
2326,GRUAS ACOLMAN SA DE CV,KM 14 800 AUTOPIS MEXICO TULANCINGO SN nan ACOLMAN ACOLMAN 55870 Estado de Mexico
